Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
PG,2021-03,-16.50B,10.01B,8.922B,8.773B,1.3,1.26,64.27B,43.77B,9.187B,2021-03,6.002B,3.269B,-95.00M,-95.00M,21.10B,5.977B,21.05B,3.785B,23.24B,3.877B,628.00M,18.11B,5.402B,46.60B,116.78B,4.882B,22.61B,32.02B,69.86B,94.17B,37.84B,5.402B,12.13B,4.861B
PG,2020-12,-16.16B,11.94B,9.253B,8.586B,1.53,1.47,65.24B,43.39B,10.49B,2020-12,5.957B,3.854B,-134.00M,-134.00M,21.42B,6.073B,22.51B,5.38B,23.16B,4.877B,990.00M,19.74B,5.112B,48.18B,120.11B,4.894B,24.66B,31.74B,71.57B,95.46B,39.83B,5.112B,12.03B,4.819B
PG,2020-09,-16.93B,13.39B,9.142B,7.707B,1.69,1.63,64.38B,0,10.18B,2020-09,5.707B,4.277B,-126.00M,-126.00M,20.88B,6.294B,23.95B,5.281B,22.30B,5.297B,989.00M,19.32B,4.895B,48.18B,119.90B,4.897B,26.03B,30.01B,71.32B,93.87B,41.32B,4.895B,11.94B,5.043B
PG,2020-06,-17.24B,16.18B,8.942B,11.18B,1.1,1.07,63.69B,0,8.756B,2020-06,5.498B,2.80B,-135.00M,-135.00M,20.69B,6.199B,24.19B,3.481B,16.30B,3.461B,675.00M,17.70B,5.275B,46.52B,120.70B,4.906B,27.99B,32.98B,73.82B,92.71B,40.85B,5.275B,12.76B,4.178B
PG,2020-03,-17.00B,15.39B,8.716B,12.70B,1.15,1.12,63.45B,0,8.498B,2020-03,5.33B,2.917B,-61.00M,-61.00M,20.46B,6.309B,23.31B,3.453B,20.20B,3.498B,541.00M,17.21B,5.045B,45.54B,118.56B,4.909B,27.14B,32.90B,72.62B,91.42B,39.72B,5.045B,10.46B,4.64B
PG,2019-12,-16.05B,6.279B,8.869B,9.153B,1.47,1.41,63.98B,0,9.371B,2019-12,5.521B,3.717B,-64.00M,-64.00M,21.25B,6.242B,18.98B,4.482B,21.01B,4.532B,789.00M,18.24B,4.889B,45.54B,111.72B,4.92B,18.92B,30.16B,65.82B,92.81B,35.65B,4.889B,10.78B,5.196B
PG,2019-09,-16.41B,9.304B,8.723B,9.352B,1.41,1.36,63.61B,0,9.075B,2019-09,5.465B,3.593B,-50.00M,-50.00M,20.90B,6.325B,20.16B,4.29B,20.90B,4.343B,726.00M,17.80B,4.785B,46.58B,114.06B,4.924B,21.92B,30.25B,67.07B,92.13B,36.82B,4.785B,10.95B,5.143B
PG,2019-06,-16.08B,10.29B,8.938B,9.697B,-2.12,-2.12,64.49B,0,8.156B,2019-06,5.017B,-5.241B,-59.00M,-59.00M,21.27B,6.899B,20.40B,3.153B,15.90B,-5.065B,172.00M,17.09B,5.003B,47.19B,115.10B,4.937B,22.47B,30.01B,67.52B,92.62B,37.50B,5.003B,11.60B,4.951B
PG,2019-03,-16.11B,9.823B,8.427B,8.911B,1.07,1.04,72.59B,0,8.035B,2019-03,5.358B,2.745B,-79.00M,-79.00M,20.99B,6.951B,21.36B,3.229B,19.46B,3.278B,502.00M,16.46B,4.806B,55.07B,121.67B,4.942B,22.31B,28.37B,66.12B,99.36B,37.75B,4.806B,10.21B,5.198B
PG,2018-12,-16.33B,12.12B,8.919B,12.11B,1.25,1.22,72.88B,0,8.519B,2018-12,5.281B,3.194B,-75.00M,-75.00M,20.82B,6.872B,21.51B,3.896B,19.13B,3.916B,700.00M,17.44B,4.623B,53.99B,123.69B,4.955B,24.43B,31.25B,69.24B,99.26B,38.00B,4.623B,10.27B,5.055B
