Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
DHI,2021-03,0,2.205B,4.651B,0,2.57,2.53,163.50M,1.076B,1.796B,2021-03,14.48B,929.50M,0,0,895.00M,110.50M,4.472B,1.174B,3.336B,1.180B,246.00M,6.447B,621.50M,12.96B,21.08B,4.00M,16.71B,3.336B,7.808B,4.376B,4.472B,621.50M,1.137B,0
DHI,2020-12,0,2.455B,4.332B,0,2.17,2.14,173.30M,1.003B,1.601B,2020-12,13.58B,791.80M,0,0,781.80M,93.10M,4.261B,1.015B,1.266B,1.034B,239.10M,5.933B,585.90M,12.49B,19.78B,4.00M,16.05B,1.758B,7.010B,3.729B,5.252B,585.90M,1.16B,0
DHI,2020-09,0,3.018B,4.754B,0,2.28,2.24,180.60M,956.10M,1.647B,2020-09,12.24B,829.00M,0,0,718.40M,74.00M,4.320B,1.049B,1.082B,1.056B,224.90M,6.400B,597.70M,11.84B,18.91B,3.90M,15.28B,1.556B,6.791B,3.635B,5.235B,597.70M,987.20M,0
DHI,2020-06,0,2.354B,4.085B,0,1.73,1.72,163.50M,903.00M,1.305B,2020-06,12.14B,630.70M,0,0,667.40M,68.30M,4.335B,777.80M,1.050B,782.40M,149.50M,5.39B,527.50M,11.05B,17.97B,3.90M,14.51B,1.511B,6.647B,3.462B,5.136B,527.50M,959.70M,0
DHI,2020-03,0,1.523B,3.451B,0,1.32,1.3,163.50M,823.20M,1.049B,2020-03,12.22B,482.70M,0,0,627.50M,54.30M,4.347B,582.40M,830.40M,621.30M,137.30M,4.50B,466.80M,10.46B,17.13B,3.90M,13.76B,1.273B,6.395B,3.368B,5.123B,466.80M,750.80M,0
DHI,2019-12,0,1.583B,3.084B,0,1.17,1.16,163.50M,751.70M,936.50M,2019-12,11.90B,431.30M,0,0,563.40M,57.70M,3.821B,480.70M,906.60M,523.30M,90.80M,4.021B,455.80M,10.23B,16.32B,3.90M,13.50B,1.339B,5.82B,2.828B,4.481B,455.80M,805.40M,0
DHI,2019-09,0,1.494B,3.882B,0,1.37,1.35,163.50M,489.30M,1.157B,2019-09,11.28B,505.30M,0,0,499.20M,67.40M,3.399B,651.90M,795.30M,660.10M,156.20M,5.039B,505.50M,10.02B,15.61B,3.90M,12.80B,1.23B,5.312B,2.811B,4.082B,505.50M,707.50M,0
DHI,2019-06,0,864.20M,3.832B,0,1.28,1.26,163.50M,471.80M,1.075B,2019-06,11.70B,474.80M,0,0,489.30M,62.50M,3.451B,594.70M,846.40M,626.70M,153.10M,4.906B,480.00M,9.642B,15.22B,3.90M,12.59B,1.287B,5.409B,2.636B,4.122B,480.00M,760.70M,0
DHI,2019-03,0,698.80M,3.257B,0,0.94,0.93,163.50M,422.90M,872.00M,2019-03,11.92B,351.30M,0,0,471.80M,54.60M,3.622B,427.80M,818.30M,462.80M,108.40M,4.129B,444.20M,9.360B,15.01B,3.90M,12.65B,1.237B,5.473B,2.356B,4.236B,444.20M,762.80M,0
DHI,2018-12,0,737.00M,2.751B,0,0.77,0.76,158.40M,0,767.90M,2018-12,11.60B,287.20M,0,0,422.90M,0,3.342B,365.10M,923.30M,375.70M,89.00M,3.519B,402.80M,9.125B,14.54B,3.90M,12.36B,1.336B,5.238B,2.172B,3.902B,402.80M,845.40M,0
