Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
YUM,2018-06,-282.00M,313.00M,735.00M,54.00M,0.99,0.97,592.00M,2.951B,633.00M,2018-06,15.00M,321.00M,-112.00M,-112.00M,1.533B,0,9.612B,425.00M,870.00M,357.00M,36.00M,1.368B,208.00M,-7.247B,4.326B,0,1.203B,924.00M,11.57B,3.123B,10.65B,208.00M,870.00M,527.00M
YUM,2018-03,-215.00M,982.00M,757.00M,61.00M,1.3,1.27,619.00M,3.118B,614.00M,2018-03,31.00M,433.00M,-107.00M,-107.00M,1.651B,0,9.419B,395.00M,1.048B,509.00M,76.00M,1.371B,219.00M,-6.754B,4.836B,0,1.889B,1.109B,11.59B,2.947B,10.48B,219.00M,1.048B,501.00M
YUM,2017-12,-271.00M,1.522B,807.00M,375.00M,1.29,1.26,726.00M,2.936B,770.00M,2017-12,34.00M,436.00M,-120.00M,-120.00M,1.594B,0,9.429B,470.00M,341.00M,1.092B,656.00M,1.577B,300.00M,-6.334B,5.311B,0,2.507B,1.512B,11.64B,2.804B,10.13B,300.00M,332.00M,575.00M
YUM,2017-09,-304.00M,980.00M,778.00M,372.00M,1.21,1.18,641.00M,3.622B,658.00M,2017-09,37.00M,418.00M,-110.00M,-110.00M,1.861B,0,9.479B,443.00M,850.00M,524.00M,106.00M,1.436B,215.00M,-6.121B,5.454B,0,1.999B,1.403B,11.58B,3.455B,10.17B,215.00M,850.00M,358.00M
YUM,2017-06,-392.00M,970.00M,802.00M,375.00M,0.59,0.58,687.00M,4.011B,646.00M,2017-06,255.00M,206.00M,-105.00M,-105.00M,2.021B,0,9.474B,399.00M,942.00M,311.00M,105.00M,1.448B,247.00M,-6.102B,5.596B,0,1.785B,1.478B,11.70B,3.811B,10.22B,247.00M,942.00M,356.00M
YUM,2017-03,-379.00M,525.00M,804.00M,393.00M,0.78,0.77,689.00M,4.092B,613.00M,2017-03,255.00M,280.00M,-110.00M,-110.00M,2.084B,0,8.715B,376.00M,1.017B,347.00M,67.00M,1.417B,237.00M,-5.812B,5.151B,0,1.277B,1.558B,10.96B,3.874B,9.405B,237.00M,1.017B,355.00M
YUM,2016-12,-458.00M,725.00M,1.07B,66.00M,0.83,0.82,687.00M,4.108B,816.00M,2016-12,210.00M,303.00M,-116.00M,-116.00M,2.113B,0,9.059B,454.00M,389.00M,372.00M,64.00M,1.886B,362.00M,-5.615B,5.453B,0,1.505B,1.306B,11.07B,3.948B,9.762B,362.00M,350.00M,414.00M
YUM,2016-09,-324.00M,2.885B,871.00M,48.00M,1.65,1.62,893.00M,7.708B,647.00M,2016-09,0,640.00M,-98.00M,-98.00M,4.01B,0,9.119B,377.00M,2.115B,301.00M,83.00M,1.518B,270.00M,-1.896B,10.43B,0,4.003B,2.299B,12.26B,6.429B,9.963B,270.00M,2.115B,440.00M
YUM,2016-06,-266.00M,795.00M,893.00M,39.00M,0.82,0.81,913.00M,7.795B,616.00M,2016-06,0,336.00M,-51.00M,-51.00M,4.096B,0,5.324B,362.00M,2.138B,364.00M,98.00M,1.509B,254.00M,-389.00M,8.184B,2.00M,1.879B,2.279B,8.515B,6.305B,6.236B,254.00M,2.138B,395.00M
YUM,2016-03,-300.00M,934.00M,856.00M,2.321B,0.88,0.87,909.00M,7.793B,587.00M,2016-03,0,364.00M,-42.00M,-42.00M,4.111B,0,2.51B,344.00M,2.205B,308.00M,82.00M,1.443B,243.00M,156.00M,8.221B,0,1.963B,4.648B,8.011B,6.258B,3.363B,243.00M,2.205B,418.00M
