Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
XOM,2020-12,-16.70B,4.364B,62.33B,20.46B,-4.7,-4.7,0,505.32B,-16.59B,2020-12,18.85B,-20.07B,-313.00M,-313.00M,227.55B,18.16B,47.18B,-26.71B,35.90B,-26.61B,-6.01B,45.74B,2.736B,157.15B,332.75B,15.69B,44.89B,56.36B,168.62B,287.86B,112.26B,10.12B,35.90B,20.58B
XOM,2020-09,-20.19B,8.832B,36.04B,21.91B,-0.15,-0.15,0,486.70B,9.389B,2020-09,17.88B,-680.00M,-279.00M,-279.00M,250.50B,24.47B,46.89B,-595.00M,34.56B,-372.00M,337.00M,45.42B,2.444B,177.40B,358.04B,16.00B,48.69B,56.47B,173.43B,309.35B,116.96B,9.984B,34.56B,19.97B
XOM,2020-06,-21.62B,12.58B,25.88B,22.95B,-0.26,-0.26,0,477.19B,6.397B,2020-06,19.66B,-1.08B,-317.00M,-317.00M,250.52B,24.72B,46.56B,-1.38B,34.32B,-1.64B,-471.00M,32.28B,2.409B,180.18B,361.50B,15.81B,53.02B,57.27B,174.34B,308.48B,117.07B,7.777B,34.32B,19.04B
XOM,2020-03,-24.34B,11.41B,46.20B,27.76B,-0.14,-0.14,0,0,8.935B,2020-03,16.50B,-610.00M,-249.00M,-249.00M,248.41B,24.86B,31.86B,-764.00M,37.02B,-258.00M,512.00M,55.13B,2.579B,182.08B,355.80B,15.64B,50.25B,64.77B,167.06B,305.56B,102.29B,9.699B,37.02B,20.87B
XOM,2019-12,-19.49B,3.089B,49.18B,20.58B,1.33,1.33,0,0,13.85B,2019-12,18.53B,5.69B,-201.00M,-201.00M,253.02B,25.62B,26.34B,2.673B,43.41B,6.414B,684.00M,63.02B,3.048B,191.65B,362.60B,15.64B,50.05B,63.99B,163.66B,312.54B,99.67B,11.17B,43.41B,26.97B
XOM,2019-09,-19.28B,5.351B,49.01B,21.20B,0.75,0.75,0,0,14.41B,2019-09,17.59B,3.17B,-232.00M,-232.00M,250.51B,26.51B,25.95B,3.683B,43.00B,4.721B,1.474B,63.42B,2.753B,189.92B,359.36B,15.80B,50.01B,64.20B,162.25B,309.35B,98.06B,10.73B,43.00B,25.31B
XOM,2019-06,-18.20B,4.213B,53.10B,26.20B,0.73,0.73,0,0,14.40B,2019-06,18.84B,3.13B,-216.00M,-216.00M,250.85B,26.85B,19.00B,3.561B,44.09B,4.632B,1.241B,67.49B,2.827B,191.38B,360.73B,15.64B,51.74B,70.29B,162.26B,308.99B,91.98B,10.84B,44.09B,27.13B
XOM,2019-03,-18.78B,4.586B,48.34B,21.79B,0.55,0.55,0,0,13.30B,2019-03,18.33B,2.35B,-181.00M,-181.00M,248.56B,27.29B,19.03B,2.849B,44.84B,4.289B,1.883B,61.65B,2.77B,191.22B,356.19B,15.48B,51.58B,66.63B,158.17B,304.61B,91.54B,10.46B,44.84B,27.10B
XOM,2018-12,-19.56B,3.042B,51.98B,17.26B,1.41,1.41,0,0,16.27B,2018-12,18.96B,6.00B,-215.00M,-215.00M,247.10B,27.24B,20.54B,5.027B,39.88B,8.121B,1.915B,68.25B,2.848B,191.79B,346.20B,15.26B,47.97B,57.14B,147.67B,298.22B,90.53B,11.24B,39.88B,24.70B
XOM,2018-09,-18.37B,5.669B,55.53B,19.41B,1.46,1.46,0,0,18.66B,2018-09,18.76B,6.24B,-200.00M,-200.00M,249.15B,27.08B,20.62B,7.169B,45.88B,9.08B,2.634B,74.19B,2.892B,190.36B,354.63B,15.25B,53.98B,65.29B,157.80B,300.65B,92.51B,11.49B,45.88B,27.88B
XOM,2018-06,-18.61B,3.43B,54.83B,20.50B,0.92,0.92,0,477.18B,16.62B,2018-06,18.48B,3.95B,-147.00M,-147.00M,248.21B,26.78B,20.72B,4.922B,41.95B,6.512B,2.526B,71.46B,2.993B,187.22B,348.79B,15.09B,50.56B,62.45B,155.26B,298.24B,92.81B,11.70B,41.95B,26.99B
XOM,2018-03,-16.99B,4.125B,49.25B,19.84B,1.09,1.09,0,0,16.19B,2018-03,18.05B,4.65B,-204.00M,-204.00M,250.35B,26.76B,20.78B,5.006B,40.47B,7.24B,2.457B,65.44B,2.747B,188.20B,348.83B,14.89B,48.32B,60.31B,153.92B,300.51B,93.61B,11.18B,40.47B,24.69B
XOM,2017-12,-16.26B,3.177B,51.19B,17.93B,1.97,1.97,0,0,14.13B,2017-12,16.99B,8.38B,-186.00M,-186.00M,252.63B,26.89B,24.41B,2.478B,39.84B,3.017B,-5.392B,65.31B,2.956B,187.69B,348.69B,14.66B,47.13B,57.77B,154.19B,301.56B,96.42B,11.65B,39.84B,25.60B
XOM,2017-09,-16.65B,4.266B,44.26B,15.74B,0.93,0.93,0,0,15.09B,2017-09,16.74B,3.97B,-111.00M,-111.00M,255.56B,34.43B,24.87B,4.419B,38.04B,5.583B,1.498B,59.35B,2.632B,182.28B,349.43B,14.78B,45.75B,53.78B,160.23B,303.68B,106.45B,10.67B,38.04B,23.26B
XOM,2017-06,-18.90B,4.042B,42.91B,17.18B,0.78,0.78,0,0,13.12B,2017-06,15.30B,3.35B,-158.00M,-158.00M,252.99B,34.58B,24.75B,2.682B,33.76B,4.156B,892.00M,56.03B,2.556B,179.18B,343.01B,14.62B,42.18B,50.95B,157.17B,300.83B,106.22B,10.44B,33.76B,21.29B
XOM,2017-03,-20.68B,4.897B,42.44B,18.48B,0.95,0.95,0,0,14.03B,2017-03,14.87B,4.01B,-146.00M,-146.00M,253.15B,34.77B,25.12B,4.24B,34.89B,5.918B,1.828B,56.47B,2.505B,177.15B,344.21B,14.42B,43.13B,53.37B,160.44B,301.08B,107.06B,9.79B,34.89B,21.84B
XOM,2016-12,-22.24B,3.657B,27.83B,13.83B,0.41,0.41,0,0,12.56B,2016-12,15.08B,1.68B,-195.00M,-195.00M,244.22B,34.04B,28.93B,7.00M,33.81B,617.00M,-1.407B,40.40B,2.468B,167.32B,330.31B,12.16B,41.42B,47.64B,156.48B,288.90B,108.85B,12.56B,33.81B,21.39B
XOM,2016-09,-20.47B,5.093B,45.79B,17.24B,0.63,0.63,0,0,10.98B,2016-09,15.34B,2.65B,-106.00M,-106.00M,251.92B,34.86B,28.92B,1.422B,32.78B,3.226B,337.00M,56.77B,2.736B,170.60B,339.39B,12.23B,42.94B,50.02B,162.38B,296.44B,112.36B,9.559B,32.78B,20.39B
XOM,2016-06,-20.74B,4.358B,45.46B,14.97B,0.41,0.41,0,0,10.90B,2016-06,15.88B,1.70B,-75.00M,-75.00M,254.06B,36.01B,29.50B,1.137B,36.53B,2.396B,715.00M,56.36B,2.646B,170.59B,342.47B,12.02B,45.83B,51.50B,165.60B,296.64B,114.09B,9.761B,36.53B,21.83B
XOM,2016-03,-20.38B,4.846B,37.85B,13.54B,0.43,0.43,0,0,9.257B,2016-03,16.22B,1.81B,-77.00M,-77.00M,255.26B,36.29B,29.57B,205.00M,35.19B,1.73B,-51.00M,47.10B,2.593B,172.19B,342.79B,11.82B,44.25B,48.73B,164.29B,298.54B,115.56B,9.052B,35.19B,19.81B
