Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ABT,2021-03,-8.946B,7.148B,4.401B,220.00M,1.012,1,38.53B,18.79B,6.055B,2021-03,5.012B,1.793B,-124.00M,-124.00M,9.029B,1.406B,19.43B,2.109B,11.69B,2.043B,250.00M,654.00M,10.46B,2.783B,32.78B,72.55B,24.14B,20.44B,11.91B,39.54B,52.11B,27.64B,3.946B,5.422B,6.414B
ABT,2020-12,-9.044B,4.731B,4.493B,214.00M,1.221,1.2,38.55B,17.97B,6.208B,2020-12,5.152B,2.162B,-127.00M,-127.00M,8.62B,1.546B,18.35B,2.432B,10.04B,2.388B,230.00M,698.00M,10.70B,2.57B,31.39B,69.04B,24.04B,17.39B,10.26B,37.45B,51.65B,27.19B,3.776B,3.945B,7.507B
ABT,2020-09,-9.08B,5.037B,3.966B,1.495B,0.69,0.69,38.88B,17.37B,4.887B,2020-09,5.202B,1.232B,-127.00M,-127.00M,8.343B,2.056B,18.18B,1.495B,9.464B,1.421B,189.00M,580.00M,8.853B,2.302B,30.58B,68.78B,23.89B,17.22B,10.96B,37.98B,51.57B,27.02B,3.392B,4.137B,6.982B
ABT,2020-06,-9.386B,3.668B,3.263B,1.468B,0.3,0.3,39.13B,16.71B,4.065B,2020-06,4.568B,537.00M,-125.00M,-125.00M,7.907B,0,16.80B,672.00M,9.34B,526.00M,-11.00M,564.00M,7.328B,2.276B,30.22B,66.78B,23.73B,15.50B,10.81B,36.35B,51.21B,25.54B,3.393B,3.983B,7.262B
ABT,2020-03,-8.465B,4.14B,3.281B,1.478B,0.32,0.31,40.22B,16.80B,4.445B,2020-03,4.316B,564.00M,-121.00M,-121.00M,8.038B,0,17.42B,758.00M,9.385B,633.00M,89.00M,578.00M,7.726B,2.548B,31.09B,67.89B,23.85B,15.67B,10.86B,36.59B,52.22B,25.72B,3.687B,4.325B,5.425B
ABT,2019-12,-7.763B,4.335B,3.434B,1.458B,0.5952,0.59,40.55B,16.34B,4.88B,2019-12,4.392B,1.049B,-139.00M,-139.00M,7.825B,0,17.64B,1.389B,9.033B,1.24B,191.00M,595.00M,8.314B,2.413B,31.82B,68.54B,23.77B,16.12B,10.49B,36.52B,52.46B,26.03B,3.491B,3.663B,7.392B
ABT,2019-09,-7.365B,3.376B,3.358B,212.00M,0.54,0.53,41.42B,16.33B,4.718B,2019-09,4.352B,960.00M,-143.00M,-143.00M,7.825B,0,18.98B,1.198B,8.85B,1.103B,143.00M,596.00M,8.076B,2.44B,31.69B,68.43B,23.66B,15.20B,9.062B,36.53B,53.23B,27.47B,3.52B,3.871B,7.467B
ABT,2019-06,-7.47B,3.261B,3.279B,209.00M,0.57,0.56,41.68B,15.90B,4.70B,2019-06,4.085B,1.006B,-146.00M,-146.00M,7.626B,0,18.84B,1.206B,8.904B,1.102B,96.00M,577.00M,7.979B,2.434B,30.92B,67.61B,23.46B,14.41B,9.113B,36.48B,53.20B,27.37B,3.494B,3.888B,7.063B
ABT,2019-03,-7.586B,4.086B,3.16B,207.00M,0.38,0.38,42.20B,15.71B,4.375B,2019-03,3.796B,672.00M,-148.00M,-148.00M,7.563B,0,19.36B,739.00M,8.805B,632.00M,-40.00M,672.00M,7.535B,2.478B,30.52B,67.17B,23.51B,14.63B,9.012B,36.45B,52.54B,27.44B,3.636B,4.009B,5.182B
ABT,2018-12,-7.009B,7.55B,3.191B,4.274B,0.3725,0.37,42.89B,15.52B,4.574B,2018-12,3.781B,654.00M,-152.00M,-152.00M,7.448B,0,19.28B,1.165B,8.502B,947.00M,292.00M,562.00M,7.765B,2.359B,30.70B,71.64B,23.43B,18.20B,12.78B,40.74B,53.44B,27.96B,3.409B,3.454B,6.853B
ABT,2018-09,-6.913B,3.264B,3.166B,847.00M,0.32,0.32,43.80B,15.31B,4.49B,2018-09,3.714B,563.00M,-181.00M,-181.00M,7.432B,2.006B,19.82B,995.00M,8.104B,718.00M,166.00M,574.00M,7.656B,2.377B,30.58B,68.42B,23.32B,14.12B,8.951B,37.64B,54.29B,28.69B,3.495B,3.183B,7.127B
ABT,2018-06,-5.733B,4.042B,3.282B,737.00M,0.42,0.41,45.17B,15.56B,4.485B,2018-06,3.826B,733.00M,-189.00M,-189.00M,7.659B,356.00M,21.15B,882.00M,8.273B,777.00M,59.00M,575.00M,7.767B,2.466B,31.40B,70.91B,23.22B,14.96B,9.01B,39.31B,55.94B,30.30B,3.603B,3.18B,7.076B
