Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
NDAQ,2015-06,-805.00M,588.00M,433.00M,0,261.00M,0.79,0.77,7.478B,0,374.00M,2015-06,133.00M,-26.00M,-26.00M,295.00M,814.00M,2.281B,222.00M,429.00M,192.00M,60.00M,807.00M,118.00M,5.716B,12.10B,2.00M,3.446B,3.146B,6.388B,8.658B,3.242B,152.00M,335.00M,323.00M
NDAQ,2015-03,-883.00M,522.00M,498.00M,0,312.00M,0.05,0.05,7.345B,0,360.00M,2015-03,9.00M,-27.00M,-27.00M,281.00M,797.00M,2.306B,177.00M,360.00M,14.00M,5.00M,858.00M,149.00M,5.544B,12.24B,2.00M,3.688B,3.44B,6.697B,8.554B,3.257B,183.00M,289.00M,344.00M
NDAQ,2014-12,-682.00M,601.00M,551.00M,0,214.00M,0.52,0.5,7.615B,0,369.00M,2014-12,86.00M,-27.00M,-27.00M,292.00M,841.00M,2.297B,208.00M,456.00M,97.00M,11.00M,920.00M,128.00M,5.793B,12.07B,2.00M,3.40B,2.98B,6.277B,8.671B,3.297B,161.00M,313.00M,389.00M
NDAQ,2014-09,-325.00M,455.00M,457.00M,0,228.00M,0.73,0.71,8.015B,0,361.00M,2014-09,123.00M,-28.00M,-28.00M,288.00M,898.00M,2.345B,212.00M,318.00M,179.00M,56.00M,818.00M,115.00M,6.117B,12.69B,2.00M,3.557B,3.194B,6.574B,9.135B,3.38B,149.00M,208.00M,370.00M
NDAQ,2014-06,-142.00M,517.00M,487.00M,0,268.00M,0.6,0.59,8.381B,0,378.00M,2014-06,101.00M,-29.00M,-29.00M,280.00M,929.00M,2.408B,205.00M,442.00M,162.00M,61.00M,865.00M,138.00M,6.205B,13.12B,2.00M,3.718B,3.424B,6.909B,9.398B,3.485B,173.00M,342.00M,395.00M
NDAQ,2014-03,-71.00M,581.00M,527.00M,0,312.00M,0.61,0.59,8.535B,0,371.00M,2014-03,103.00M,-28.00M,-28.00M,266.00M,929.00M,2.084B,212.00M,397.00M,156.00M,53.00M,898.00M,124.00M,6.239B,12.98B,2.00M,3.519B,3.578B,6.738B,9.459B,3.16B,159.00M,301.00M,434.00M
NDAQ,2013-12,-67.00M,587.00M,474.00M,0,189.00M,0.84,0.81,8.572B,0,375.00M,2013-12,141.00M,-28.00M,-28.00M,268.00M,851.00M,2.589B,209.00M,464.00M,235.00M,94.00M,849.00M,132.00M,6.184B,12.58B,2.00M,3.163B,2.80B,6.393B,9.414B,3.593B,166.00M,310.00M,393.00M
NDAQ,2013-09,-51.00M,490.00M,449.00M,45.00M,225.00M,0.68,0.66,8.60B,612.00M,356.00M,2013-09,113.00M,-30.00M,-30.00M,249.00M,868.00M,2.673B,202.00M,389.00M,171.00M,58.00M,805.00M,121.00M,6.055B,12.49B,2.00M,3.072B,2.707B,6.43B,9.414B,3.723B,154.00M,274.00M,372.00M
NDAQ,2013-06,-139.00M,549.00M,489.00M,138.00M,258.00M,0.53,0.52,8.431B,585.00M,325.00M,2013-06,88.00M,-24.00M,-24.00M,227.00M,835.00M,2.647B,184.00M,481.00M,135.00M,47.00M,814.00M,113.00M,5.862B,11.95B,2.00M,2.61B,2.416B,6.09B,9.343B,3.674B,141.00M,397.00M,362.00M
NDAQ,2013-03,-218.00M,809.00M,443.00M,137.00M,285.00M,0.26,0.25,6.928B,0,301.00M,2013-03,42.00M,-21.00M,-21.00M,215.00M,850.00M,1.829B,169.00M,347.00M,59.00M,17.00M,744.00M,105.00M,5.20B,9.188B,2.00M,1.608B,1.114B,3.985B,7.58B,2.871B,132.00M,288.00M,317.00M
NDAQ,2012-12,-185.00M,720.00M,450.00M,136.00M,174.00M,0.52,0.5,6.985B,0,305.00M,2012-12,86.00M,-20.00M,-20.00M,211.00M,869.00M,1.84B,186.00M,380.00M,153.00M,68.00M,755.00M,92.00M,5.208B,9.132B,2.00M,1.492B,1.018B,3.923B,7.64B,2.905B,119.00M,269.00M,333.00M
NDAQ,2012-09,-222.00M,595.00M,447.00M,45.00M,192.00M,0.53,0.52,6.931B,0,299.00M,2012-09,89.00M,-22.00M,-22.00M,203.00M,846.00M,1.941B,177.00M,173.00M,134.00M,45.00M,746.00M,96.00M,5.135B,8.92B,2.00M,1.329B,805.00M,3.784B,7.591B,2.979B,122.00M,173.00M,327.00M
NDAQ,2012-06,-368.00M,687.00M,501.00M,45.00M,228.00M,0.55,0.53,6.728B,0,314.00M,2012-06,93.00M,-22.00M,-22.00M,198.00M,821.00M,1.951B,193.00M,316.00M,125.00M,33.00M,815.00M,96.00M,4.961B,8.927B,2.00M,1.41B,987.00M,3.957B,7.517B,2.97B,121.00M,316.00M,341.00M
NDAQ,2012-03,-218.00M,740.00M,502.00M,45.00M,264.00M,0.49,0.48,6.89B,0,302.00M,2012-03,85.00M,-22.00M,-22.00M,195.00M,857.00M,1.962B,182.00M,216.00M,137.00M,53.00M,804.00M,94.00M,5.152B,9.021B,2.00M,1.406B,859.00M,3.86B,7.615B,3.001B,120.00M,216.00M,327.00M
NDAQ,2011-12,-350.00M,785.00M,874.00M,45.00M,151.00M,0.47,0.45,6.709B,0,-31.00M,2011-12,81.00M,-23.00M,-23.00M,193.00M,824.00M,2.072B,160.00M,402.00M,120.00M,39.00M,843.00M,-219.00M,4.976B,14.09B,2.00M,6.581B,6.038B,9.105B,7.51B,3.067B,-191.00M,270.00M,308.00M
NDAQ,2011-09,-346.00M,837.00M,508.00M,45.00M,178.00M,0.62,0.61,6.703B,0,436.00M,2011-09,110.00M,-27.00M,-27.00M,168.00M,836.00M,2.168B,198.00M,205.00M,170.00M,61.00M,944.00M,210.00M,4.987B,13.16B,2.00M,5.677B,4.98B,8.161B,7.48B,3.181B,238.00M,205.00M,347.00M
NDAQ,2011-06,-62.00M,898.00M,422.00M,140.00M,229.00M,0.52,0.51,7.112B,0,415.00M,2011-06,92.00M,-28.00M,-28.00M,165.00M,882.00M,2.069B,187.00M,327.00M,131.00M,40.00M,837.00M,202.00M,5.15B,14.22B,2.00M,6.429B,5.919B,9.057B,7.788B,3.138B,228.00M,327.00M,344.00M
