Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
LEN,2021-02,-1.747M,2.610B,4.351B,0,3.2,3.2,3.632B,589.04M,974.02M,2021-02,17.98B,1.001B,0,0,411.52M,0,6.941B,876.46M,1.037B,1.327B,310.10M,5.325B,110.53M,18.90B,30.55B,33.99M,22.61B,1.037B,11.53B,7.946B,10.50B,97.56M,1.037B,892.46M
LEN,2020-11,-0.805M,2.917B,5.584B,0,2.82,2.82,3.632B,448.11M,1.242B,2020-11,17.18B,882.76M,0,0,279.53M,0,7.422B,1.164B,1.037B,1.165B,273.74M,6.826B,95.46M,17.99B,29.94B,33.84M,22.59B,1.037B,11.84B,7.346B,10.80B,78.61M,1.037B,938.08M
LEN,2020-08,-0.163M,2.263B,4.896B,0,2.13,2.12,3.632B,458.66M,974.26M,2020-08,18.01B,666.42M,0,0,319.86M,0,8.139B,869.81M,1.140B,859.01M,189.69M,5.870B,92.66M,17.17B,29.32B,33.84M,22.08B,1.140B,12.03B,7.235B,10.89B,104.45M,1.140B,699.40M
LEN,2020-05,-0.338M,2.388B,4.546B,0,1.66,1.65,3.632B,0,741.29M,2020-05,18.28B,517.41M,0,0,0,0,8.937B,657.84M,1.034B,676.58M,160.48M,5.287B,83.45M,16.54B,29.31B,33.75M,22.82B,1.034B,12.68B,6.486B,11.64B,83.45M,1.034B,981.30M
LEN,2020-02,0.452M,1.114B,3.989B,0,1.27,1.27,3.658B,0,516.26M,2020-02,19.00B,398.45M,0,0,0,0,9.121B,424.26M,1.181B,423.55M,32.33M,4.505B,82.63M,16.04B,29.17B,33.75M,21.98B,1.181B,12.98B,7.192B,11.80B,92.00M,1.181B,674.08M
LEN,2019-11,0.498M,1.498B,5.988B,0,2.13,2.13,3.658B,0,983.49M,2019-11,18.09B,674.30M,0,0,0,0,9.574B,925.78M,1.069B,888.69M,217.50M,6.972B,93.04M,15.95B,29.36B,33.66M,22.16B,1.069B,13.33B,7.195B,12.26B,57.72M,1.069B,906.88M
LEN,2019-08,0.407M,1.049B,5.116B,0,1.6,1.59,3.658B,0,740.97M,2019-08,19.14B,513.37M,0,0,0,0,10.28B,660.73M,1.093B,667.08M,154.44M,5.857B,92.62M,15.37B,29.46B,33.65M,22.07B,1.093B,13.99B,7.393B,12.90B,80.24M,1.093B,628.52M
LEN,2019-05,0.227M,996.90M,4.887B,0,1.31,1.3,3.658B,0,675.72M,2019-05,18.77B,421.47M,0,0,0,0,10.66B,599.61M,1.244B,559.40M,140.53M,5.563B,76.11M,15.16B,29.58B,33.45M,21.83B,1.244B,14.34B,7.750B,13.09B,76.11M,1.244B,614.32M
LEN,2019-02,-0.158M,1.043B,3.466B,0,0.74,0.74,3.658B,0,402.11M,2019-02,18.21B,239.91M,0,0,0,0,10.38B,322.76M,1.196B,319.12M,79.70M,3.868B,79.34M,14.79B,28.75B,33.44M,20.98B,1.196B,13.86B,7.765B,12.66B,79.34M,1.196B,651.30M
LEN,2018-11,-0.366M,1.563B,5.577B,0,2.42,2.42,3.680B,0,882.26M,2018-11,17.37B,796.15M,0,0,0,0,10.12B,787.39M,1.155B,1.037B,238.30M,6.459B,94.86M,14.58B,28.57B,33.44M,21.23B,1.155B,13.88B,7.338B,12.73B,94.86M,1.155B,1.042B
