Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
SJM,2017-04,-143.40M,166.80M,1.137B,953.00M,0.96,0.96,12.23B,2.982B,646.80M,2017-04,905.70M,110.40M,-40.30M,-40.30M,1.618B,2.167B,4.446B,275.40M,668.30M,161.90M,51.50M,1.784B,323.30M,6.850B,15.64B,28.40M,1.642B,1.833B,8.790B,14.00B,6.957B,371.40M,562.30M,438.70M
SJM,2017-01,-146.40M,139.60M,1.156B,142.00M,1.16,1.16,12.35B,2.900B,722.90M,2017-01,995.60M,134.60M,-40.30M,-40.30M,1.574B,2.246B,4.945B,331.40M,576.10M,197.60M,63.00M,1.879B,337.20M,7.242B,15.81B,29.10M,1.691B,997.20M,8.570B,14.12B,7.573B,391.50M,428.50M,421.40M
SJM,2016-10,-156.10M,121.80M,1.171B,406.00M,1.52,1.52,12.47B,2.861B,742.90M,2016-10,1.028B,177.30M,-41.00M,-41.00M,1.587B,2.245B,4.945B,329.90M,615.80M,265.50M,88.20M,1.914B,363.10M,7.180B,16.06B,29.10M,1.805B,1.306B,8.878B,14.25B,7.572B,413.00M,435.80M,517.80M
SJM,2016-07,-145.90M,109.60M,1.093B,306.00M,1.46,1.46,12.53B,2.824B,722.70M,2016-07,1.015B,170.00M,-41.50M,-41.50M,1.598B,2.245B,5.046B,316.00M,628.30M,253.40M,83.40M,1.816B,356.00M,7.096B,16.06B,29.10M,1.741B,1.288B,8.966B,14.32B,7.678B,406.70M,452.00M,523.00M
SJM,2016-04,-148.40M,109.80M,1.120B,284.00M,1.61,1.61,12.59B,2.804B,688.00M,2016-04,899.40M,191.00M,-40.50M,-40.50M,1.628B,2.230B,5.146B,287.10M,649.60M,210.20M,19.20M,1.808B,351.80M,7.008B,15.98B,29.10M,1.573B,1.213B,8.976B,14.41B,7.763B,400.90M,537.30M,450.10M
SJM,2016-01,-146.80M,140.50M,1.210B,138.00M,1.55,1.55,12.66B,2.757B,763.80M,2016-01,942.00M,185.30M,-43.60M,-43.60M,1.624B,2.462B,5.146B,359.70M,516.30M,275.30M,90.00M,1.974B,381.10M,7.326B,16.28B,29.90M,1.798B,1.006B,8.956B,14.48B,7.95B,404.10M,371.00M,503.80M
SJM,2015-10,-128.80M,139.00M,1.290B,370.00M,1.47,1.47,12.84B,2.776B,787.30M,2015-10,1.051B,176.00M,-42.60M,-42.60M,1.662B,2.477B,5.494B,344.40M,481.90M,269.60M,93.60M,2.078B,389.80M,7.233B,16.69B,29.90M,2.006B,1.133B,9.462B,14.69B,8.329B,442.90M,341.40M,605.40M
SJM,2015-07,-130.90M,133.60M,1.223B,302.60M,1.14,1.14,12.89B,2.726B,728.70M,2015-07,1.151B,136.40M,-44.40M,-44.40M,1.657B,2.522B,5.695B,290.00M,460.60M,222.80M,86.40M,1.952B,387.60M,7.13B,16.76B,29.90M,2.026B,1.059B,9.628B,14.73B,8.569B,438.70M,347.10M,507.90M
SJM,2015-04,-109.80M,125.60M,1.016B,226.00M,-0.82,-0.82,12.96B,2.699B,430.60M,2015-04,1.164B,-90.30M,-202.80M,-202.80M,1.678B,2.397B,5.945B,111.00M,584.20M,-129.80M,-39.50M,1.447B,288.20M,7.087B,16.81B,29.90M,1.984B,1.023B,9.719B,14.82B,8.697B,319.60M,479.30M,430.10M
SJM,2015-01,-109.50M,111.70M,917.10M,288.00M,1.58,1.58,6.109B,2.309B,522.90M,2015-01,944.20M,160.90M,-16.80M,-16.80M,1.323B,1.026B,1.892B,261.00M,249.70M,238.40M,77.50M,1.44B,237.30M,5.224B,9.096B,25.40M,1.516B,710.10M,3.871B,7.58B,3.161B,261.90M,232.30M,373.90M
SJM,2014-10,-74.20M,105.30M,945.30M,545.90M,1.55,1.55,6.146B,2.268B,536.50M,2014-10,1.065B,158.30M,-16.20M,-16.20M,1.305B,1.028B,1.891B,257.60M,288.50M,238.90M,80.60M,1.482B,252.40M,5.165B,9.335B,25.50M,1.726B,1.004B,4.170B,7.609B,3.166B,278.90M,251.30M,453.20M
SJM,2014-07,-56.90M,149.40M,845.10M,470.00M,1.14,1.14,6.098B,2.207B,478.70M,2014-07,1.084B,116.00M,-17.40M,-17.40M,1.275B,1.020B,1.881B,200.20M,339.30M,175.50M,59.50M,1.324B,253.40M,5.084B,9.250B,25.50M,1.728B,1.019B,4.166B,7.522B,3.146B,278.50M,279.40M,392.50M
SJM,2014-04,-51.60M,153.50M,794.00M,343.20M,1.16,1.16,6.122B,2.164B,440.30M,2014-04,931.00M,118.50M,-16.70M,-16.70M,1.266B,1.021B,1.873B,197.20M,406.70M,183.70M,65.20M,1.234B,218.00M,5.030B,9.060B,25.40M,1.539B,885.80M,4.031B,7.521B,3.145B,243.10M,348.20M,309.40M
SJM,2014-01,-94.30M,168.60M,920.30M,150.00M,1.59,1.59,6.145B,2.074B,545.20M,2014-01,864.80M,166.70M,-18.40M,-18.40M,1.185B,1.004B,1.879B,270.60M,275.50M,246.50M,79.80M,1.466B,250.30M,5.205B,8.989B,26.10M,1.508B,608.30M,3.784B,7.481B,3.176B,274.60M,220.20M,365.20M
SJM,2013-10,-83.00M,150.50M,1.007B,357.00M,1.46,1.46,6.177B,2.057B,552.60M,2013-10,1.024B,153.40M,-20.50M,-20.50M,1.163B,999.80M,1.884B,257.70M,333.00M,230.00M,76.60M,1.560B,270.30M,5.168B,9.246B,26.30M,1.762B,896.00M,4.078B,7.484B,3.182B,294.90M,261.60M,464.20M
