Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
NEE,2017-09,48.00M,1.381B,1.993B,4.614B,449.00M,0.45,0.4475,0,92.55B,2.815B,2017-09,1.352B,847.00M,-361.00M,-361.00M,71.09B,17.10B,30.34B,1.348B,4.05B,1.22B,364.00M,4.808B,26.40B,96.78B,5.00M,7.027B,11.60B,69.46B,89.75B,57.86B,1.467B,2.256B,2.75B
NEE,2017-06,3.00M,642.00M,1.862B,4.132B,457.00M,0.4225,0.42,0,90.70B,2.542B,2017-06,1.313B,793.00M,-411.00M,-411.00M,69.66B,16.46B,30.39B,1.279B,3.104B,1.093B,289.00M,4.404B,25.93B,92.89B,5.00M,5.947B,8.95B,66.01B,86.94B,57.06B,1.263B,1.814B,2.48B
NEE,2017-03,-40.00M,600.00M,1.737B,5.325B,464.00M,0.8475,0.8425,0,89.17B,2.235B,2017-03,1.303B,1.583B,-341.00M,-341.00M,68.40B,16.26B,28.54B,1.262B,2.574B,2.266B,675.00M,3.972B,25.50B,91.20B,5.00M,5.827B,9.761B,64.74B,85.38B,54.98B,973.00M,1.237B,2.16B
NEE,2016-12,-70.00M,1.292B,1.942B,3.022B,470.00M,0.515,0.515,0,87.01B,1.739B,2016-12,1.289B,960.00M,403.00M,403.00M,66.91B,15.76B,27.82B,600.00M,5.047B,1.511B,500.00M,3.681B,24.34B,89.99B,5.00M,7.409B,10.92B,64.66B,82.58B,53.74B,1.139B,3.447B,2.439B
NEE,2016-09,-36.00M,681.00M,2.05B,3.482B,469.00M,0.4075,0.405,0,85.86B,2.755B,2016-09,1.309B,753.00M,-346.00M,-346.00M,65.62B,13.86B,28.20B,1.398B,4.442B,1.207B,418.00M,4.805B,23.91B,87.86B,5.00M,6.747B,10.46B,63.00B,81.12B,52.54B,1.357B,2.80B,2.859B
NEE,2016-06,-82.00M,730.00M,1.803B,5.307B,472.00M,0.2925,0.29,0,83.74B,2.014B,2016-06,1.254B,540.00M,-582.00M,-582.00M,64.16B,13.35B,27.00B,917.00M,3.445B,763.00M,219.00M,3.817B,23.17B,85.42B,5.00M,6.512B,11.34B,61.54B,78.91B,50.20B,1.097B,1.774B,2.673B
NEE,2016-03,-113.00M,628.00M,1.727B,4.617B,472.00M,0.355,0.3525,0,82.32B,2.108B,2016-03,1.287B,653.00M,-491.00M,-491.00M,62.89B,13.04B,27.79B,1.238B,2.612B,896.00M,242.00M,3.835B,22.91B,84.64B,5.00M,7.096B,10.59B,61.01B,77.54B,50.42B,870.00M,1.139B,2.267B
NEE,2015-12,-167.00M,571.00M,2.092B,3.006B,473.00M,0.2749,0.2749,0,80.33B,1.977B,2015-12,1.259B,507.00M,-278.00M,-278.00M,61.39B,12.97B,26.68B,885.00M,3.899B,757.00M,247.00M,4.069B,22.57B,82.48B,5.00M,6.795B,10.11B,59.37B,75.68B,49.26B,1.092B,2.529B,2.265B
NEE,2015-09,-168.00M,1.181B,2.291B,4.66B,468.00M,0.485,0.4825,0,79.20B,2.663B,2015-09,1.344B,879.00M,-289.00M,-289.00M,59.84B,12.10B,25.60B,1.488B,3.682B,1.302B,421.00M,4.954B,22.32B,79.96B,5.00M,6.657B,10.37B,57.14B,73.31B,46.77B,1.175B,1.87B,2.31B
NEE,2015-06,-4.00M,551.00M,2.116B,4.539B,466.00M,0.4025,0.3975,0,77.26B,2.242B,2015-06,1.278B,716.00M,-258.00M,-258.00M,58.31B,12.02B,25.24B,1.155B,2.927B,994.00M,274.00M,4.358B,21.34B,77.20B,5.00M,6.346B,9.421B,55.60B,70.86B,46.18B,1.087B,1.517B,2.139B
NEE,2015-03,-73.00M,469.00M,2.098B,5.202B,464.00M,0.3675,0.3625,0,74.68B,2.006B,2015-03,1.249B,650.00M,-300.00M,-300.00M,56.23B,11.99B,24.26B,1.133B,2.11B,936.00M,286.00M,4.104B,20.24B,74.93B,4.00M,6.297B,9.386B,54.46B,68.63B,45.08B,873.00M,1.104B,2.027B
NEE,2014-12,-40.00M,577.00M,2.118B,4.657B,462.00M,0.5075,0.5,0,73.64B,2.546B,2014-12,1.292B,884.00M,-301.00M,-301.00M,55.70B,11.96B,24.04B,1.504B,2.504B,1.337B,453.00M,4.664B,19.92B,74.60B,4.00M,6.944B,9.663B,54.44B,67.66B,44.77B,1.042B,1.354B,2.159B
NEE,2014-09,47.00M,485.00M,2.338B,4.57B,457.00M,0.38,0.375,0,72.91B,2.316B,2014-09,1.269B,660.00M,-298.00M,-298.00M,55.07B,9.846B,24.85B,1.163B,3.083B,943.00M,279.00M,4.654B,18.81B,72.19B,4.00M,5.633B,9.572B,53.05B,66.56B,43.48B,1.153B,1.496B,2.411B
NEE,2014-06,59.00M,622.00M,2.141B,4.901B,452.00M,0.2825,0.28,0,71.43B,1.888B,2014-06,1.178B,492.00M,-284.00M,-284.00M,54.03B,10.10B,25.05B,951.00M,2.884B,784.00M,292.00M,4.029B,18.43B,71.59B,4.00M,6.099B,9.69B,53.16B,65.49B,43.47B,937.00M,1.475B,2.292B
NEE,2014-03,21.00M,488.00M,2.153B,5.691B,452.00M,0.2475,0.245,0,70.37B,1.521B,2014-03,1.148B,430.00M,-297.00M,-297.00M,53.31B,10.24B,23.82B,738.00M,2.463B,583.00M,153.00M,3.674B,18.16B,70.33B,4.00M,6.141B,10.29B,52.17B,64.19B,41.88B,783.00M,1.45B,2.551B
NEE,2013-12,56.00M,438.00M,2.048B,4.457B,452.00M,0.1879,0.1875,0,69.45B,1.582B,2013-12,1.153B,327.00M,-276.00M,-276.00M,52.72B,10.14B,23.97B,640.00M,2.512B,451.00M,124.00M,3.63B,18.04B,69.31B,4.00M,5.842B,9.189B,51.27B,63.46B,42.08B,942.00M,1.20B,2.289B
NEE,2013-09,-82.00M,558.00M,2.256B,4.848B,502.00M,0.4125,0.41,0,67.86B,2.138B,2013-09,1.142B,698.00M,-268.00M,-268.00M,51.40B,9.035B,23.86B,1.185B,2.477B,995.00M,297.00M,4.394B,17.41B,67.17B,4.00M,5.472B,9.213B,49.76B,61.69B,40.54B,953.00M,1.244B,2.241B
NEE,2013-06,-102.00M,411.00M,2.026B,4.718B,501.00M,0.3625,0.36,0,66.41B,1.807B,2013-06,1.12B,610.00M,-247.00M,-247.00M,50.46B,8.726B,23.51B,981.00M,2.326B,821.00M,211.00M,3.833B,16.60B,65.22B,4.00M,4.735B,8.867B,48.62B,60.48B,39.75B,826.00M,1.279B,2.12B
NEE,2013-03,-136.00M,215.00M,1.821B,5.058B,506.00M,0.1625,0.16,0,65.49B,1.458B,2013-03,1.098B,272.00M,-253.00M,-253.00M,49.82B,8.399B,22.87B,734.00M,1.944B,185.00M,144.00M,3.279B,16.20B,63.84B,4.00M,4.045B,8.776B,47.64B,59.80B,38.86B,724.00M,1.094B,1.759B
NEE,2012-12,-255.00M,329.00M,1.986B,4.182B,508.00M,0.2529,0.2529,0,64.92B,1.389B,2012-12,1.073B,429.00M,-219.00M,-219.00M,49.41B,8.487B,23.18B,731.00M,2.122B,568.00M,139.00M,3.375B,16.07B,64.44B,4.00M,5.237B,8.879B,48.37B,59.20B,39.49B,658.00M,1.281B,2.056B
NEE,2012-09,-219.00M,246.00M,2.302B,3.636B,513.00M,0.2475,0.245,0,63.43B,1.541B,2012-09,1.055B,415.00M,-239.00M,-239.00M,47.69B,7.664B,22.71B,742.00M,2.409B,569.00M,154.00M,3.843B,15.89B,62.05B,4.00M,4.437B,7.875B,46.16B,57.61B,38.29B,799.00M,1.194B,2.122B
NEE,2012-06,-190.00M,295.00M,2.031B,3.27B,517.00M,0.365,0.3625,0,60.95B,1.636B,2012-06,1.082B,607.00M,-248.00M,-248.00M,45.50B,7.458B,21.58B,1.00B,2.256B,850.00M,243.00M,3.667B,15.79B,60.39B,4.00M,4.854B,7.643B,44.60B,55.54B,36.96B,636.00M,1.134B,2.008B
NEE,2012-03,-94.00M,275.00M,1.957B,3.388B,528.00M,0.28,0.2775,0,59.26B,1.414B,2012-03,1.092B,461.00M,-245.00M,-245.00M,43.97B,7.292B,20.58B,803.00M,2.058B,618.00M,157.00M,3.371B,15.22B,59.21B,4.00M,5.094B,8.005B,43.98B,54.11B,35.98B,611.00M,1.073B,1.837B
NEE,2011-12,-154.00M,377.00M,4.386B,2.157B,547.00M,0.2325,0.2325,0,57.55B,-521.00M,2011-12,1.074B,667.00M,-239.00M,-239.00M,42.49B,6.884B,20.81B,1.015B,2.173B,923.00M,256.00M,3.865B,14.94B,57.19B,4.00M,4.872B,6.719B,42.24B,52.32B,35.53B,-1.536B,1.191B,1.802B
NEE,2011-09,-114.00M,640.00M,1.911B,2.432B,639.00M,0.245,0.2425,0,56.22B,2.471B,2011-09,1.045B,407.00M,-244.00M,-244.00M,41.12B,6.457B,20.04B,911.00M,2.441B,565.00M,158.00M,4.382B,14.89B,56.58B,4.00M,6.252B,7.419B,41.70B,50.33B,34.28B,1.56B,1.336B,2.237B
NEE,2011-06,115.00M,287.00M,1.557B,2.218B,667.00M,0.3475,0.345,0,56.14B,2.404B,2011-06,1.072B,580.00M,-240.00M,-240.00M,40.85B,6.382B,19.24B,958.00M,2.29B,727.00M,147.00M,3.961B,14.91B,54.56B,4.00M,4.813B,6.389B,39.65B,49.74B,33.26B,1.446B,1.28B,2.133B
