Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
RHI,2021-03,-4.732M,497.93M,836.67M,78.84M,435.12M,0.9926,0.98,228.65M,928.37M,561.71M,2021-03,110.60M,0.045M,0.045M,372.50M,0,223.87M,138.07M,513.67M,150.11M,39.51M,1.398B,423.06M,1.198B,2.565B,0.113M,1.298B,1.077B,1.367B,714.69M,290.88M,423.64M,202.50M,799.67M
RHI,2020-12,-16.00M,574.43M,789.76M,76.80M,421.20M,0.8426,0.84,210.99M,916.39M,514.33M,2020-12,94.42M,0.079M,0.079M,377.62M,0,223.20M,88.95M,488.81M,129.58M,35.17M,1.304B,425.16M,1.205B,2.557B,0.114M,1.843B,1.047B,1.352B,709.41M,305.51M,425.38M,174.51M,714.16M
RHI,2020-09,-27.15M,587.00M,722.55M,75.32M,0,0.67,0.67,210.91M,948.24M,467.35M,2020-09,75.75M,0.202M,0.202M,366.25M,0,205.40M,76.21M,451.94M,102.51M,26.76M,1.190B,390.80M,1.194B,2.563B,0.115M,1.854B,1.053B,1.369B,682.23M,316.28M,391.13M,194.75M,690.26M
RHI,2020-06,-33.69M,501.48M,685.25M,71.52M,0,0.41,0.41,210.90M,939.80M,423.08M,2020-06,46.20M,0.105M,0.105M,368.48M,0,204.77M,57.92M,448.14M,58.02M,11.83M,1.108B,364.83M,1.157B,2.402B,0.115M,1.720B,977.17M,1.246B,668.20M,268.50M,365.16M,193.25M,665.41M
RHI,2020-03,-19.99M,249.91M,895.97M,71.63M,0,0.79,0.79,212.12M,936.04M,610.72M,2020-03,89.92M,0.957M,0.957M,369.41M,0,202.20M,130.81M,428.21M,131.76M,41.85M,1.507B,479.57M,1.130B,2.275B,0.115M,1.607B,913.35M,1.145B,682.56M,231.57M,479.91M,147.30M,853.53M
RHI,2019-12,-25.87M,270.48M,900.52M,71.07M,0,0.9895,0.98,212.04M,997.85M,636.86M,2019-12,112.84M,1.357M,1.357M,367.59M,0,201.06M,132.60M,499.77M,154.25M,41.40M,1.537B,503.92M,1.144B,2.311B,0.116M,1.629B,940.69M,1.168B,680.39M,227.03M,504.26M,168.74M,832.80M
RHI,2019-09,-15.86M,312.74M,905.85M,70.38M,0,1.02,1.01,212.70M,1.096B,646.28M,2019-09,117.18M,1.23M,1.23M,368.69M,0,200.19M,161.10M,447.51M,163.78M,46.60M,1.552B,484.84M,1.112B,2.312B,0.118M,1.631B,977.44M,1.200B,674.50M,222.30M,485.18M,157.36M,852.84M
RHI,2019-06,-18.01M,269.44M,878.84M,71.27M,0,0.98,0.98,212.90M,1.090B,637.54M,2019-06,114.61M,1.042M,1.042M,374.21M,0,206.02M,159.06M,458.45M,160.10M,45.49M,1.516B,478.14M,1.109B,2.239B,0.118M,1.565B,909.51M,1.130B,672.59M,220.68M,478.48M,196.52M,842.29M
RHI,2019-03,-16.11M,269.64M,860.94M,0.20M,0,0.94,0.93,213.11M,834.23M,607.59M,2019-03,109.80M,1.496M,1.496M,125.18M,0,0.457M,145.89M,467.56M,147.38M,37.58M,1.469B,461.36M,1.077B,2.205B,0.119M,1.532B,900.73M,1.128B,429.49M,226.85M,461.70M,204.48M,826.37M
RHI,2018-12,0,276.58M,860.60M,0,0,0.9564,0.95,0,0,621.06M,2018-12,113.56M,1.445M,1.445M,0,0,0,165.02M,0,154.98M,41.42M,1.482B,455.66M,1.063B,1.903B,0,1.474B,819.54M,839.90M,0,20.36M,456.04M,0,794.45M
RHI,2018-09,-9.792M,361.74M,855.76M,0.195M,0,0.96,0.95,214.03M,822.37M,610.47M,2018-09,115.24M,1.196M,1.196M,125.18M,0,0.509M,150.71M,528.71M,151.90M,36.66M,1.466B,459.33M,1.119B,2.035B,0.121M,1.612B,896.28M,915.66M,422.51M,19.38M,459.76M,217.27M,834.35M
RHI,2018-06,-6.409M,308.66M,849.94M,0.191M,0,0.9,0.89,214.38M,813.76M,607.12M,2018-06,109.32M,1.006M,1.006M,130.01M,0,0.559M,149.07M,463.46M,150.08M,40.76M,1.457B,457.61M,1.109B,1.934B,0.122M,1.504B,808.88M,824.08M,429.45M,15.21M,458.05M,195.00M,801.88M
RHI,2018-03,9.015M,291.99M,822.97M,0.187M,0,0.79,0.78,215.38M,812.78M,572.37M,2018-03,96.17M,0.735M,0.735M,136.84M,0,0.608M,133.90M,436.55M,134.64M,38.47M,1.395B,438.00M,1.115B,1.894B,0.124M,1.468B,764.44M,779.06M,425.40M,14.62M,438.46M,197.02M,784.89M
RHI,2017-12,3.507M,294.75M,793.14M,0.183M,0,0.3827,0.38,215.83M,809.37M,553.15M,2017-12,47.05M,0.691M,0.691M,144.89M,0,0.657M,128.35M,418.19M,129.04M,81.99M,1.346B,424.38M,1.105B,1.867B,0.124M,1.432B,747.90M,762.19M,435.58M,14.29M,424.80M,161.39M,732.40M
RHI,2017-09,1.704M,348.34M,778.31M,0.179M,0,0.69,0.68,216.76M,805.09M,546.40M,2017-09,84.70M,0.53M,0.53M,146.61M,0,0.704M,131.74M,467.29M,132.27M,47.57M,1.325B,414.18M,1.140B,1.933B,0.125M,1.437B,778.35M,793.03M,495.53M,14.69M,414.66M,192.55M,737.90M
RHI,2017-06,-5.506M,297.80M,769.99M,0.175M,0,0.64,0.64,216.65M,801.02M,538.44M,2017-06,80.32M,0.355M,0.355M,153.56M,0,0.75M,130.35M,426.86M,130.71M,50.39M,1.308B,407.72M,1.104B,1.836B,0.126M,1.347B,719.44M,731.75M,489.03M,12.31M,408.09M,181.57M,708.49M
RHI,2017-03,-15.64M,260.14M,761.54M,0.171M,0,0.63,0.62,213.30M,798.54M,525.83M,2017-03,78.52M,0.223M,0.223M,157.78M,0,0.795M,125.28M,404.94M,125.50M,46.98M,1.287B,400.25M,1.081B,1.775B,0.127M,1.296B,682.60M,694.27M,479.29M,11.67M,400.55M,166.35M,700.42M
RHI,2016-12,-20.50M,260.20M,745.87M,0.167M,0,0.6149,0.61,213.46M,789.24M,519.20M,2016-12,77.79M,0.193M,0.193M,161.51M,0,0.84M,124.39M,408.02M,124.58M,46.79M,1.265B,394.50M,1.087B,1.778B,0.128M,1.284B,679.90M,691.37M,493.74M,11.48M,394.81M,164.72M,703.23M
RHI,2016-09,-7.239M,292.45M,786.03M,0.163M,0,0.71,0.71,213.93M,782.88M,552.51M,2016-09,90.57M,0.283M,0.283M,161.22M,0,0.883M,146.04M,464.67M,146.32M,55.76M,1.339B,406.14M,1.095B,1.872B,0.129M,1.494B,729.68M,777.05M,378.41M,47.38M,406.47M,187.77M,742.82M
RHI,2016-06,-6.501M,238.71M,787.17M,0.16M,0,0.71,0.71,214.38M,765.49M,556.99M,2016-06,91.62M,0.231M,0.231M,157.17M,0,0.925M,149.18M,420.58M,149.41M,57.80M,1.344B,407.50M,1.070B,1.783B,0.13M,1.408B,668.18M,713.50M,374.90M,45.32M,407.81M,175.31M,732.19M
