Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
MCO,2020-12,-432.00M,2.696B,409.00M,94.00M,1.131B,1.67,1.66,6.38B,1.599B,881.00M,2020-12,314.00M,-52.00M,-52.00M,671.00M,502.00M,6.849B,474.00M,724.00M,400.00M,86.00M,1.29B,350.00M,1.569B,12.41B,3.00M,4.509B,2.222B,10.65B,7.90B,8.424B,407.00M,178.00M,1.43B
MCO,2020-09,-504.00M,2.588B,364.00M,91.00M,962.00M,2.49,2.47,5.999B,1.599B,992.00M,2020-09,467.00M,-53.00M,-53.00M,692.00M,487.00M,6.802B,665.00M,496.00M,599.00M,132.00M,1.356B,271.00M,1.497B,11.67B,3.00M,4.281B,1.721B,9.984B,7.391B,8.263B,327.00M,130.00M,1.36B
MCO,2020-06,-542.00M,2.199B,362.00M,90.00M,1.045B,2.71,2.69,5.859B,1.607B,1.073B,2020-06,509.00M,-60.00M,-60.00M,727.00M,518.00M,6.784B,708.00M,652.00M,666.00M,157.00M,1.435B,307.00M,1.041B,11.30B,3.00M,3.963B,1.886B,10.07B,7.335B,8.18B,365.00M,241.00M,1.401B
MCO,2020-03,-554.00M,2.231B,340.00M,574.00M,1.154B,2.6,2.57,5.831B,1.575B,950.00M,2020-03,488.00M,-40.00M,-40.00M,722.00M,533.00M,6.766B,600.00M,522.00M,564.00M,77.00M,1.29B,301.00M,582.00M,11.31B,3.00M,3.994B,2.351B,10.51B,7.312B,8.156B,350.00M,120.00M,1.413B
MCO,2019-12,-439.00M,1.93B,355.00M,89.00M,1.078B,1.91,1.88,5.22B,1.587B,878.00M,2019-12,360.00M,-59.00M,-59.00M,748.00M,469.00M,6.066B,509.00M,530.00M,453.00M,91.00M,1.233B,319.00M,612.00M,10.26B,3.00M,3.679B,1.912B,9.434B,6.586B,7.522B,369.00M,118.00M,1.419B
MCO,2019-09,-537.30M,1.274B,350.00M,591.00M,881.20M,2.01,1.99,5.064B,1.574B,890.00M,2019-09,380.00M,-46.00M,-46.00M,756.70M,470.70M,5.232B,550.00M,406.00M,513.00M,130.00M,1.24B,292.00M,472.60M,9.478B,3.40M,3.042B,2.138B,8.780B,6.436B,6.642B,340.00M,77.20M,1.228B
MCO,2019-06,-446.10M,1.315B,340.00M,219.00M,973.60M,1.64,1.62,5.151B,1.574B,874.00M,2019-06,310.00M,-51.00M,-51.00M,777.20M,467.10M,5.768B,547.00M,452.00M,432.00M,121.00M,1.214B,275.00M,352.80M,9.592B,3.40M,3.155B,1.840B,9.017B,6.437B,7.177B,327.00M,85.00M,1.245B
MCO,2019-03,-455.50M,1.311B,342.00M,406.20M,1.085B,1.96,1.93,5.293B,1.662B,800.00M,2019-03,373.00M,-52.00M,-52.00M,826.80M,474.30M,5.752B,469.00M,436.60M,412.00M,38.00M,1.142B,281.00M,123.20M,9.518B,3.40M,2.898B,2.006B,9.193B,6.620B,7.188B,331.00M,88.90M,1.301B
MCO,2018-12,-426.00M,1.818B,304.60M,450.00M,973.00M,1.31,1.29,5.347B,1.11B,755.80M,2018-12,250.70M,-54.50M,-54.50M,320.00M,568.00M,5.226B,429.30M,507.00M,322.60M,69.30M,1.060B,278.10M,459.00M,9.526B,3.00M,3.387B,2.099B,8.87B,6.139B,6.771B,326.50M,108.00M,1.287B
MCO,2018-09,-342.00M,1.146B,306.30M,470.50M,794.70M,1.62,1.59,5.179B,1.079B,774.50M,2018-09,310.20M,-56.40M,-56.40M,311.10M,575.30M,4.484B,468.10M,385.20M,412.80M,100.80M,1.081B,260.30M,400.10M,8.439B,3.40M,2.516B,1.824B,7.833B,5.923B,6.009B,306.40M,101.70M,1.132B
MCO,2018-06,-304.80M,1.416B,320.20M,389.80M,883.70M,1.96,1.94,5.204B,1.060B,854.90M,2018-06,376.20M,-53.40M,-53.40M,312.20M,587.80M,4.934B,536.00M,424.30M,495.50M,117.60M,1.175B,270.50M,242.90M,8.752B,3.40M,2.840B,1.844B,8.292B,5.912B,6.448B,318.90M,112.00M,1.137B
MCO,2018-03,-51.90M,1.378B,314.90M,389.60M,1.026B,1.95,1.92,5.473B,1.053B,811.80M,2018-03,372.90M,-50.70M,-50.70M,321.60M,611.70M,5.118B,491.60M,438.40M,441.10M,64.30M,1.127B,271.10M,199.70M,9.014B,3.40M,2.819B,1.921B,8.594B,6.195B,6.673B,320.20M,123.50M,1.207B
MCO,2017-12,-172.20M,1.183B,340.30M,429.40M,905.80M,0.13,0.13,5.385B,1.031B,825.10M,2017-12,25.90M,-58.80M,-58.80M,325.10M,584.70M,5.111B,472.00M,465.40M,407.90M,379.10M,1.165B,303.50M,-327.70M,8.594B,3.40M,2.581B,2.063B,8.709B,6.014B,6.646B,353.10M,107.20M,1.147B
MCO,2017-09,-257.80M,1.071B,315.60M,614.10M,814.70M,1.66,1.63,5.355B,1.014B,747.30M,2017-09,317.30M,-53.10M,-53.10M,332.10M,692.70M,5.107B,458.60M,356.40M,465.80M,146.10M,1.063B,245.70M,-369.10M,8.305B,3.40M,2.279B,1.983B,8.462B,6.026B,6.479B,288.70M,84.30M,1.007B
MCO,2017-06,-309.70M,3.367B,284.80M,213.80M,771.90M,1.63,1.61,1.342B,975.40M,715.70M,2017-06,312.20M,-49.70M,-49.70M,329.70M,342.60M,4.887B,466.70M,350.60M,462.00M,148.40M,1.000B,216.10M,-679.80M,6.536B,3.40M,4.559B,1.237B,7.004B,1.977B,5.767B,249.00M,83.00M,916.50M
MCO,2017-03,-357.30M,2.262B,275.30M,300.00M,848.50M,1.81,1.78,1.319B,949.60M,699.90M,2017-03,345.60M,-47.40M,-47.40M,329.10M,334.80M,3.862B,446.70M,295.40M,451.30M,105.40M,975.20M,220.70M,-927.10M,5.436B,3.40M,3.486B,1.424B,6.160B,1.950B,4.736B,253.20M,68.90M,953.50M
MCO,2016-12,-364.90M,2.225B,258.30M,299.90M,712.30M,-2.25,-2.25,1.32B,921.40M,683.80M,2016-12,-428.60M,-53.50M,-53.50M,325.90M,336.70M,3.063B,402.90M,1.248B,-465.50M,-40.00M,942.10M,248.00M,-1.225B,5.327B,3.40M,3.253B,2.428B,6.355B,2.074B,3.926B,280.90M,123.70M,887.40M
MCO,2016-09,-305.70M,2.058B,253.20M,0,679.50M,1.33,1.31,1.349B,911.30M,663.90M,2016-09,255.30M,-35.40M,-35.40M,329.60M,341.40M,3.118B,407.50M,293.60M,369.00M,112.40M,917.10M,225.30M,-564.50M,5.019B,3.40M,3.017B,1.402B,5.377B,2.002B,3.975B,256.40M,43.00M,831.40M
MCO,2016-06,-316.80M,2.027B,258.90M,0,718.00M,1.32,1.3,1.366B,883.60M,670.00M,2016-06,255.50M,-34.30M,-34.30M,323.00M,343.50M,3.420B,410.20M,334.30M,378.90M,120.80M,928.90M,228.60M,-600.00M,5.045B,3.40M,3.030B,1.146B,5.414B,2.015B,4.268B,259.80M,64.00M,843.70M
MCO,2016-03,-301.50M,2.067B,249.20M,0,787.30M,0.95,0.93,1.380B,852.10M,566.90M,2016-03,184.40M,-34.10M,-34.10M,310.50M,352.60M,3.429B,304.10M,304.70M,275.60M,89.00M,816.10M,232.90M,-581.60M,5.115B,3.40M,3.085B,1.152B,5.466B,2.030B,4.314B,262.80M,62.70M,852.10M
MCO,2015-12,-339.50M,2.232B,251.90M,0,676.50M,1.11,1.09,1.275B,825.30M,614.00M,2015-12,217.90M,-28.10M,-28.10M,306.40M,314.70M,3.381B,333.10M,378.90M,312.30M,91.90M,865.90M,252.20M,-565.00M,5.103B,3.40M,3.243B,1.218B,5.436B,1.860B,4.218B,280.90M,111.90M,802.00M
MCO,2015-09,-320.30M,1.941B,236.10M,0,660.00M,1.16,1.14,1.299B,807.50M,598.80M,2015-09,231.60M,-25.80M,-25.80M,306.10M,312.20M,3.124B,356.10M,258.50M,343.60M,109.80M,834.90M,220.80M,-469.90M,4.773B,3.40M,2.862B,1.050B,5.013B,1.911B,3.963B,242.70M,36.30M,720.50M
MCO,2015-06,-280.80M,2.048B,243.90M,0,727.00M,1.3,1.28,1.329B,794.00M,674.20M,2015-06,261.70M,-31.90M,-31.90M,304.60M,324.00M,3.106B,419.30M,289.00M,379.20M,115.10M,918.10M,227.00M,-331.20M,5.000B,3.40M,3.064B,1.125B,5.103B,1.936B,3.978B,254.90M,46.40M,801.30M
MCO,2015-03,-322.40M,1.995B,244.40M,0,780.30M,1.14,1.11,1.316B,766.90M,621.20M,2015-03,230.10M,-29.30M,-29.30M,299.30M,324.10M,3.095B,371.30M,295.50M,344.50M,113.20M,865.60M,221.30M,-373.70M,4.976B,3.40M,3.039B,1.138B,5.122B,1.937B,3.984B,249.90M,75.40M,842.70M
MCO,2014-12,-235.20M,1.678B,255.50M,0,659.10M,1.14,1.12,1.367B,753.80M,622.00M,2014-12,236.30M,-29.30M,-29.30M,302.30M,332.10M,2.547B,344.70M,349.50M,335.80M,94.40M,877.50M,250.30M,-187.80M,4.669B,3.40M,2.686B,1.200B,4.626B,1.983B,3.426B,277.30M,110.50M,792.40M
MCO,2014-09,-133.60M,2.106B,236.70M,0,641.40M,1.02,1,1.350B,730.50M,579.40M,2014-09,215.20M,-37.70M,-37.70M,303.50M,344.20M,2.536B,356.10M,257.40M,328.40M,109.90M,816.10M,206.50M,250.70M,4.994B,3.40M,3.062B,1.042B,4.513B,1.932B,3.472B,223.30M,44.60M,712.20M
MCO,2014-06,-47.30M,1.959B,222.10M,0,685.80M,1.51,1.48,1.266B,713.20M,651.40M,2014-06,319.20M,-26.00M,-26.00M,298.30M,341.50M,2.104B,411.70M,300.70M,485.20M,160.80M,873.50M,217.40M,445.40M,4.787B,3.40M,2.944B,1.093B,4.113B,1.842B,3.019B,239.70M,58.00M,758.30M
MCO,2014-03,-61.30M,1.970B,216.00M,0,718.90M,1.02,1,869.40M,673.50M,551.20M,2014-03,218.00M,-23.80M,-23.80M,282.30M,291.20M,2.098B,333.00M,243.90M,311.60M,89.90M,767.20M,195.10M,385.30M,4.353B,3.40M,2.946B,1.027B,3.960B,1.408B,2.933B,218.20M,21.00M,737.90M
MCO,2013-12,-54.60M,2.106B,221.00M,0,624.10M,0.96,0.94,886.80M,654.40M,558.20M,2013-12,206.70M,-23.70M,-23.70M,278.70M,274.60M,2.102B,331.10M,346.70M,301.80M,92.20M,779.20M,223.00M,337.00M,4.395B,3.40M,2.969B,1.141B,4.047B,1.426B,2.906B,227.10M,129.40M,694.20M
MCO,2013-09,-100.20M,2.045B,203.50M,0,584.90M,0.84,0.83,829.00M,643.30M,502.00M,2013-09,183.90M,-24.40M,-24.40M,284.30M,266.30M,2.099B,291.50M,185.30M,263.50M,76.70M,705.50M,187.10M,281.50M,4.154B,3.40M,2.782B,897.20M,3.863B,1.372B,2.965B,210.50M,17.50M,592.00M
MCO,2013-06,-149.90M,1.651B,197.10M,31.90M,608.30M,1.01,1,821.80M,630.80M,558.90M,2013-06,225.50M,-21.70M,-21.70M,287.40M,264.90M,1.605B,350.80M,186.30M,336.80M,108.40M,756.00M,185.00M,447.60M,3.794B,3.40M,2.443B,897.10M,3.338B,1.352B,2.440B,208.10M,20.70M,607.70M
MCO,2013-03,-138.80M,1.770B,200.80M,63.80M,647.00M,0.84,0.83,836.50M,624.20M,531.00M,2013-03,188.40M,-22.00M,-22.00M,296.10M,265.50M,1.610B,280.40M,187.20M,267.20M,76.10M,731.80M,227.00M,457.10M,3.911B,3.40M,2.520B,1.013B,3.446B,1.391B,2.433B,250.60M,24.50M,637.20M
MCO,2012-12,-82.10M,1.773B,221.60M,95.60M,567.30M,0.72,0.7,863.60M,621.40M,532.60M,2012-12,160.10M,-21.60M,-21.60M,307.10M,263.20M,1.607B,272.40M,298.40M,236.40M,74.40M,754.20M,236.40M,385.20M,3.961B,3.40M,2.526B,1.165B,3.564B,1.435B,2.399B,260.20M,118.10M,621.80M
MCO,2012-09,-85.80M,1.541B,207.30M,127.50M,525.70M,0.83,0.81,879.60M,613.50M,481.20M,2012-09,183.90M,-15.30M,-15.30M,315.60M,400.80M,1.612B,282.50M,178.20M,264.40M,77.90M,688.50M,187.40M,311.60M,3.662B,3.40M,2.206B,982.90M,3.271B,1.456B,2.288B,198.70M,97.40M,549.60M
MCO,2012-06,-120.80M,839.50M,180.60M,99.40M,569.80M,0.77,0.76,876.10M,604.00M,460.20M,2012-06,172.50M,-16.60M,-16.60M,317.40M,393.10M,1.111B,278.50M,128.00M,264.60M,88.90M,640.80M,159.60M,99.10M,2.964B,3.40M,1.519B,995.20M,2.785B,1.444B,1.790B,181.70M,88.40M,530.50M
MCO,2012-03,-78.70M,828.00M,185.50M,71.30M,610.60M,0.78,0.76,905.60M,599.10M,461.30M,2012-03,173.50M,-10.30M,-10.30M,324.80M,156.70M,1.137B,269.00M,297.70M,258.60M,83.10M,646.80M,168.80M,82.70M,2.994B,3.40M,1.527B,1.012B,2.834B,1.468B,1.822B,192.30M,31.50M,589.20M
MCO,2011-12,-107.50M,774.80M,181.20M,43.10M,539.70M,0.43,0.43,896.50M,585.00M,385.90M,2011-12,96.20M,-19.30M,-19.30M,326.80M,256.10M,1.172B,178.40M,280.90M,155.60M,57.50M,567.10M,193.20M,-169.00M,2.876B,3.40M,1.424B,1.134B,3.034B,1.452B,1.900B,207.50M,78.00M,489.80M
MCO,2011-09,-70.50M,867.50M,171.00M,15.00M,480.60M,0.58,0.57,604.10M,568.10M,360.30M,2011-09,130.70M,-13.80M,-13.80M,323.70M,127.50M,1.201B,196.30M,311.20M,184.80M,52.70M,531.30M,145.00M,-184.00M,2.521B,3.40M,1.36B,834.90M,2.696B,1.161B,1.861B,164.00M,87.10M,400.50M
MCO,2011-06,1.50M,949.50M,170.50M,13.10M,534.90M,0.83,0.82,637.20M,557.90M,434.70M,2011-06,189.00M,-14.40M,-14.40M,325.20M,131.00M,1.228B,270.00M,302.10M,264.20M,73.50M,605.20M,142.90M,-26.10M,2.745B,3.40M,1.543B,852.00M,2.761B,1.202B,1.909B,164.70M,0,492.60M
MCO,2011-03,-9.40M,726.20M,160.80M,0,554.00M,0.68,0.67,631.00M,538.90M,416.30M,2011-03,155.50M,-18.20M,-18.20M,324.60M,130.30M,1.221B,250.10M,273.90M,235.20M,78.10M,577.10M,148.50M,-231.90M,2.524B,3.40M,1.340B,841.00M,2.748B,1.185B,1.907B,166.20M,0,503.40M
