Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
NLOK,2020-12,58.00M,1.073B,87.00M,87.00M,1.09B,0.3,0.3,3.605B,703.00M,552.00M,2020-12,0,178.00M,-32.00M,-32.00M,150.00M,246.00M,3.615B,281.00M,353.00M,253.00M,80.00M,71.00M,639.00M,182.00M,-492.00M,6.357B,2.42B,1.848B,1.821B,6.849B,4.509B,5.028B,271.00M,353.00M,397.00M
NLOK,2020-09,22.00M,1.049B,90.00M,75.00M,1.035B,0.11,0.11,3.616B,708.00M,536.00M,2020-09,0,64.00M,-36.00M,-36.00M,160.00M,219.00M,3.637B,244.00M,326.00M,231.00M,65.00M,63.00M,626.00M,211.00M,-476.00M,6.313B,2.65B,1.792B,1.748B,6.789B,4.521B,5.041B,292.00M,326.00M,360.00M
NLOK,2020-06,-4.00M,1.131B,86.00M,789.00M,1.028B,0.2,0.19,3.63B,742.00M,528.00M,2020-06,0,118.00M,-38.00M,-38.00M,150.00M,200.00M,2.902B,247.00M,402.00M,99.00M,-50.00M,65.00M,614.00M,198.00M,-503.00M,6.405B,2.713B,1.95B,2.548B,6.908B,4.455B,4.36B,281.00M,402.00M,313.00M
NLOK,2020-03,-16.00M,2.263B,97.00M,784.00M,1.049B,0.39,0.36,3.652B,1.166B,517.00M,2020-03,0,231.00M,-26.00M,-26.00M,326.00M,176.00M,3.538B,182.00M,674.00M,257.00M,108.00M,70.00M,614.00M,247.00M,10.00M,7.735B,3.356B,3.079B,2.622B,7.725B,4.656B,5.103B,335.00M,423.00M,349.00M
NLOK,2019-12,12.00M,12.77B,103.00M,781.00M,1.019B,4.58,4.4,3.795B,1.403B,515.00M,2019-12,0,2.845B,-13.00M,-13.00M,472.00M,193.00M,3.811B,160.00M,157.00M,410.00M,57.00M,72.00M,618.00M,263.00M,8.677B,18.55B,4.853B,13.57B,4.713B,9.87B,4.976B,5.157B,355.00M,157.00M,381.00M
NLOK,2019-09,-2.00M,1.831B,97.00M,1.281B,990.00M,1.27,1.22,3.821B,1.985B,511.00M,2019-09,0,785.00M,-38.00M,-38.00M,830.00M,564.00M,3.356B,126.00M,120.00M,60.00M,22.00M,85.00M,608.00M,279.00M,6.112B,16.23B,4.816B,9.76B,5.056B,10.12B,6.469B,5.061B,385.00M,120.00M,742.00M
NLOK,2019-06,-12.00M,1.694B,96.00M,539.00M,2.211B,0.04,0.04,10.59B,2.325B,554.00M,2019-06,0,26.00M,-39.00M,-39.00M,967.00M,1.236B,4.127B,153.00M,135.00M,92.00M,54.00M,101.00M,650.00M,280.00M,5.25B,15.37B,4.701B,2.561B,3.608B,10.12B,12.81B,6.511B,401.00M,135.00M,548.00M
NLOK,2019-03,-7.00M,2.043B,124.00M,491.00M,1.032B,0.05,0.05,3.879B,1.684B,493.00M,2019-03,0,34.00M,-38.00M,-38.00M,663.00M,604.00M,3.961B,106.00M,689.00M,20.00M,-17.00M,98.00M,617.00M,268.00M,5.738B,15.94B,4.812B,3.186B,3.766B,10.20B,12.75B,6.434B,387.00M,411.00M,838.00M
NLOK,2018-12,-14.00M,2.579B,110.00M,598.00M,2.214B,0.1,0.1,10.67B,2.074B,505.00M,2018-12,0,65.00M,-42.00M,-42.00M,791.00M,1.327B,4.447B,112.00M,201.00M,-9.00M,10.00M,110.00M,615.00M,264.00M,5.906B,16.46B,4.804B,3.724B,3.643B,10.55B,12.73B,6.907B,393.00M,201.00M,762.00M
NLOK,2018-09,-17.00M,2.436B,116.00M,597.00M,2.113B,-0.01,-0.01,10.76B,2.018B,496.00M,2018-09,0,-8.00M,-41.00M,-41.00M,778.00M,1.285B,4.442B,95.00M,158.00M,-32.00M,30.00M,105.00M,612.00M,276.00M,5.95B,16.23B,4.867B,3.418B,3.411B,10.28B,12.82B,6.873B,401.00M,158.00M,601.00M
