Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
FBHS,2020-12,-55.10M,419.10M,1.052B,399.90M,1.18,1.16,3.815B,2.320B,607.70M,2020-12,867.20M,163.60M,-19.50M,-19.50M,1.088B,160.50M,2.713B,233.90M,1.345B,213.60M,47.10M,1.660B,362.90M,2.776B,7.359B,1.80M,2.208B,1.345B,4.583B,5.150B,3.238B,373.80M,727.40M,734.90M
FBHS,2020-09,-91.50M,464.50M,1.072B,399.70M,1.19,1.17,3.196B,2.173B,580.60M,2020-09,738.30M,164.60M,-20.10M,-20.10M,958.60M,149.20M,2.226B,241.80M,544.10M,222.20M,54.00M,1.652B,328.30M,2.629B,6.519B,1.80M,2.138B,1.135B,3.890B,4.381B,2.755B,338.80M,544.10M,765.20M
FBHS,2020-06,-110.30M,398.40M,892.90M,399.50M,0.84,0.83,3.199B,2.150B,482.90M,2020-06,732.30M,115.80M,-22.20M,-22.20M,958.60M,152.10M,2.383B,196.40M,463.90M,156.00M,37.80M,1.376B,276.20M,2.462B,6.332B,1.80M,1.957B,952.80M,3.869B,4.375B,2.916B,286.50M,463.90M,657.70M
FBHS,2020-03,-123.20M,359.70M,909.50M,749.30M,0.78,0.77,3.219B,2.131B,493.20M,2020-03,703.10M,109.10M,-22.10M,-22.10M,966.90M,157.40M,2.169B,169.00M,426.40M,139.00M,29.90M,1.403B,313.90M,2.357B,6.300B,1.80M,1.914B,1.246B,3.942B,4.386B,2.696B,324.20M,426.40M,678.20M
FBHS,2019-12,-72.60M,387.90M,938.70M,350.00M,0.7459,0.74,3.259B,2.148B,531.80M,2019-12,718.60M,104.10M,-22.40M,-22.40M,989.80M,157.20M,1.924B,176.10M,1.010B,138.90M,34.90M,1.470B,344.30M,2.427B,6.291B,1.80M,1.898B,1.409B,3.864B,4.393B,2.454B,355.70M,532.80M,624.80M
FBHS,2019-09,-75.50M,336.20M,934.80M,525.00M,0.76,0.75,3.271B,2.127B,524.20M,2019-09,758.80M,105.60M,-23.60M,-23.60M,966.20M,160.10M,2.089B,203.00M,436.50M,144.70M,39.00M,1.459B,311.30M,2.335B,6.286B,1.80M,1.907B,1.377B,3.949B,4.379B,2.572B,321.20M,436.50M,640.10M
FBHS,2019-06,-64.10M,276.30M,969.60M,525.00M,0.98,0.97,3.315B,2.119B,537.60M,2019-06,741.90M,137.50M,-24.50M,-24.50M,978.10M,167.90M,1.812B,206.90M,476.60M,178.60M,41.50M,1.507B,320.60M,2.344B,6.343B,1.80M,1.917B,1.695B,3.999B,4.426B,2.304B,330.70M,476.60M,706.20M
FBHS,2019-03,-67.30M,281.20M,869.10M,0,0.6,0.6,3.324B,2.10B,458.80M,2019-03,737.90M,84.70M,-23.70M,-23.70M,981.10M,161.70M,2.319B,136.80M,442.00M,113.10M,28.60M,1.328B,312.00M,2.246B,6.289B,1.80M,1.848B,1.239B,4.042B,4.441B,2.803B,322.00M,442.00M,650.10M
FBHS,2018-12,-67.00M,262.90M,918.90M,0,0.6064,0.6,3.327B,1.912B,501.80M,2018-12,678.90M,85.20M,-23.40M,-23.40M,813.40M,162.60M,1.809B,188.90M,967.10M,117.20M,31.90M,1.421B,302.10M,2.178B,5.965B,1.80M,1.686B,1.492B,3.785B,4.278B,2.292B,312.90M,547.60M,571.70M
FBHS,2018-09,-45.70M,389.90M,886.90M,0,0.7,0.69,3.397B,1.874B,493.90M,2018-09,684.30M,99.80M,-19.00M,-19.00M,776.30M,149.20M,1.988B,179.90M,437.70M,137.70M,37.80M,1.381B,305.10M,2.232B,6.170B,1.80M,1.890B,1.452B,3.936B,4.280B,2.484B,314.00M,437.70M,635.40M
