Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
AOS,2020-12,-321.20M,689.60M,510.40M,6.80M,0.7418,0.74,870.70M,1.264B,324.10M,2020-12,300.10M,120.00M,-1.00M,-1.00M,582.90M,0,140.80M,152.90M,879.50M,151.90M,31.90M,834.50M,171.20M,1.848B,3.161B,295.40M,1.618B,886.30M,1.312B,1.543B,426.10M,171.20M,595.20M,585.00M
AOS,2020-09,-336.50M,509.00M,462.90M,6.80M,0.65,0.65,870.60M,1.238B,297.10M,2020-09,302.60M,105.40M,-1.60M,-1.60M,579.30M,0,142.00M,137.70M,799.10M,137.30M,31.90M,760.00M,159.40M,1.747B,2.971B,295.40M,1.430B,805.90M,1.224B,1.541B,418.10M,159.40M,516.90M,572.90M
AOS,2020-06,-355.80M,568.70M,416.40M,6.80M,0.42,0.42,873.50M,1.216B,247.50M,2020-06,306.00M,67.80M,-2.50M,-2.50M,579.00M,0,311.80M,91.60M,728.60M,87.00M,19.20M,663.90M,155.90M,1.658B,2.984B,295.40M,1.444B,735.40M,1.326B,1.540B,590.70M,155.90M,435.70M,515.90M
AOS,2020-03,-362.40M,551.70M,397.40M,6.80M,0.32,0.32,875.70M,1.204B,239.50M,2020-03,312.30M,51.70M,-2.20M,-2.20M,582.20M,0,372.90M,65.70M,692.30M,67.70M,16.00M,636.90M,173.80M,1.616B,2.983B,295.40M,1.442B,699.10M,1.367B,1.540B,667.60M,173.80M,442.00M,524.00M
AOS,2019-12,-348.30M,551.40M,455.90M,6.80M,0.5623,0.56,884.40M,1.204B,295.00M,2019-12,303.00M,91.30M,-2.50M,-2.50M,592.30M,0,315.90M,115.10M,759.70M,115.50M,24.20M,750.90M,179.90M,1.667B,3.058B,295.40M,1.500B,766.50M,1.391B,1.558B,624.70M,179.90M,509.60M,589.50M
AOS,2019-09,-361.60M,513.80M,444.00M,6.80M,0.53,0.53,886.90M,1.186B,284.20M,2019-09,310.00M,87.30M,-3.10M,-3.10M,591.90M,0,352.00M,111.90M,723.60M,112.80M,25.50M,728.20M,172.30M,1.656B,3.068B,295.40M,1.504B,730.40M,1.412B,1.564B,681.30M,172.30M,483.10M,614.10M
AOS,2019-06,-338.40M,577.80M,456.70M,6.80M,0.61,0.61,891.60M,1.187B,308.70M,2019-06,323.10M,102.10M,-3.40M,-3.40M,602.30M,0,391.70M,130.00M,723.80M,132.20M,30.10M,765.40M,178.70M,1.725B,3.176B,295.40M,1.597B,730.60M,1.450B,1.579B,719.90M,178.70M,488.40M,634.80M
AOS,2019-03,-332.10M,633.30M,455.40M,6.80M,0.53,0.53,803.80M,1.171B,292.80M,2019-03,319.70M,89.30M,-2.00M,-2.00M,599.60M,0,318.70M,108.10M,730.40M,111.60M,22.30M,748.20M,184.70M,1.749B,3.144B,295.50M,1.658B,737.20M,1.394B,1.485B,657.10M,184.70M,492.40M,658.80M
AOS,2018-12,-350.80M,645.00M,475.50M,0,0.7511,0.74,806.10M,1.097B,337.00M,2018-12,304.70M,126.30M,-1.80M,-1.80M,540.00M,0,221.40M,150.90M,785.30M,154.80M,28.50M,812.50M,186.10M,1.717B,3.072B,295.50M,1.638B,785.30M,1.354B,1.433B,569.20M,186.10M,543.80M,647.30M
AOS,2018-09,-318.20M,617.80M,448.10M,0,0.61,0.61,812.60M,1.071B,306.00M,2018-09,307.70M,104.60M,-2.00M,-2.00M,526.30M,0,193.30M,128.40M,738.90M,131.50M,26.90M,754.10M,177.60M,1.756B,3.025B,295.50M,1.599B,738.90M,1.269B,1.426B,530.10M,177.60M,508.00M,606.60M
AOS,2018-06,-304.40M,658.40M,492.30M,2.70M,0.67,0.66,815.50M,1.080B,341.00M,2018-06,289.00M,114.50M,-2.30M,-2.30M,532.80M,0,245.40M,143.80M,766.00M,146.10M,31.60M,833.30M,197.20M,1.730B,3.085B,295.50M,1.653B,768.70M,1.355B,1.432B,586.30M,197.20M,532.80M,644.00M
AOS,2018-03,-275.70M,679.70M,466.50M,7.40M,0.58,0.57,820.40M,1.085B,321.50M,2018-03,287.10M,98.80M,-2.30M,-2.30M,538.10M,0,285.80M,128.60M,759.50M,125.40M,26.60M,788.00M,192.90M,1.708B,3.107B,295.50M,1.669B,766.90M,1.398B,1.438B,631.60M,192.90M,522.10M,638.80M
AOS,2017-12,-299.50M,820.00M,446.30M,7.50M,0.1322,0.13,825.40M,1.060B,322.30M,2017-12,297.00M,22.70M,-2.90M,-2.90M,528.90M,0,402.90M,137.80M,786.30M,140.80M,118.10M,768.60M,184.50M,1.645B,3.197B,295.70M,1.767B,793.80M,1.552B,1.430B,758.70M,184.50M,535.00M,592.70M
AOS,2017-09,-322.40M,767.90M,444.90M,7.50M,0.54,0.54,828.60M,1.017B,305.00M,2017-09,292.10M,93.70M,-2.50M,-2.50M,501.70M,0,442.20M,128.20M,724.20M,131.60M,37.90M,749.90M,176.80M,1.666B,3.105B,295.70M,1.698B,731.70M,1.439B,1.406B,707.00M,176.80M,500.10M,587.10M
AOS,2017-06,-340.70M,740.90M,434.00M,7.40M,0.53,0.53,795.40M,975.20M,304.20M,2017-06,287.00M,92.40M,-2.50M,-2.50M,475.80M,0,367.70M,125.90M,698.40M,128.00M,35.60M,738.20M,178.30M,1.614B,2.984B,295.70M,1.640B,705.80M,1.370B,1.344B,664.50M,178.30M,493.10M,566.80M
AOS,2017-03,-352.20M,722.30M,439.10M,7.20M,0.51,0.5,796.90M,951.60M,300.90M,2017-03,257.10M,87.70M,-2.20M,-2.20M,467.60M,0,362.20M,117.70M,713.30M,120.40M,32.70M,740.00M,183.20M,1.566B,2.940B,295.80M,1.606B,720.50M,1.374B,1.335B,653.30M,183.20M,493.50M,584.10M
AOS,2016-12,-363.20M,754.60M,413.60M,7.20M,0.4768,0.47,799.80M,932.50M,284.50M,2016-12,251.10M,82.70M,-1.60M,-1.60M,461.90M,0,316.40M,106.10M,758.40M,116.40M,33.70M,698.10M,178.40M,1.515B,2.891B,296.00M,1.562B,765.60M,1.376B,1.329B,610.10M,178.40M,528.60M,518.70M
AOS,2016-09,-324.80M,678.80M,400.60M,7.30M,0.48,0.47,803.60M,919.80M,283.30M,2016-09,258.60M,83.20M,-2.10M,-2.10M,458.40M,0,328.90M,118.60M,674.80M,118.40M,35.20M,683.90M,164.70M,1.526B,2.824B,296.20M,1.508B,682.10M,1.299B,1.317B,616.70M,164.70M,455.80M,517.30M
AOS,2016-06,-323.50M,667.20M,383.30M,7.40M,0.51,0.49,708.80M,899.50M,283.70M,2016-06,237.80M,87.10M,-1.90M,-1.90M,451.70M,0,274.60M,123.70M,608.20M,124.10M,37.00M,667.00M,160.00M,1.481B,2.672B,148.10M,1.449B,615.60M,1.192B,1.223B,575.90M,160.00M,402.00M,493.90M
AOS,2016-03,-304.30M,640.80M,374.20M,13.20M,0.42,0.41,711.90M,888.30M,262.70M,2016-03,230.20M,73.50M,-1.70M,-1.70M,450.60M,0,274.10M,103.30M,588.80M,103.60M,30.10M,636.90M,159.40M,1.478B,2.651B,148.10M,1.426B,602.00M,1.172B,1.225B,570.10M,159.40M,389.00M,506.90M
AOS,2015-12,-313.40M,645.20M,376.80M,12.90M,0.4537,0.45,711.90M,866.80M,262.60M,2015-12,222.90M,79.80M,-1.40M,-1.40M,442.70M,21.40M,236.10M,107.50M,640.30M,109.30M,29.50M,639.40M,155.10M,1.442B,2.629B,296.20M,1.403B,653.20M,1.187B,1.226B,533.70M,155.10M,424.90M,501.40M
AOS,2015-09,-290.50M,606.40M,369.50M,13.10M,0.41,0.41,717.60M,855.50M,255.60M,2015-09,239.00M,73.60M,-1.60M,-1.60M,438.80M,21.00M,247.70M,106.60M,611.00M,107.20M,33.60M,625.10M,149.00M,1.422B,2.600B,148.20M,1.414B,624.10M,1.178B,1.186B,553.70M,149.00M,395.80M,479.00M
AOS,2015-06,-276.00M,552.40M,391.10M,13.40M,0.4,0.395,725.30M,840.80M,262.40M,2015-06,233.40M,71.10M,-2.50M,-2.50M,433.40M,0,266.20M,103.00M,565.70M,103.20M,32.10M,653.50M,159.40M,1.436B,2.590B,148.20M,1.40B,579.10M,1.153B,1.190B,574.20M,159.40M,369.20M,528.50M
AOS,2015-03,-277.60M,574.90M,389.30M,48.60M,0.325,0.325,727.90M,826.80M,229.20M,2015-03,218.80M,58.40M,-1.90M,-1.90M,430.40M,0,255.30M,82.00M,547.20M,82.80M,24.40M,618.50M,147.20M,1.405B,2.565B,148.20M,1.376B,595.80M,1.160B,1.189B,564.40M,147.20M,368.40M,495.90M
AOS,2014-12,-272.00M,541.90M,394.90M,13.70M,0.2975,0.295,737.30M,815.90M,231.90M,2014-12,208.30M,53.20M,-1.40M,-1.40M,427.70M,0,210.10M,73.60M,591.50M,73.90M,20.70M,626.80M,158.30M,1.381B,2.515B,148.20M,1.319B,605.20M,1.134B,1.196B,528.80M,158.30M,393.80M,475.40M
AOS,2014-09,-254.50M,523.70M,366.30M,13.80M,0.28,0.28,743.60M,802.80M,215.30M,2014-09,218.50M,50.60M,-1.50M,-1.50M,421.00M,0,240.70M,69.80M,573.50M,69.30M,18.70M,581.60M,145.50M,1.375B,2.487B,148.30M,1.295B,587.30M,1.112B,1.192B,524.30M,145.50M,374.80M,474.30M
AOS,2014-06,-258.90M,496.60M,379.20M,14.20M,0.315,0.315,750.90M,789.10M,216.20M,2014-06,206.80M,57.30M,-1.40M,-1.40M,416.50M,0,236.20M,78.80M,535.80M,78.60M,21.30M,595.40M,137.40M,1.357B,2.431B,148.30M,1.234B,550.00M,1.074B,1.197B,524.00M,137.40M,356.90M,457.00M
AOS,2014-03,-263.30M,472.50M,356.30M,14.00M,0.255,0.255,751.90M,777.50M,195.90M,2014-03,197.40M,46.70M,-1.40M,-1.40M,402.30M,0,213.00M,65.00M,522.50M,64.90M,18.20M,552.20M,130.90M,1.343B,2.381B,148.30M,1.198B,536.50M,1.038B,1.183B,501.30M,130.90M,341.40M,455.60M
AOS,2013-12,-259.10M,486.00M,359.00M,14.20M,0.2324,0.23,758.30M,758.80M,199.90M,2013-12,193.40M,42.40M,-1.20M,-1.20M,391.30M,0,177.70M,60.70M,576.70M,56.70M,14.30M,558.90M,139.20M,1.329B,2.392B,148.50M,1.206B,590.90M,1.063B,1.186B,471.90M,139.20M,387.10M,458.70M
AOS,2013-09,-309.30M,476.80M,339.60M,14.40M,0.25,0.25,764.10M,728.00M,196.60M,2013-09,189.50M,46.20M,-1.40M,-1.40M,371.70M,0,213.40M,62.90M,520.80M,61.30M,15.10M,536.20M,133.70M,1.253B,2.349B,148.60M,1.165B,535.20M,1.096B,1.184B,561.10M,133.70M,344.50M,436.00M
AOS,2013-06,-318.70M,463.90M,351.10M,8.60M,0.225,0.225,766.20M,703.60M,198.00M,2013-06,178.90M,42.10M,-1.60M,-1.60M,353.70M,6.30M,200.70M,66.40M,481.50M,61.30M,19.20M,549.10M,131.60M,1.256B,2.295B,148.50M,1.126B,490.10M,1.039B,1.170B,548.60M,131.60M,315.00M,422.60M
AOS,2013-03,-315.00M,451.40M,330.30M,18.60M,0.21,0.21,773.20M,690.50M,179.30M,2013-03,169.80M,39.00M,-1.50M,-1.50M,346.00M,3.10M,210.50M,59.30M,453.90M,57.10M,18.10M,509.60M,120.00M,1.236B,2.267B,148.60M,1.106B,477.10M,1.031B,1.161B,554.30M,120.00M,319.40M,423.70M
AOS,2012-12,-320.50M,462.90M,338.70M,18.60M,0.2126,0.2125,774.10M,680.60M,185.60M,2012-12,163.40M,39.30M,-2.10M,-2.10M,345.70M,33.90M,225.10M,60.80M,487.70M,61.30M,18.10M,524.30M,124.80M,1.194B,2.279B,148.60M,1.115B,506.30M,1.085B,1.164B,578.40M,124.80M,328.90M,425.40M
AOS,2012-09,-302.10M,482.20M,305.40M,18.60M,0.2,0.2,778.50M,656.80M,156.80M,2012-09,178.20M,37.00M,-1.90M,-1.90M,331.10M,0,261.00M,45.30M,395.80M,52.00M,15.00M,462.20M,111.50M,1.191B,2.235B,74.30M,1.088B,462.80M,1.044B,1.147B,581.10M,111.50M,289.40M,369.10M
AOS,2012-06,-304.70M,439.70M,323.70M,18.60M,0.19,0.19,779.50M,641.60M,160.50M,2012-06,177.00M,35.00M,-2.20M,-2.20M,325.30M,0,266.00M,51.60M,397.00M,50.60M,15.60M,484.20M,108.90M,1.158B,2.192B,74.30M,1.054B,459.40M,1.034B,1.138B,574.40M,108.90M,278.10M,382.70M
AOS,2012-03,-298.70M,428.10M,319.50M,18.60M,0.26,0.255,784.70M,628.50M,149.10M,2012-03,172.20M,47.50M,-3.00M,-3.00M,319.90M,0,300.60M,43.80M,437.60M,69.90M,22.40M,468.60M,105.30M,1.141B,2.250B,74.30M,1.107B,502.40M,1.110B,1.144B,607.10M,105.30M,302.80M,451.40M
AOS,2011-12,-300.90M,625.80M,320.80M,18.60M,0.1751,0.1725,786.50M,614.00M,155.00M,2011-12,168.40M,32.10M,-2.90M,-2.90M,315.30M,0,443.00M,48.80M,462.20M,47.00M,15.50M,475.80M,106.20M,1.086B,2.349B,76.70M,1.209B,512.30M,1.263B,1.140B,750.90M,106.20M,302.50M,368.40M
AOS,2011-09,-252.90M,595.30M,293.30M,18.60M,0.985,0.9775,783.50M,601.70M,118.70M,2011-09,176.70M,182.30M,-2.50M,-2.50M,308.70M,0,376.30M,26.50M,562.60M,39.80M,12.90M,412.00M,92.20M,1.124B,2.359B,76.70M,1.227B,619.70M,1.235B,1.131B,615.50M,92.20M,434.00M,369.50M
AOS,2011-06,-228.80M,108.20M,293.40M,18.60M,0.2725,0.27,429.70M,553.20M,111.90M,2011-06,161.60M,50.30M,-2.10M,-2.10M,266.30M,0,356.90M,26.80M,356.20M,41.00M,12.40M,405.30M,85.10M,969.80M,2.143B,76.70M,991.20M,535.90M,1.173B,1.152B,637.40M,85.10M,258.30M,327.70M
AOS,2011-03,-229.40M,124.20M,290.40M,18.60M,0.2225,0.22,430.80M,541.30M,127.00M,2011-03,160.80M,41.00M,-1.80M,-1.80M,262.80M,0,321.20M,37.70M,386.10M,33.70M,9.50M,417.40M,89.30M,921.90M,2.205B,77.60M,987.00M,555.40M,1.283B,1.218B,728.00M,89.30M,279.30M,362.00M
