Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
AMGN,2020-12,-985.00M,10.65B,1.597B,91.00M,2.78,2.76,31.28B,13.87B,5.037B,2020-12,3.893B,1.615B,-131.00M,-131.00M,4.889B,210.00M,32.90B,2.008B,10.46B,1.877B,262.00M,1.229B,6.634B,1.773B,9.409B,62.95B,31.80B,21.14B,11.65B,53.54B,41.80B,41.89B,3.029B,3.267B,4.525B
AMGN,2020-09,-903.00M,12.36B,1.561B,91.00M,3.45,3.43,31.93B,13.28B,4.862B,2020-09,3.942B,2.021B,-247.00M,-247.00M,4.816B,259.00M,34.20B,2.453B,9.862B,2.206B,185.00M,1.062B,6.423B,1.346B,10.96B,64.64B,31.71B,22.66B,9.953B,53.68B,41.98B,43.72B,2.409B,1.161B,4.094B
AMGN,2020-06,-783.00M,11.42B,1.488B,91.00M,3.07,3.05,32.63B,12.75B,4.718B,2020-06,3.84B,1.803B,-293.00M,-293.00M,4.843B,427.00M,34.13B,2.323B,10.43B,2.03B,227.00M,964.00M,6.206B,1.295B,10.66B,65.01B,31.61B,22.90B,10.52B,54.35B,42.12B,43.83B,2.395B,1.15B,5.366B
AMGN,2020-03,-662.00M,8.012B,1.513B,1.84B,3.09,3.07,33.34B,0,4.648B,2020-03,3.682B,1.825B,-335.00M,-335.00M,4.879B,665.00M,30.01B,2.355B,9.987B,2.02B,195.00M,952.00M,6.161B,1.316B,9.485B,61.67B,31.52B,18.81B,11.83B,52.18B,42.86B,40.36B,2.293B,1.338B,5.009B
AMGN,2019-12,-528.00M,8.911B,1.253B,2.953B,2.87,2.85,34.12B,0,4.944B,2019-12,3.584B,1.703B,-65.00M,-65.00M,4.928B,763.00M,26.95B,2.048B,8.901B,1.983B,280.00M,1.312B,6.197B,1.513B,9.673B,59.71B,31.53B,18.44B,12.84B,50.03B,41.27B,37.20B,2.896B,2.874B,4.057B
AMGN,2019-09,-388.00M,20.85B,1.036B,2.049B,3.29,3.27,21.41B,0,4.701B,2019-09,3.243B,1.968B,-199.00M,-199.00M,4.901B,811.00M,27.74B,2.476B,8.688B,2.277B,309.00M,1.001B,5.737B,1.223B,10.93B,59.54B,31.45B,31.05B,10.74B,48.61B,28.48B,37.87B,2.225B,1.005B,3.606B
AMGN,2019-06,-465.00M,21.76B,1.012B,2.816B,3.59,3.57,21.50B,0,4.859B,2019-06,3.176B,2.179B,-114.00M,-114.00M,4.882B,864.00M,27.80B,2.678B,7.806B,2.564B,385.00M,924.00M,5.871B,1.26B,10.79B,59.37B,31.31B,30.75B,10.62B,48.58B,28.63B,37.96B,2.181B,1.001B,3.801B
AMGN,2019-03,-516.00M,26.30B,1.055B,3.705B,3.2,3.18,21.82B,0,4.502B,2019-03,3.016B,1.992B,-158.00M,-158.00M,4.892B,978.00M,29.32B,2.472B,9.001B,2.314B,322.00M,879.00M,5.557B,1.154B,10.83B,64.00B,31.24B,35.15B,12.71B,53.16B,28.85B,40.46B,2.03B,1.091B,3.771B
AMGN,2018-12,-769.00M,29.30B,1.096B,4.419B,3.04,3.01,22.14B,0,5.134B,2018-12,2.94B,1.928B,-197.00M,-197.00M,4.958B,0,29.51B,2.382B,8.068B,2.185B,257.00M,1.182B,6.23B,1.559B,12.50B,66.42B,31.25B,37.62B,13.49B,53.92B,28.80B,40.43B,2.752B,2.121B,3.58B
AMGN,2018-09,-809.00M,29.92B,1.037B,5.077B,2.88,2.86,22.47B,0,4.867B,2018-09,3.017B,1.859B,-229.00M,-229.00M,4.899B,0,29.35B,2.323B,7.355B,2.094B,235.00M,926.00M,5.904B,1.293B,14.35B,67.33B,31.14B,38.32B,12.43B,52.98B,29.01B,40.55B,2.544B,1.042B,3.441B
AMGN,2018-06,-873.00M,29.40B,1.024B,4.288B,3.5,3.48,23.17B,12.58B,5.035B,2018-06,3.063B,2.296B,-185.00M,-185.00M,4.922B,1.155B,30.21B,2.832B,6.917B,2.647B,351.00M,869.00M,6.059B,1.353B,14.91B,67.68B,31.05B,37.97B,11.20B,52.78B,29.71B,41.57B,2.203B,1.026B,3.504B
AMGN,2018-03,-994.00M,32.17B,944.00M,2.183B,3.27,3.25,23.55B,12.43B,4.61B,2018-03,2.952B,2.311B,-107.00M,-107.00M,4.943B,1.215B,33.36B,2.726B,8.296B,2.619B,308.00M,760.00M,5.554B,1.127B,15.62B,71.16B,31.00B,40.69B,10.48B,55.54B,30.48B,45.06B,1.884B,1.089B,3.633B
AMGN,2017-12,-679.00M,41.68B,1.059B,1.152B,-5.89,-5.89,23.37B,0,4.743B,2017-12,2.834B,-4.264B,-31.00M,-31.00M,4.989B,1.166B,34.19B,2.245B,7.052B,2.214B,6.478B,1.043B,5.802B,1.427B,25.24B,79.95B,30.99B,49.48B,9.02B,54.71B,30.48B,45.69B,2.498B,2.305B,3.237B
AMGN,2017-09,-443.00M,41.35B,990.00M,1.999B,2.78,2.76,23.65B,0,4.783B,2017-09,2.927B,2.021B,-58.00M,-58.00M,4.914B,2.131B,33.78B,2.439B,6.194B,2.381B,360.00M,877.00M,5.773B,1.17B,32.23B,80.33B,30.90B,49.75B,8.193B,48.10B,30.58B,39.91B,2.344B,879.00M,3.404B
AMGN,2017-06,-449.00M,39.23B,1.024B,1.459B,2.93,2.91,24.33B,0,4.786B,2017-06,2.961B,2.151B,-156.00M,-156.00M,4.98B,2.299B,33.60B,2.698B,6.356B,2.542B,391.00M,873.00M,5.81B,1.209B,31.72B,79.59B,30.79B,48.44B,7.815B,47.86B,31.14B,40.05B,2.088B,883.00M,3.56B
