Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
AMGN,2017-03,-362.00M,38.40B,996.00M,3.799B,2.81,2.79,24.68B,0,4.468B,2017-03,2.871B,2.071B,-131.00M,-131.00M,4.96B,2.37B,30.29B,2.591B,6.724B,2.46B,389.00M,769.00M,5.464B,1.064B,30.64B,77.86B,30.77B,46.46B,10.52B,47.22B,31.41B,36.70B,1.877B,902.00M,3.248B
AMGN,2016-12,-471.00M,38.08B,1.067B,4.403B,2.61,2.59,25.03B,0,4.898B,2016-12,2.745B,1.935B,-202.00M,-202.00M,4.961B,2.436B,30.19B,2.485B,5.881B,2.283B,348.00M,1.078B,5.965B,1.323B,29.88B,77.63B,30.78B,46.01B,11.20B,47.75B,31.62B,36.55B,2.413B,1.766B,3.165B
AMGN,2016-09,-139.00M,37.98B,1.027B,4.797B,2.7,2.68,25.49B,0,4.784B,2016-09,2.681B,2.017B,-109.00M,-109.00M,4.912B,2.412B,30.53B,2.527B,5.745B,2.418B,401.00M,990.00M,5.811B,1.244B,30.77B,78.15B,30.69B,45.84B,10.54B,47.38B,32.31B,36.84B,2.257B,825.00M,3.186B
AMGN,2016-06,-106.00M,35.03B,1.05B,5.294B,2.49,2.47,25.87B,0,4.638B,2016-06,2.671B,1.87B,-176.00M,-176.00M,4.884B,2.598B,27.93B,2.38B,5.536B,2.204B,334.00M,900.00M,5.688B,1.292B,30.13B,75.47B,30.60B,42.95B,10.83B,45.34B,32.52B,34.51B,2.258B,870.00M,3.078B
AMGN,2016-03,-268.00M,34.74B,1.018B,2.247B,2.52,2.5,26.25B,0,4.509B,2016-03,2.572B,1.90B,-144.00M,-144.00M,4.885B,2.202B,32.06B,2.402B,6.276B,2.258B,358.00M,872.00M,5.527B,1.203B,28.68B,75.12B,30.59B,42.21B,8.523B,46.43B,32.91B,37.91B,2.107B,818.00M,3.078B
AMGN,2015-12,-480.00M,31.38B,1.071B,2.247B,2.39,2.37,26.43B,12.17B,4.465B,2015-12,2.435B,1.80B,-120.00M,-120.00M,4.907B,2.239B,29.18B,2.033B,5.501B,1.913B,113.00M,1.093B,5.536B,1.416B,28.08B,71.45B,30.65B,38.52B,8.664B,43.37B,32.93B,34.70B,2.432B,1.719B,2.995B
AMGN,2015-09,-237.00M,31.12B,1.034B,1.25B,2.46,2.44,26.29B,12.26B,4.689B,2015-09,2.531B,1.863B,-147.00M,-147.00M,4.988B,3.109B,30.51B,2.339B,5.915B,2.192B,329.00M,1.119B,5.723B,1.244B,27.97B,71.87B,30.56B,38.84B,7.165B,43.90B,33.02B,36.74B,2.35B,1.067B,2.901B
AMGN,2015-06,-68.00M,29.99B,1.089B,1.25B,2.18,2.15,26.71B,12.29B,4.281B,2015-06,2.567B,1.653B,-79.00M,-79.00M,5.05B,3.227B,30.70B,2.076B,5.641B,1.997B,344.00M,964.00M,5.37B,1.16B,27.48B,71.21B,30.46B,37.74B,6.891B,43.72B,33.47B,36.83B,2.205B,934.00M,2.779B
AMGN,2015-03,137.00M,27.12B,1.033B,500.00M,2.13,2.11,26.99B,0,4.00B,2015-03,2.686B,1.623B,-146.00M,-146.00M,5.123B,3.33B,29.84B,2.022B,5.836B,1.876B,253.00M,894.00M,5.033B,1.026B,26.51B,68.95B,30.42B,35.06B,6.336B,42.45B,33.89B,36.11B,1.978B,888.00M,2.548B
AMGN,2014-12,-8.00M,27.03B,1.183B,500.00M,1.7,1.68,27.48B,0,4.148B,2014-12,2.647B,1.294B,-173.00M,-173.00M,5.223B,3.461B,30.22B,1.459B,5.588B,1.286B,-8.00M,1.234B,5.331B,1.327B,25.78B,69.01B,30.41B,34.71B,7.008B,43.23B,34.30B,36.22B,2.689B,1.596B,2.546B
AMGN,2014-09,-104.00M,28.08B,1.068B,2.50B,1.63,1.61,27.92B,0,3.963B,2014-09,2.885B,1.244B,-129.00M,-129.00M,5.267B,3.498B,30.48B,1.466B,6.051B,1.337B,93.00M,1.018B,5.031B,1.213B,25.32B,70.78B,30.13B,36.05B,8.551B,45.45B,34.73B,36.90B,2.497B,955.00M,2.355B
AMGN,2014-06,-123.00M,26.19B,1.081B,2.50B,2.04,2.01,28.34B,0,4.099B,2014-06,2.954B,1.547B,-144.00M,-144.00M,5.371B,0,30.83B,1.902B,5.366B,1.758B,211.00M,1.018B,5.18B,1.136B,24.38B,69.53B,29.98B,34.33B,7.866B,45.15B,35.21B,37.29B,2.197B,982.00M,2.697B
AMGN,2014-03,-126.00M,19.80B,1.09B,2.505B,1.42,1.4,28.40B,0,3.431B,2014-03,2.966B,1.073B,-160.00M,-160.00M,5.365B,0,29.52B,1.364B,5.698B,1.204B,131.00M,1.027B,4.521B,1.023B,22.74B,67.00B,29.89B,28.30B,8.203B,44.26B,38.70B,36.06B,2.067B,949.00M,2.514B
AMGN,2013-12,-161.00M,19.40B,1.029B,2.505B,1.35,1.33,28.23B,0,3.982B,2013-12,3.019B,1.021B,-173.00M,-173.00M,5.349B,0,29.62B,1.187B,4.439B,1.014B,-7.00M,1.249B,5.011B,1.521B,22.10B,66.12B,29.89B,27.37B,7.947B,44.03B,38.76B,36.08B,2.795B,1.247B,2.697B
AMGN,2013-09,-97.00M,22.56B,788.00M,11.00M,1.81,1.79,16.25B,0,3.96B,2013-09,2.838B,1.368B,-185.00M,-185.00M,5.283B,0,27.18B,1.688B,4.832B,1.503B,135.00M,989.00M,4.748B,1.249B,21.73B,57.07B,29.66B,30.68B,4.843B,35.34B,26.40B,30.50B,2.272B,895.00M,3.23B
AMGN,2013-06,-71.00M,22.02B,785.00M,7.00M,1.67,1.65,16.35B,11.95B,3.894B,2013-06,2.773B,1.258B,-145.00M,-145.00M,5.293B,0,23.91B,1.55B,4.777B,1.405B,147.00M,967.00M,4.679B,1.256B,20.59B,52.61B,29.52B,29.67B,4.784B,32.02B,22.94B,27.23B,2.344B,1.006B,2.674B
AMGN,2013-03,137.00M,21.27B,744.00M,7.00M,1.91,1.88,16.50B,11.78B,3.494B,2013-03,2.737B,1.434B,-99.00M,-99.00M,5.296B,0,23.88B,1.442B,5.135B,1.343B,-91.00M,878.00M,4.238B,1.158B,19.49B,51.64B,29.46B,28.70B,5.142B,32.15B,22.94B,27.01B,2.052B,940.00M,2.528B
AMGN,2012-12,146.00M,24.06B,922.00M,2.495B,1.03,1.01,16.63B,11.64B,3.499B,2012-12,2.744B,788.00M,-165.00M,-165.00M,5.326B,0,24.03B,1.088B,4.686B,923.00M,135.00M,938.00M,4.421B,1.373B,19.06B,54.30B,29.34B,31.21B,8.191B,35.24B,23.09B,27.05B,2.411B,1.26B,2.518B
AMGN,2012-09,147.00M,25.37B,775.00M,2.458B,1.44,1.41,16.27B,11.29B,3.544B,2012-09,2.769B,1.107B,-160.00M,-160.00M,5.381B,0,24.02B,1.423B,5.909B,1.263B,156.00M,880.00M,4.319B,1.131B,19.90B,55.45B,29.10B,32.60B,8.367B,35.55B,22.84B,27.18B,2.121B,878.00M,2.696B
AMGN,2012-06,151.00M,22.48B,752.00M,2.416B,1.63,1.61,23.09B,11.23B,3.725B,2012-06,2.592B,1.266B,-132.00M,-132.00M,5.437B,0,21.96B,1.589B,5.616B,1.457B,191.00M,826.00M,4.477B,1.231B,19.24B,52.23B,28.47B,29.56B,8.032B,32.99B,22.66B,24.96B,2.136B,884.00M,2.708B
AMGN,2012-03,106.00M,19.37B,750.00M,2.381B,1.5,1.48,22.64B,10.99B,3.298B,2012-03,2.499B,1.184B,-111.00M,-111.00M,5.392B,0,19.03B,1.477B,5.917B,1.366B,182.00M,736.00M,4.048B,1.079B,18.87B,49.25B,28.21B,26.86B,8.298B,30.38B,22.40B,22.08B,1.821B,891.00M,2.988B
AMGN,2011-12,171.00M,20.64B,937.00M,84.00M,1.09,1.08,14.33B,11.02B,3.036B,2011-12,2.484B,934.00M,-111.00M,-111.00M,5.42B,0,21.34B,1.162B,4.754B,1.051B,117.00M,851.00M,3.973B,1.221B,19.03B,48.87B,27.78B,27.59B,5.754B,29.84B,21.28B,24.09B,1.874B,642.00M,2.896B
AMGN,2011-09,118.00M,17.68B,605.00M,384.00M,0.5,0.5,14.45B,10.76B,3.339B,2011-09,2.357B,454.00M,-71.00M,-71.00M,5.391B,0,13.88B,525.00M,4.931B,454.00M,0,761.00M,3.944B,1.125B,23.55B,45.76B,27.60B,24.43B,5.315B,22.21B,21.34B,16.90B,2.814B,734.00M,2.725B
AMGN,2011-06,45.00M,19.17B,602.00M,83.00M,1.26,1.25,14.58B,0,3.357B,2011-06,2.23B,1.17B,7.00M,7.00M,5.516B,0,13.85B,1.332B,4.499B,1.339B,169.00M,819.00M,3.959B,1.13B,25.61B,46.94B,27.51B,25.48B,4.582B,21.32B,21.46B,16.74B,2.025B,870.00M,2.713B
AMGN,2011-03,-9.00M,15.36B,564.00M,83.00M,1.21,1.2,14.31B,0,3.142B,2011-03,2.098B,1.125B,13.00M,13.00M,5.455B,0,10.82B,1.293B,4.166B,1.306B,181.00M,736.00M,3.706B,1.023B,24.98B,42.71B,27.38B,21.69B,4.249B,17.73B,21.02B,13.48B,1.849B,832.00M,2.517B
