Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
URI,2020-12,-146.00M,202.00M,1.41B,882.00M,51.00M,4.108,4.09,5.816B,16.30B,869.00M,2020-12,125.00M,297.00M,-125.00M,-125.00M,9.997B,1.768B,9.527B,516.00M,728.00M,387.00M,90.00M,2.279B,258.00M,4.545B,17.87B,1.00M,2.017B,1.89B,13.32B,15.85B,11.43B,353.00M,511.00M,1.315B
URI,2020-09,-214.00M,174.00M,1.301B,700.00M,55.00M,2.88,2.87,5.848B,10.30B,886.00M,2020-09,108.00M,208.00M,-278.00M,-278.00M,10.30B,1.818B,9.875B,557.00M,1.216B,275.00M,67.00M,2.187B,232.00M,4.161B,17.91B,1.00M,1.728B,1.916B,13.75B,16.18B,11.83B,329.00M,541.00M,1.324B
URI,2020-06,-247.00M,127.00M,1.238B,806.00M,56.00M,2.94,2.93,5.896B,10.36B,701.00M,2020-06,107.00M,212.00M,-130.00M,-130.00M,10.36B,1.82B,10.13B,384.00M,1.115B,251.00M,39.00M,1.939B,222.00M,3.907B,17.90B,1.00M,1.622B,1.921B,13.99B,16.28B,12.07B,317.00M,316.00M,1.226B
URI,2020-03,-292.00M,513.00M,1.398B,854.00M,0,2.33,2.33,5.945B,10.69B,727.00M,2020-03,115.00M,173.00M,-136.00M,-136.00M,10.69B,1.878B,11.27B,360.00M,1.142B,226.00M,53.00M,2.125B,267.00M,3.635B,18.87B,1.00M,2.214B,1.996B,15.23B,16.65B,13.24B,367.00M,484.00M,1.413B
URI,2019-12,-186.00M,52.00M,1.491B,1.175B,0,4.501,4.49,6.049B,16.83B,965.00M,2019-12,120.00M,338.00M,-170.00M,-170.00M,11.06B,1.887B,10.96B,601.00M,709.00M,433.00M,95.00M,2.456B,268.00M,3.83B,18.97B,1.00M,1.842B,2.198B,15.14B,17.13B,12.94B,364.00M,480.00M,1.53B
URI,2019-09,-217.00M,60.00M,1.455B,973.00M,0,5.1,5.08,6.104B,11.40B,1.033B,2019-09,130.00M,391.00M,-147.00M,-147.00M,11.40B,1.80B,11.21B,658.00M,1.67B,510.00M,119.00M,2.488B,273.00M,3.65B,19.40B,1.00M,1.881B,2.643B,15.76B,17.52B,13.11B,375.00M,839.00M,1.595B
URI,2019-06,-194.00M,75.00M,1.379B,995.00M,0,3.45,3.444,6.153B,11.04B,911.00M,2019-06,135.00M,270.00M,-180.00M,-180.00M,11.04B,1.743B,11.20B,535.00M,1.54B,351.00M,81.00M,2.29B,271.00M,3.478B,19.05B,1.00M,1.84B,2.535B,15.57B,17.21B,13.03B,376.00M,752.00M,1.525B
URI,2019-03,-216.00M,52.00M,1.356B,930.00M,0,2.21,2.19,6.21B,10.64B,761.00M,2019-03,123.00M,175.00M,-151.00M,-151.00M,10.64B,1.714B,11.17B,377.00M,1.308B,220.00M,45.00M,2.117B,280.00M,3.375B,18.59B,1.00M,1.72B,2.238B,15.21B,16.87B,12.97B,384.00M,557.00M,1.487B
URI,2018-12,-237.00M,43.00M,1.308B,903.00M,0,3.846,3.8,6.142B,15.19B,998.00M,2018-12,109.00M,310.00M,-142.00M,-142.00M,10.21B,1.687B,10.84B,601.00M,855.00M,425.00M,115.00M,2.306B,302.00M,3.403B,18.13B,1.00M,1.761B,2.116B,14.73B,16.37B,12.61B,397.00M,639.00M,1.545B
URI,2018-09,-178.00M,65.00M,1.178B,896.00M,0,4.05,4.01,5.208B,9.439B,938.00M,2018-09,104.00M,333.00M,-118.00M,-118.00M,9.439B,1.628B,9.182B,598.00M,1.191B,460.00M,127.00M,2.116B,265.00M,3.334B,16.35B,1.00M,1.692B,2.087B,13.02B,14.66B,10.93B,340.00M,688.00M,1.438B
