Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
J,2016-03,-450.20M,559.72M,2.338B,2.727M,373.65M,0.54,0.54,3.397B,947.34M,444.22M,2016-03,65.25M,0.064M,0.064M,343.55M,829.42M,530.00M,86.78M,1.542B,90.46M,27.07M,2.782B,357.44M,4.376B,7.717B,122.15M,3.073B,1.918B,3.278B,4.644B,1.359B,357.44M,487.81M,2.415B
J,2015-12,-470.48M,443.72M,2.407B,2.833M,327.03M,0.38,0.38,3.405B,970.35M,440.47M,2015-12,46.51M,-1.323M,-1.323M,361.01M,838.72M,621.90M,59.45M,1.455B,57.79M,7.481M,2.848B,381.02M,4.306B,7.616B,122.78M,3.112B,1.785B,3.246B,4.504B,1.461B,381.02M,421.21M,2.424B
J,2015-09,-464.76M,460.86M,2.644B,13.36M,402.99M,0.25,0.24,3.402B,990.62M,473.35M,2015-09,29.86M,-2.42M,-2.42M,381.24M,863.87M,584.43M,53.83M,1.565B,49.29M,12.02M,3.117B,419.52M,4.292B,7.786B,123.15M,3.123B,1.981B,3.429B,4.663B,1.448B,419.52M,620.34M,2.549B
J,2015-06,-420.97M,553.56M,2.423B,38.36M,376.08M,0.74,0.73,3.417B,1.057B,484.60M,2015-06,91.06M,-3.812M,-3.812M,421.31M,820.50M,646.39M,100.43M,1.678B,97.19M,-0.12M,2.908B,384.16M,4.353B,7.959B,124.14M,3.474B,2.093B,3.560B,4.485B,1.467B,384.16M,510.75M,2.679B
J,2015-03,-428.90M,464.95M,2.412B,42.71M,343.00M,0.65,0.64,3.443B,1.064B,490.94M,2015-03,81.97M,-2.968M,-2.968M,433.84M,805.18M,712.71M,133.04M,1.619B,128.96M,40.85M,2.903B,357.90M,4.369B,7.931B,126.47M,3.416B,2.005B,3.522B,4.515B,1.518B,357.90M,470.82M,2.700B
J,2014-12,-401.50M,670.08M,2.668B,44.33M,417.41M,0.78,0.77,3.461B,1.085B,519.45M,2014-12,100.08M,-3.042M,-3.042M,447.14M,824.70M,706.61M,158.22M,1.777B,154.70M,48.50M,3.187B,361.22M,4.438B,8.243B,129.48M,3.686B,2.239B,3.770B,4.557B,1.531B,361.22M,549.93M,2.734B
J,2014-09,-363.55M,732.65M,2.677B,36.73M,506.81M,0.66,0.65,3.467B,1.092B,541.80M,2014-09,86.07M,1.321M,1.321M,456.80M,834.08M,764.08M,136.65M,1.806B,144.80M,53.75M,3.218B,405.15M,4.469B,8.454B,131.75M,3.892B,2.350B,3.948B,4.562B,1.598B,405.15M,675.25M,2.868B
J,2014-06,-303.99M,772.61M,2.670B,41.35M,366.98M,0.5,0.49,3.417B,1.133B,561.74M,2014-06,64.84M,-2.941M,-2.941M,455.63M,840.57M,789.42M,123.94M,1.762B,118.05M,46.74M,3.232B,437.80M,4.501B,8.333B,133.01M,3.753B,2.170B,3.800B,4.579B,1.630B,437.80M,441.96M,2.736B
J,2014-03,-319.51M,691.26M,2.659B,64.18M,378.50M,0.64,0.63,3.397B,1.133B,516.55M,2014-03,83.46M,-2.112M,-2.112M,471.90M,857.26M,932.15M,122.43M,1.540B,132.39M,41.59M,3.176B,394.12M,4.419B,8.236B,132.18M,3.649B,1.983B,3.772B,4.587B,1.789B,394.12M,325.73M,2.718B
J,2013-12,-314.77M,1.011B,2.615B,53.08M,449.93M,0.72,0.71,3.348B,1.110B,453.69M,2013-12,93.73M,1.987M,1.987M,468.34M,876.47M,1.041B,145.05M,1.659B,146.92M,47.97M,3.069B,308.64M,4.323B,8.441B,131.86M,3.944B,2.162B,4.080B,4.497B,1.918B,308.64M,470.34M,2.690B
J,2013-09,-304.13M,1.256B,2.668B,22.78M,402.68M,0.85,0.84,2.241B,919.17M,474.69M,2013-09,110.81M,-1.517M,-1.517M,379.30M,723.10M,415.09M,175.15M,1.462B,174.91M,58.42M,3.143B,299.54M,4.213B,7.274B,131.64M,4.040B,1.888B,3.026B,3.235B,1.138B,299.54M,537.90M,2.549B
J,2013-06,-300.70M,1.296B,2.614B,12.28M,289.21M,0.84,0.83,2.015B,883.73M,467.00M,2013-06,108.87M,-1.454M,-1.454M,361.27M,761.88M,432.70M,168.36M,1.432B,168.42M,56.33M,3.081B,298.64M,4.092B,7.050B,131.41M,3.800B,1.733B,2.928B,3.249B,1.195B,298.64M,349.27M,2.318B
J,2013-03,-287.69M,1.166B,2.370B,3.60M,257.78M,0.81,0.8,2.005B,883.09M,464.90M,2013-03,104.40M,-1.936M,-1.936M,358.85M,772.25M,447.21M,165.20M,1.393B,161.91M,54.82M,2.835B,299.70M,3.956B,6.872B,130.72M,3.642B,1.654B,2.882B,3.230B,1.228B,299.70M,354.54M,2.274B
J,2012-12,-291.60M,1.242B,2.324B,5.124M,296.16M,0.77,0.76,2.012B,873.88M,435.72M,2012-12,99.01M,-2.604M,-2.604M,340.96M,795.83M,513.11M,160.27M,1.450B,156.31M,51.79M,2.760B,275.45M,3.829B,6.937B,130.24M,3.695B,1.751B,3.068B,3.241B,1.318B,275.45M,411.36M,2.224B
J,2012-09,-281.89M,1.032B,2.340B,0,304.62M,0.84,0.83,2.254B,856.06M,446.66M,2012-09,107.41M,-1.772M,-1.772M,331.13M,796.34M,528.26M,167.62M,1.442B,170.10M,59.01M,2.786B,279.04M,3.722B,6.839B,129.94M,3.612B,1.747B,3.081B,3.227B,1.333B,279.04M,463.76M,2.349B
J,2012-06,-220.42M,898.59M,2.340B,1.80M,296.76M,0.77,0.76,1.993B,822.48M,433.08M,2012-06,97.90M,-0.665M,-0.665M,311.31M,701.87M,510.64M,153.37M,1.334B,151.37M,50.38M,2.773B,279.72M,3.657B,6.483B,129.66M,3.305B,1.571B,2.784B,3.177B,1.213B,279.72M,378.94M,2.208B
J,2012-03,-217.50M,921.51M,2.277B,255.78M,0,0.66,0.65,1.878B,807.62M,426.20M,2012-03,83.93M,-0.933M,-0.933M,297.40M,655.00M,285.38M,133.14M,1.318B,132.32M,44.87M,2.703B,293.07M,3.545B,6.332B,128.91M,3.265B,1.829B,2.769B,3.067B,940.38M,293.07M,352.82M,2.147B
J,2011-12,-223.76M,959.24M,2.211B,535.72M,0,0.71,0.7,1.781B,784.98M,421.04M,2011-12,89.71M,-2.267M,-2.267M,291.43M,650.19M,2.042M,141.95M,1.191B,139.55M,48.12M,2.632B,279.09M,3.439B,6.126B,128.38M,3.159B,2.023B,2.674B,2.968B,650.19M,279.09M,369.40M,2.027B
J,2011-09,-237.54M,905.63M,2.297B,566.03M,0,0.75,0.74,2.132B,761.28M,426.56M,2011-09,94.28M,-1.157M,-1.157M,284.63M,705.27M,2.455M,147.90M,1.306B,145.16M,49.91M,2.723B,278.66M,3.313B,6.199B,127.78M,3.180B,2.169B,2.876B,3.019B,707.32M,278.66M,426.86M,2.077B
J,2011-06,-296.28M,773.82M,2.331B,548.74M,0,0.72,0.71,1.744B,775.16M,412.71M,2011-06,90.68M,-1.251M,-1.251M,292.87M,753.87M,379.70M,139.38M,1.300B,141.30M,49.36M,2.744B,273.33M,3.142B,6.039B,127.47M,3.125B,2.130B,2.886B,2.915B,756.32M,273.33M,365.82M,2.178B
J,2011-03,-284.57M,747.91M,2.169B,54.54M,0,0.64,0.63,1.732B,756.07M,389.18M,2011-03,80.25M,-1.571M,-1.571M,234.55M,722.14M,0,128.02M,1.141B,126.48M,45.14M,2.558B,261.17M,3.041B,5.638B,126.75M,2.934B,1.486B,2.588B,2.704B,1.102B,261.17M,325.70M,1.984B
