Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
PKG,2018-06,-149.00M,199.60M,1.347B,1.40M,1.98,1.97,1.273B,6.541B,420.60M,2018-06,763.70M,186.60M,-23.80M,-23.80M,3.026B,272.80M,2.500B,282.90M,570.10M,245.30M,58.70M,1.768B,137.70M,2.388B,6.316B,0.90M,1.957B,715.80M,3.928B,4.359B,3.212B,137.70M,525.60M,936.70M
PKG,2018-03,-153.00M,102.40M,1.334B,1.40M,1.48,1.48,1.283B,6.414B,356.10M,2018-03,766.40M,140.10M,-25.80M,-25.80M,2.961B,256.70M,2.500B,221.20M,560.60M,186.60M,46.50M,1.691B,134.90M,2.274B,6.140B,0.90M,1.833B,673.60M,3.866B,4.307B,3.192B,134.90M,503.40M,908.80M
PKG,2017-12,-156.90M,216.90M,1.313B,151.30M,2.85,2.84,1.293B,6.311B,371.40M,2017-12,762.50M,268.90M,-27.10M,-27.10M,2.925B,239.50M,2.499B,238.40M,522.90M,224.00M,-44.90M,1.684B,133.00M,2.183B,6.198B,0.90M,1.915B,832.70M,4.015B,4.282B,3.182B,133.00M,479.40M,900.20M
PKG,2017-09,-131.00M,370.50M,1.243B,157.80M,1.47,1.47,1.080B,6.198B,397.00M,2017-09,736.60M,139.10M,-25.70M,-25.70M,2.882B,342.10M,2.476B,267.40M,510.00M,216.90M,77.80M,1.640B,129.60M,1.994B,6.027B,0.90M,2.002B,824.30M,4.033B,4.025B,3.209B,129.60M,462.60M,851.30M
PKG,2017-06,-134.00M,321.00M,1.220B,157.80M,1.52,1.52,1.087B,6.12B,364.30M,2017-06,734.40M,143.20M,-25.50M,-25.50M,2.872B,342.70M,2.477B,234.70M,466.10M,208.60M,65.40M,1.584B,129.60M,1.907B,5.903B,0.90M,1.863B,760.20M,3.997B,4.040B,3.236B,129.60M,430.00M,755.20M
PKG,2017-03,-136.70M,254.00M,1.198B,157.80M,1.25,1.24,1.096B,6.065B,338.20M,2017-03,744.50M,117.40M,-24.30M,-24.30M,2.887B,349.30M,2.478B,210.40M,506.60M,179.10M,61.70M,1.536B,127.80M,1.825B,5.843B,0.90M,1.779B,776.00M,4.019B,4.064B,3.243B,127.80M,467.60M,733.30M
PKG,2016-12,-139.60M,239.30M,1.149B,27.10M,1.17,1.17,1.105B,6.010B,327.50M,2016-12,723.60M,110.70M,-27.30M,-27.30M,2.896B,334.70M,2.640B,205.00M,439.70M,168.60M,57.90M,1.477B,122.50M,1.760B,5.777B,0.90M,1.696B,625.40M,4.017B,4.081B,3.392B,122.50M,400.40M,703.10M
PKG,2016-09,-114.20M,279.80M,1.154B,27.00M,1.27,1.26,1.047B,5.952B,329.50M,2016-09,690.60M,119.30M,-23.40M,-23.40M,2.879B,360.90M,2.646B,212.60M,453.40M,183.00M,63.70M,1.484B,116.90M,1.730B,5.747B,0.90M,1.747B,637.50M,4.017B,4.000B,3.380B,116.90M,406.20M,731.50M
PKG,2016-06,-116.90M,213.60M,1.097B,7.70M,1.23,1.23,803.50M,5.830B,320.10M,2016-06,671.30M,115.90M,-22.50M,-22.50M,2.810B,353.90M,2.309B,205.30M,414.90M,177.70M,61.80M,1.417B,114.80M,1.662B,5.296B,0.90M,1.610B,551.50M,3.634B,3.686B,3.082B,114.80M,378.20M,664.70M
PKG,2016-03,-122.40M,162.30M,1.102B,7.70M,1.09,1.09,809.10M,5.770B,299.00M,2016-03,692.50M,103.70M,-21.60M,-21.60M,2.818B,357.20M,2.311B,184.70M,428.80M,159.20M,55.50M,1.401B,114.30M,1.591B,5.227B,0.90M,1.529B,545.30M,3.636B,3.698B,3.091B,114.30M,389.50M,631.40M
PKG,2015-12,-124.90M,184.20M,1.106B,7.70M,1.07,1.07,814.80M,5.715B,285.10M,2015-12,676.80M,104.20M,-22.30M,-22.30M,2.832B,347.00M,2.312B,179.70M,401.50M,153.60M,49.40M,1.391B,105.40M,1.633B,5.272B,1.00M,1.554B,561.90M,3.639B,3.718B,3.077B,105.40M,363.60M,664.70M
PKG,2015-09,-142.00M,186.90M,1.142B,7.60M,1.31,1.31,820.40M,5.684B,328.30M,2015-09,695.90M,127.80M,-21.70M,-21.70M,2.842B,402.70M,2.341B,215.60M,461.30M,197.70M,69.90M,1.471B,112.70M,1.615B,5.422B,1.00M,1.679B,628.40M,3.807B,3.743B,3.179B,112.70M,416.30M,683.50M
PKG,2015-06,-145.00M,163.70M,1.137B,7.60M,1.16,1.16,826.10M,5.631B,317.70M,2015-06,667.50M,114.00M,-22.20M,-22.20M,2.853B,402.70M,2.368B,201.80M,449.80M,175.40M,61.40M,1.454B,115.90M,1.591B,5.410B,1.00M,1.657B,606.20M,3.819B,3.752B,3.213B,115.90M,414.30M,708.00M
PKG,2015-03,-152.30M,126.40M,1.149B,7.60M,0.92,0.92,834.40M,5.591B,277.00M,2015-03,687.60M,90.80M,-19.20M,-19.20M,2.864B,399.90M,2.370B,163.30M,490.00M,137.90M,47.10M,1.426B,117.30M,1.556B,5.385B,1.00M,1.615B,621.30M,3.829B,3.771B,3.208B,113.70M,447.70M,676.70M
PKG,2014-12,-153.90M,124.90M,1.137B,7.60M,1,1,840.30M,5.515B,297.00M,2014-12,664.90M,98.50M,-23.10M,-23.10M,2.858B,334.20M,2.372B,186.50M,430.20M,150.10M,51.60M,1.434B,110.50M,1.521B,5.273B,1.00M,1.503B,611.00M,3.751B,3.770B,3.140B,110.50M,387.40M,651.20M
PKG,2014-09,-60.94M,154.32M,1.199B,7.582M,1.06,1.06,841.01M,5.465B,320.30M,2014-09,616.96M,104.40M,-23.10M,-23.10M,2.818B,426.09M,2.374B,200.70M,510.39M,165.30M,60.90M,1.519B,119.60M,1.552B,5.331B,0.984M,1.598B,690.04M,3.779B,3.733B,3.089B,119.60M,462.36M,717.95M
PKG,2014-06,-61.33M,161.99M,1.158B,7.565M,1.01,1.01,843.36M,5.381B,310.80M,2014-06,611.34M,99.60M,-21.40M,-21.40M,2.817B,430.95M,2.449B,187.90M,487.96M,158.80M,59.20M,1.468B,122.90M,1.483B,5.304B,0.984M,1.574B,657.91M,3.822B,3.730B,3.164B,122.90M,455.99M,707.09M
PKG,2014-03,-63.20M,185.71M,1.130B,7.547M,0.92,0.92,831.65M,5.294B,301.40M,2014-03,607.31M,90.10M,-20.80M,-20.80M,2.801B,423.97M,2.499B,184.90M,511.23M,140.10M,50.00M,1.431B,116.50M,1.418B,5.264B,0.983M,1.561B,643.43M,3.846B,3.703B,3.203B,116.50M,455.75M,696.34M
PKG,2013-12,-65.00M,191.00M,1.005B,40.00M,2.35,2.33,837.40M,5.233B,259.40M,2013-12,594.30M,228.07M,-27.97M,-27.97M,2.806B,434.80M,2.533B,159.41M,446.80M,94.95M,-133.12M,1.264B,99.99M,1.357B,5.244B,1.00M,1.531B,660.60M,3.887B,3.713B,3.226B,99.99M,417.00M,666.10M
PKG,2013-09,-86.09M,396.60M,617.84M,16.01M,0.88,0.87,102.90M,1.369B,227.60M,2013-09,266.89M,84.68M,-11.85M,-11.85M,1.369B,246.38M,791.55M,150.50M,337.89M,130.93M,46.25M,845.44M,77.10M,1.099B,2.657B,0.981M,1.136B,353.90M,1.558B,1.521B,1.204B,77.10M,203.19M,419.15M
PKG,2013-06,-95.31M,370.06M,604.98M,16.00M,0.69,0.68,103.75M,1.364B,195.25M,2013-06,263.01M,66.25M,-9.232M,-9.232M,1.364B,229.92M,795.55M,121.02M,328.15M,100.96M,34.71M,800.23M,74.22M,1.051B,2.615B,0.983M,1.102B,344.15M,1.564B,1.512B,1.219B,74.22M,204.14M,408.07M
PKG,2013-03,-111.28M,268.04M,569.96M,15.98M,0.65,0.64,104.60M,1.353B,185.25M,2013-03,270.18M,62.29M,-9.251M,-9.251M,1.353B,225.83M,799.54M,109.96M,270.40M,96.75M,34.46M,755.21M,75.28M,1.002B,2.516B,0.981M,1.012B,286.38M,1.514B,1.504B,1.228B,75.28M,173.52M,427.82M
PKG,2012-12,-114.04M,207.39M,567.58M,15.96M,0.63,0.63,105.44M,3.641B,169.02M,2012-12,268.77M,57.41M,-9.371M,-9.371M,1.366B,227.16M,803.53M,96.17M,154.19M,83.19M,25.78M,736.60M,72.85M,969.46M,2.454B,0.981M,937.03M,259.85M,1.484B,1.517B,1.224B,72.85M,126.85M,417.63M
PKG,2012-09,-101.97M,140.91M,560.92M,15.95M,0.41,0.41,106.31M,3.619B,162.55M,2012-09,260.77M,39.79M,-30.59M,-30.59M,1.376B,135.36M,807.52M,94.03M,291.31M,61.48M,21.69M,723.47M,68.52M,940.10M,2.455B,0.981M,924.83M,307.26M,1.515B,1.530B,1.208B,68.52M,171.89M,462.25M
PKG,2012-06,-103.04M,515.12M,554.36M,415.59M,0.47,0.46,107.15M,0,158.11M,2012-06,258.62M,45.15M,-13.26M,-13.26M,1.394B,125.06M,811.50M,87.50M,274.36M,70.60M,25.45M,712.47M,70.60M,922.72M,2.831B,0.981M,1.286B,689.95M,1.909B,1.546B,1.219B,70.60M,158.59M,439.30M
PKG,2012-03,-88.86M,84.02M,526.34M,15.92M,0.18,0.18,108.17M,0,145.02M,2012-03,263.28M,17.84M,-9.683M,-9.683M,1.477B,150.83M,815.42M,171.69M,304.83M,159.43M,141.58M,671.36M,68.83M,921.94M,2.492B,0.98M,865.20M,320.75M,1.570B,1.627B,1.250B,-26.67M,177.66M,442.35M
PKG,2011-12,-97.78M,156.31M,520.07M,15.72M,0.4,0.4,83.26M,0,134.23M,2011-12,254.68M,39.46M,-9.294M,-9.294M,1.477B,113.98M,814.56M,78.53M,270.41M,58.51M,19.05M,654.31M,65.16M,928.91M,2.412B,0.983M,812.06M,376.50M,1.484B,1.600B,1.107B,55.70M,231.54M,319.99M
PKG,2011-09,-62.12M,40.12M,533.08M,109.71M,0.42,0.42,71.66M,0,137.75M,2011-09,244.38M,41.78M,-6.727M,-6.727M,1.434B,0,570.66M,71.18M,312.27M,64.45M,22.68M,670.82M,65.34M,973.55M,2.233B,0.996M,669.91M,421.98M,1.259B,1.563B,837.21M,66.57M,196.67M,338.52M
PKG,2011-06,-37.32M,119.18M,528.58M,109.69M,0.39,0.39,70.54M,0,136.90M,2011-06,226.52M,39.37M,-6.321M,-6.321M,1.402B,8.988M,570.75M,67.86M,316.04M,61.54M,22.17M,665.48M,64.54M,1.021B,2.259B,1.016M,742.29M,425.74M,1.238B,1.517B,812.24M,69.04M,210.04M,334.84M
PKG,2011-03,-38.03M,173.01M,496.36M,109.68M,0.37,0.37,49.62M,0,133.14M,2011-03,233.92M,37.42M,-6.903M,-6.903M,1.360B,9.179M,570.84M,65.90M,277.63M,59.00M,21.58M,629.50M,63.50M,1.020B,2.221B,1.02M,772.10M,387.31M,1.200B,1.449B,813.14M,67.24M,188.30M,308.82M
