Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
CHTR,2020-12,0,998.00M,7.718B,1.243B,436.00M,6.33,6.05,102.49B,66.00B,4.906B,2020-12,1.246B,-965.00M,-965.00M,34.36B,18.11B,81.74B,2.497B,8.196B,1.655B,254.00M,12.62B,0,23.80B,144.21B,0,3.906B,9.875B,113.92B,140.30B,104.05B,2.409B,1.318B,2.201B
CHTR,2020-09,0,1.283B,7.483B,1.948B,477.00M,4.01,3.9,103.34B,64.60B,4.556B,2020-09,814.00M,-946.00M,-946.00M,34.20B,17.93B,77.95B,2.186B,7.831B,1.109B,177.00M,12.04B,0,26.91B,144.19B,0,4.06B,10.26B,110.48B,140.13B,100.22B,2.37B,1.313B,2.068B
CHTR,2020-06,0,2.097B,7.297B,929.00M,471.00M,3.72,3.63,103.78B,63.21B,4.399B,2020-06,766.00M,-957.00M,-957.00M,34.07B,17.79B,77.66B,1.971B,7.742B,1.042B,166.00M,11.70B,0,29.36B,145.14B,0,4.765B,9.142B,108.74B,140.37B,99.59B,2.428B,1.249B,1.994B
CHTR,2020-03,-2.00M,2.908B,7.432B,5.123B,477.00M,1.91,1.86,104.26B,63.13B,4.306B,2020-03,396.00M,-980.00M,-980.00M,34.10B,17.66B,74.79B,1.809B,7.615B,496.00M,29.00M,11.74B,0,29.63B,146.55B,0,5.759B,13.22B,109.83B,140.79B,96.62B,2.497B,1.244B,2.091B
CHTR,2019-12,-2.00M,3.483B,7.309B,3.714B,460.00M,3.36,3.28,104.33B,62.25B,4.452B,2019-12,714.00M,-964.00M,-964.00M,34.59B,17.71B,75.58B,1.991B,8.211B,932.00M,110.00M,11.76B,0,31.44B,148.19B,0,6.471B,12.38B,109.38B,141.72B,96.99B,2.461B,1.323B,2.227B
CHTR,2019-09,-2.00M,508.00M,7.435B,3.719B,526.00M,1.77,1.74,105.28B,61.69B,4.015B,2019-09,387.00M,-963.00M,-963.00M,35.32B,17.61B,72.38B,1.60B,7.737B,593.00M,126.00M,11.45B,0,32.97B,145.27B,0,3.388B,11.98B,104.74B,141.88B,92.76B,2.415B,1.238B,2.284B
CHTR,2019-06,-2.00M,696.00M,7.244B,1.73B,389.00M,1.41,1.39,105.79B,60.64B,4.103B,2019-06,314.00M,-945.00M,-945.00M,35.64B,17.52B,72.84B,1.603B,7.756B,470.00M,84.00M,11.35B,0,35.29B,146.08B,0,3.34B,9.875B,102.99B,142.74B,93.12B,2.50B,1.333B,2.07B
CHTR,2019-03,-2.00M,1.451B,7.236B,3.737B,487.00M,1.13,1.11,106.34B,60.57B,3.97B,2019-03,253.00M,-925.00M,-925.00M,35.96B,17.47B,71.55B,1.42B,7.726B,436.00M,119.00M,11.21B,0,35.73B,147.26B,0,3.751B,11.95B,103.61B,143.51B,91.66B,2.55B,1.151B,1.578B
CHTR,2018-12,0,551.00M,7.139B,3.29B,494.00M,1.31,1.29,106.91B,58.20B,4.092B,2018-12,296.00M,-910.00M,-910.00M,35.13B,17.39B,69.54B,1.558B,8.311B,362.00M,2.00M,11.23B,0,36.28B,146.13B,0,2.73B,12.10B,101.86B,143.40B,89.76B,2.534B,1.284B,1.733B
CHTR,2018-09,0,612.00M,7.012B,3.339B,498.00M,2.14,2.11,107.48B,56.25B,3.88B,2018-09,493.00M,-901.00M,-901.00M,34.74B,17.42B,69.14B,1.398B,8.013B,693.00M,109.00M,10.89B,0,37.10B,146.08B,0,2.729B,11.85B,100.86B,143.36B,89.01B,2.482B,1.179B,1.736B
CHTR,2018-06,-2.00M,773.00M,6.873B,5.387B,486.00M,1.17,1.15,108.02B,54.46B,3.981B,2018-06,273.00M,-878.00M,-878.00M,34.41B,17.38B,66.73B,1.389B,8.151B,380.00M,41.00M,10.85B,0,37.44B,146.25B,0,2.75B,14.02B,100.61B,143.50B,86.58B,2.592B,1.29B,1.619B
CHTR,2018-03,-1.00M,576.00M,6.836B,3.34B,472.00M,0.71,0.7,108.62B,53.80B,3.821B,2018-03,168.00M,-851.00M,-851.00M,34.00B,17.35B,67.61B,1.111B,7.79B,251.00M,28.00M,10.66B,0,38.77B,146.15B,0,2.398B,11.60B,99.03B,143.75B,87.42B,2.71B,1.136B,1.409B
CHTR,2017-12,-1.00M,621.00M,6.684B,2.045B,395.00M,39.66,34.56,109.51B,51.96B,3.918B,2017-12,9.553B,-840.00M,-840.00M,33.89B,17.31B,68.19B,1.176B,8.65B,431.00M,-9.186B,10.60B,0,39.08B,146.62B,0,2.555B,11.09B,99.09B,144.07B,88.00B,2.742B,1.296B,1.635B
CHTR,2017-09,-2.00M,2.164B,6.703B,2.068B,405.00M,0.19,0.19,110.11B,49.68B,3.755B,2017-09,48.00M,-788.00M,-788.00M,33.30B,26.58B,66.06B,1.054B,7.946B,118.00M,26.00M,10.46B,0,33.23B,148.23B,0,4.132B,10.42B,105.65B,144.10B,95.23B,2.701B,1.164B,1.652B
CHTR,2017-06,-4.00M,694.00M,6.575B,2.007B,364.00M,0.53,0.52,110.76B,47.64B,3.782B,2017-06,139.00M,-749.00M,-749.00M,32.95B,26.57B,63.25B,1.187B,7.759B,243.00M,48.00M,10.36B,0,36.63B,146.96B,0,2.564B,8.123B,100.53B,144.40B,92.40B,2.595B,1.132B,1.489B
