Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
EQIX,2020-12,-913.37M,1.609B,830.74M,524.36M,118.37M,0.57,0.57,7.643B,23.15B,733.38M,2020-12,50.99M,-89.67M,-89.67M,15.98B,362.70M,13.40B,253.18M,839.77M,92.24M,41.30M,1.564B,480.20M,10.63B,27.01B,0.089M,2.609B,2.025B,16.37B,24.40B,14.35B,480.20M,242.38M,860.22M
EQIX,2020-09,-1.102B,2.659B,767.98M,2.379B,92.90M,0.75,0.74,7.172B,14.55B,751.79M,2020-09,66.69M,-98.28M,-98.28M,14.55B,303.04M,11.36B,299.71M,1.186B,96.73M,29.90M,1.520B,452.08M,10.56B,26.44B,0.089M,4.044B,3.796B,15.88B,22.39B,12.08B,452.08M,822.06M,705.51M
EQIX,2020-06,-1.140B,4.807B,739.34M,2.546B,100.04M,1.53,1.52,7.091B,14.06B,730.78M,2020-06,133.30M,-106.80M,-106.80M,14.06B,412.85M,12.92B,295.76M,1.081B,178.10M,44.75M,1.470B,435.01M,10.39B,27.79B,0.089M,5.981B,3.856B,17.40B,21.81B,13.55B,435.01M,745.52M,691.59M
EQIX,2020-03,-1.207B,1.197B,736.28M,604.73M,0,1.39,1.38,7.036B,13.59B,708.26M,2020-03,118.79M,-103.06M,-103.06M,13.59B,0,12.47B,266.21M,1.035B,149.15M,30.19M,1.445B,442.05M,8.669B,23.59B,0.086M,2.320B,1.838B,14.92B,21.27B,13.08B,442.05M,717.57M,687.15M
EQIX,2019-12,-934.61M,1.880B,725.64M,941.67M,0,1.47,1.46,6.884B,19.56B,691.50M,2019-12,125.00M,-110.08M,-110.08M,13.63B,0,12.35B,285.44M,829.92M,162.47M,37.63M,1.417B,406.06M,8.841B,23.97B,0.086M,2.873B,2.158B,15.13B,21.09B,12.97B,406.06M,196.36M,858.34M
EQIX,2019-09,-1.040B,1.422B,704.34M,573.78M,0,1.42,1.41,6.777B,12.71B,692.47M,2019-09,120.85M,-110.47M,-110.47M,12.71B,0,11.69B,289.08M,1.091B,178.64M,57.83M,1.397B,403.39M,8.761B,22.84B,0.086M,2.853B,1.836B,14.08B,19.99B,12.24B,403.39M,755.15M,746.57M
EQIX,2019-06,-958.44M,1.631B,698.18M,575.55M,0,1.7,1.69,6.973B,12.46B,686.80M,2019-06,143.53M,-112.78M,-112.78M,12.46B,0,11.69B,294.94M,1.113B,191.18M,47.32M,1.385B,391.86M,8.749B,22.89B,0.085M,2.989B,1.884B,14.14B,19.90B,12.25B,391.86M,768.67M,752.68M
EQIX,2019-03,-942.36M,1.648B,682.03M,561.47M,0,1.44,1.44,7.051B,12.36B,681.19M,2019-03,118.08M,-118.64M,-118.64M,12.36B,0,11.84B,296.43M,1.010B,160.32M,42.57M,1.363B,384.76M,8.425B,22.49B,0.084M,2.626B,1.685B,14.07B,19.87B,12.38B,384.76M,746.77M,703.84M
EQIX,2018-12,-945.70M,610.71M,670.94M,451.97M,0,1.37,1.36,7.170B,16.00B,639.15M,2018-12,110.02M,-126.98M,-126.98M,11.03B,0,10.88B,271.20M,709.20M,136.08M,26.05M,1.310B,367.95M,7.219B,20.24B,0.081M,1.516B,1.515B,13.03B,18.73B,11.51B,367.95M,224.59M,750.75M
EQIX,2018-09,-922.15M,885.90M,660.31M,322.06M,0,1.56,1.55,7.236B,0,623.44M,2018-09,124.82M,-127.65M,-127.65M,10.68B,0,11.03B,258.62M,1.015B,143.34M,18.51M,1.284B,364.82M,7.160B,20.29B,0.081M,1.807B,1.461B,13.13B,18.48B,11.67B,364.82M,739.12M,662.40M
