Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
EQIX,2018-06,-877.99M,984.51M,651.80M,311.32M,110.44M,0.85,0.85,7.310B,13.74B,610.14M,2018-06,67.62M,-130.72M,-130.72M,10.38B,482.18M,11.08B,245.45M,979.99M,73.97M,6.356M,1.262B,364.69M,6.925B,20.07B,0.08M,1.851B,1.434B,13.15B,18.22B,11.71B,364.69M,710.58M,616.47M
EQIX,2018-03,-718.17M,2.051B,622.43M,157.08M,98.16M,0.79,0.79,6.842B,10.65B,593.45M,2018-03,62.89M,-121.67M,-121.67M,9.697B,455.10M,10.95B,230.51M,944.42M,79.65M,16.76M,1.216B,362.93M,7.141B,19.94B,0.08M,2.943B,1.246B,12.80B,17.00B,11.55B,362.93M,686.61M,645.47M
EQIX,2017-12,-785.19M,1.441B,619.62M,143.20M,0,0.83,0.82,6.797B,0,580.60M,2017-12,65.22M,-122.89M,-122.89M,9.395B,0,9.937B,239.17M,736.22M,94.15M,28.94M,1.200B,341.43M,6.850B,18.69B,0.079M,2.249B,1.243B,11.84B,16.44B,10.60B,341.43M,243.20M,695.07M
EQIX,2017-09,-783.95M,1.630B,582.36M,144.66M,0,1.02,1.02,6.562B,0,569.90M,2017-09,79.90M,-119.54M,-119.54M,9.006B,0,9.881B,226.95M,862.67M,82.09M,2.194M,1.152B,342.96M,6.542B,18.31B,0.079M,2.444B,1.157B,11.77B,15.86B,10.61B,342.96M,657.23M,597.24M
EQIX,2017-06,-811.32M,1.068B,522.20M,145.96M,0,0.59,0.58,6.608B,0,544.22M,2017-06,45.80M,-114.60M,-114.60M,8.747B,0,9.143B,211.30M,804.97M,55.13M,9.325M,1.066B,332.92M,6.524B,17.47B,0.078M,1.850B,1.091B,10.95B,15.62B,9.859B,332.92M,612.59M,545.73M
EQIX,2017-03,-882.74M,4.938B,468.96M,180.00M,0,0.58,0.57,3.764B,0,480.56M,2017-03,42.06M,-108.59M,-108.59M,7.606B,0,9.001B,170.24M,706.14M,55.46M,13.39M,949.52M,310.33M,6.518B,17.18B,0.078M,5.574B,1.020B,10.67B,11.61B,9.647B,310.33M,515.96M,429.99M
EQIX,2016-12,-949.14M,751.88M,465.92M,168.97M,0,0.86,0.86,3.705B,0,476.73M,2016-12,61.75M,-97.81M,-97.81M,7.199B,0,6.591B,184.39M,565.77M,83.16M,19.49M,942.65M,292.34M,4.366B,12.61B,0.072M,1.468B,1.029B,8.243B,11.14B,7.214B,292.34M,205.77M,545.06M
EQIX,2016-09,-713.77M,988.36M,470.30M,611.10M,0,0.73,0.72,3.922B,0,454.37M,2016-09,51.45M,-91.44M,-91.44M,7.251B,0,6.314B,162.20M,720.28M,71.55M,22.78M,924.68M,292.18M,4.624B,13.10B,0.072M,1.660B,1.496B,8.474B,11.44B,6.978B,292.18M,534.60M,377.53M
EQIX,2016-06,-643.79M,486.49M,456.97M,603.94M,0,0.64,0.64,3.979B,0,443.54M,2016-06,44.71M,-99.49M,-99.49M,6.959B,0,6.397B,167.25M,661.60M,53.11M,13.81M,900.51M,276.29M,4.705B,13.27B,0.071M,2.095B,1.560B,8.564B,11.17B,7.004B,276.29M,498.21M,346.99M
EQIX,2016-03,-416.55M,646.11M,427.68M,683.67M,0,-0.46,-0.46,4.205B,0,416.48M,2016-03,-31.11M,-99.94M,-99.94M,6.888B,0,6.498B,143.98M,600.03M,-47.96M,-10.63M,844.16M,272.49M,4.819B,13.50B,0.069M,2.168B,1.580B,8.677B,11.33B,7.097B,272.49M,475.34M,326.44M
EQIX,2015-12,-509.06M,2.242B,351.97M,956.48M,95.82M,0.18,0.18,1.288B,8.396B,378.49M,2015-12,10.73M,-78.29M,-78.29M,5.606B,264.42M,5.565B,153.23M,386.52M,8.678M,-2.053M,730.46M,225.27M,2.745B,10.36B,0.062M,3.259B,1.656B,7.611B,7.097B,5.955B,225.27M,100.57M,327.87M
EQIX,2015-09,-488.01M,335.47M,325.47M,233.33M,155.02M,0.72,0.71,1.107B,7.389B,361.18M,2015-09,41.13M,-75.34M,-75.34M,5.219B,203.99M,4.403B,154.24M,1.112B,52.71M,11.58M,686.65M,206.95M,1.489B,7.706B,0.057M,1.242B,1.464B,6.217B,6.464B,4.753B,206.95M,980.43M,293.12M
EQIX,2015-06,-423.17M,431.53M,315.76M,235.65M,139.94M,1.04,1.03,1.139B,7.169B,349.82M,2015-06,59.46M,-73.58M,-73.58M,5.185B,199.06M,4.474B,149.00M,443.75M,66.94M,7.485M,665.58M,200.83M,2.203B,7.826B,0.057M,1.330B,817.73M,5.623B,6.496B,4.806B,200.83M,315.55M,293.86M
EQIX,2015-03,-468.04M,1.059B,298.31M,78.76M,137.91M,1.35,1.34,1.120B,6.897B,344.86M,2015-03,76.45M,-68.27M,-68.27M,4.991B,196.60M,4.588B,152.60M,445.60M,82.66M,6.212M,643.17M,192.26M,2.162B,7.728B,0.057M,1.440B,666.36M,5.566B,6.288B,4.900B,192.26M,321.94M,277.90M
EQIX,2014-12,-332.44M,1.140B,313.45M,80.83M,141.30M,-6.42,-6.42,1.150B,6.618B,324.67M,2014-12,-355.10M,-70.75M,-70.75M,4.998B,182.54M,4.563B,129.75M,289.64M,-51.78M,303.32M,638.12M,194.92M,2.270B,7.782B,0.057M,1.491B,643.76M,5.512B,6.291B,4.868B,194.92M,76.08M,281.96M
EQIX,2014-09,-237.48M,485.04M,304.05M,77.90M,139.20M,0.81,0.79,1.182B,6.305B,316.39M,2014-09,42.84M,-63.40M,-63.40M,4.983B,175.80M,3.906B,134.85M,348.08M,73.54M,30.58M,620.44M,181.54M,2.598B,7.462B,0.054M,857.71M,668.20M,4.864B,6.604B,4.196B,181.54M,86.07M,312.47M
EQIX,2014-06,-77.51M,615.66M,292.86M,72.85M,132.75M,0.22,0.22,1.228B,0,312.30M,2014-06,11.33M,-66.13M,-66.13M,4.924B,169.98M,3.863B,125.37M,257.03M,8.065M,-2.014M,605.16M,186.93M,2.683B,7.640B,0.053M,954.53M,563.32M,4.957B,6.685B,4.393B,186.93M,60.63M,286.71M
EQIX,2014-03,-99.82M,817.55M,287.52M,72.00M,0,0.83,0.81,1.224B,0,292.53M,2014-03,41.39M,-67.39M,-67.39M,4.766B,0,4.207B,121.80M,301.42M,54.90M,13.57M,580.05M,170.73M,2.517B,7.731B,0.051M,1.086B,595.16M,5.214B,6.645B,4.618B,170.73M,92.09M,226.00M
EQIX,2013-12,-113.77M,631.70M,269.74M,70.72M,0,0.91,0.88,1.226B,0,294.93M,2013-12,45.19M,-64.71M,-64.71M,4.592B,0,4.088B,129.22M,235.72M,47.34M,1.967M,564.68M,165.72M,2.459B,7.492B,0.05M,888.66M,546.50M,5.033B,6.604B,4.487B,165.72M,62.34M,210.60M
EQIX,2013-09,-121.73M,745.78M,268.96M,57.16M,0,0.86,0.83,1.219B,0,274.12M,2013-09,42.47M,-61.03M,-61.03M,4.381B,0,3.989B,115.63M,310.86M,55.15M,12.40M,543.08M,158.49M,2.453B,7.389B,0.05M,1.005B,582.22M,4.936B,6.384B,4.354B,158.49M,88.47M,215.39M
EQIX,2013-06,-200.08M,840.96M,267.11M,125.62M,121.49M,-0.52,-0.52,1.197B,5.916B,261.76M,2013-06,-25.82M,-60.08M,-60.08M,4.103B,156.11M,3.816B,113.65M,283.81M,-34.96M,-9.668M,528.87M,148.11M,2.312B,7.078B,0.05M,1.098B,607.54M,4.766B,5.980B,4.158B,148.11M,69.80M,218.12M
EQIX,2013-03,-174.27M,918.31M,258.59M,813.65M,135.53M,0.67,0.65,1.211B,5.611B,257.54M,2013-03,32.84M,-59.58M,-59.58M,3.890B,104.18M,3.710B,108.45M,251.73M,44.74M,11.46M,516.13M,149.09M,2.342B,7.613B,0.05M,2.006B,1.266B,5.271B,5.607B,4.005B,149.09M,87.90M,199.32M
EQIX,2012-12,-101.04M,418.70M,249.33M,67.37M,144.91M,0.92,0.88,1.244B,5.547B,256.73M,2012-12,45.34M,-49.76M,-49.76M,3.916B,152.87M,2.943B,114.50M,249.12M,52.23M,17.48M,506.06M,142.23M,2.313B,6.136B,0.049M,640.09M,549.07M,3.822B,5.496B,3.273B,142.23M,75.14M,176.10M
EQIX,2012-09,-113.64M,404.47M,250.95M,64.18M,70.30M,0.56,0.54,1.244B,5.297B,233.89M,2012-09,26.96M,-49.15M,-49.15M,3.791B,200.33M,2.892B,97.39M,317.01M,39.00M,12.35M,484.84M,136.50M,2.234B,5.991B,0.049M,725.19M,612.46M,3.679B,5.266B,3.067B,136.50M,78.82M,181.97M
EQIX,2012-06,-155.78M,769.56M,225.29M,85.77M,54.26M,0.76,0.73,1.001B,5.011B,231.96M,2012-06,36.45M,-45.82M,-45.82M,3.526B,170.18M,2.808B,103.76M,283.69M,54.43M,17.14M,457.25M,128.20M,2.068B,5.725B,0.049M,1.010B,491.16M,3.581B,4.715B,3.090B,128.20M,72.62M,169.81M
EQIX,2012-03,-110.37M,916.85M,217.10M,336.80M,53.57M,0.74,0.71,1.025B,4.802B,226.15M,2012-03,34.52M,-52.13M,-52.13M,3.387B,166.40M,2.746B,101.42M,319.77M,48.46M,13.85M,443.24M,124.73M,2.060B,5.884B,0.048M,1.174B,718.08M,3.755B,4.710B,3.037B,124.73M,67.64M,158.56M
EQIX,2011-12,-143.70M,914.54M,216.44M,345.30M,37.89M,0.37,0.37,1.015B,4.554B,201.51M,2011-12,18.58M,-54.40M,-54.40M,3.226B,0,2.754B,84.81M,258.50M,29.93M,13.26M,417.96M,116.70M,1.952B,5.785B,0.048M,1.236B,725.25M,3.833B,4.550B,3.108B,116.70M,66.81M,166.37M
EQIX,2011-09,-120.42M,1.071B,219.72M,329.20M,0,0.21,0.2,1.021B,4.358B,188.48M,2011-09,20.32M,-50.44M,-50.44M,3.122B,0,2.730B,79.73M,218.08M,25.31M,5.137M,408.21M,108.76M,2.025B,5.731B,0.047M,1.330B,656.16M,3.640B,4.400B,2.984B,108.76M,56.12M,144.18M
EQIX,2011-06,-41.68M,392.12M,215.57M,281.05M,0,0.65,0.64,1.061B,4.251B,179.33M,2011-06,30.73M,-37.04M,-37.04M,3.085B,0,1.977B,76.58M,234.59M,38.84M,8.109M,394.90M,102.74M,2.064B,4.969B,0.047M,649.09M,620.45M,2.836B,4.320B,2.215B,102.74M,72.07M,152.84M
EQIX,2011-03,-61.36M,454.51M,194.58M,28.58M,0,0.54,0.53,938.75M,3.978B,168.45M,2011-03,25.14M,-37.15M,-37.15M,2.881B,0,2.096B,72.22M,226.20M,36.27M,11.12M,363.03M,96.24M,1.987B,4.653B,0.047M,694.99M,343.27M,2.665B,3.958B,2.322B,96.24M,39.25M,135.52M
