Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
SHW,2015-12,-587.10M,205.74M,1.282B,42.62M,0.7167,0.7067,1.399B,2.923B,1.323B,2015-12,1.019B,198.02M,-21.81M,-21.81M,1.042B,138.71M,1.907B,318.38M,1.761B,297.22M,99.20M,2.605B,963.62M,867.91M,5.779B,115.76M,2.657B,2.142B,4.911B,3.122B,2.769B,1.004B,1.239B,1.114B
SHW,2015-09,-569.42M,91.03M,1.578B,39.99M,1.353,1.323,1.412B,2.863B,1.575B,2015-09,1.053B,374.49M,-20.25M,-20.25M,1.015B,0,1.920B,573.80M,1.924B,550.72M,176.23M,3.152B,993.62M,976.16M,6.102B,115.61M,2.924B,2.294B,5.126B,3.178B,2.832B,1.001B,1.404B,1.414B
SHW,2015-06,-516.66M,75.07M,1.602B,1.162B,1.263,1.233,1.426B,2.869B,1.530B,2015-06,1.132B,349.94M,-14.53M,-14.53M,1.005B,0,1.123B,520.25M,1.927B,507.78M,157.84M,3.132B,999.22M,757.34M,6.135B,115.39M,3.005B,3.357B,5.377B,3.130B,2.020B,1.010B,1.448B,1.454B
SHW,2015-03,-528.30M,64.01M,1.318B,1.409B,0.4733,0.46,1.427B,2.823B,1.132B,2015-03,1.161B,131.40M,-14.90M,-14.90M,998.43M,0,1.123B,202.20M,1.721B,193.24M,61.84M,2.450B,929.20M,469.17M,5.859B,115.12M,2.766B,3.379B,5.390B,3.093B,2.011B,930.25M,1.252B,1.235B
SHW,2014-12,-471.96M,40.73M,1.351B,682.70M,0.4667,0.4567,1.447B,2.835B,1.218B,2014-12,1.034B,132.74M,-17.72M,-17.72M,1.021B,0,1.116B,207.63M,1.638B,188.87M,56.13M,2.569B,985.33M,996.47M,5.699B,114.52M,2.566B,2.681B,4.703B,3.134B,2.022B,1.010B,1.129B,1.131B
SHW,2014-09,-371.79M,261.35M,1.680B,557.90M,1.14,1.117,1.462B,2.797B,1.471B,2014-09,1.047B,326.24M,-17.97M,-17.97M,1.013B,0,1.123B,475.38M,1.966B,474.05M,147.81M,3.151B,984.37M,1.352B,6.317B,114.21M,3.080B,2.868B,4.965B,3.237B,2.097B,995.58M,1.459B,1.409B
SHW,2014-06,-315.52M,267.20M,1.633B,566.86M,1,0.98,1.482B,2.799B,1.410B,2014-06,1.091B,291.45M,-18.16M,-18.16M,1.006B,0,1.122B,440.21M,1.894B,429.23M,137.78M,3.043B,969.18M,1.525B,6.341B,119.72M,3.108B,2.725B,4.816B,3.233B,2.091B,969.44M,1.435B,1.403B
SHW,2014-03,-329.25M,366.46M,1.301B,589.60M,0.3867,0.38,1.487B,2.755B,1.066B,2014-03,1.097B,115.46M,-18.73M,-18.73M,1.004B,0,1.122B,182.25M,1.630B,166.08M,50.62M,2.367B,884.09M,1.653B,6.189B,135.43M,2.967B,2.453B,4.536B,3.222B,2.084B,883.65M,1.207B,1.174B
SHW,2013-12,-321.04M,744.89M,1.333B,599.50M,0.3867,0.38,1.492B,2.741B,1.124B,2013-12,970.82M,116.12M,-18.64M,-18.64M,1.021B,0,1.122B,167.09M,1.591B,149.23M,33.10M,2.457B,962.19M,1.775B,6.383B,153.31M,3.159B,2.529B,4.608B,3.224B,2.079B,957.08M,1.078B,1.098B
SHW,2013-09,-389.07M,1.036B,1.551B,297.66M,0.8667,0.85,1.483B,2.717B,1.296B,2013-09,1.018B,262.97M,-16.99M,-16.99M,1.011B,0,1.632B,405.68M,1.803B,387.46M,124.50M,2.847B,889.69M,1.870B,6.922B,167.55M,3.771B,2.406B,5.052B,3.151B,2.646B,890.27M,1.309B,1.349B
