Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
TSN,2020-12,-102.00M,2.406B,9.283B,566.00M,1.31,1.28,17.63B,15.85B,1.177B,2020-12,3.915B,467.00M,-108.00M,-108.00M,7.664B,2.331B,10.79B,705.00M,3.398B,616.00M,144.00M,10.46B,472.00M,15.64B,35.46B,45.00M,8.544B,4.849B,19.68B,26.91B,14.83B,472.00M,2.404B,1.90B
TSN,2020-09,-179.00M,1.42B,9.85B,548.00M,1.95,1.9,17.67B,15.58B,1.61B,2020-09,3.859B,613.00M,-123.00M,-123.00M,7.596B,2.317B,10.79B,906.00M,2.699B,781.00M,165.00M,11.46B,704.00M,15.25B,34.46B,45.00M,7.598B,4.234B,19.07B,26.86B,14.84B,704.00M,1.876B,1.952B
TSN,2020-06,-217.00M,1.365B,8.709B,750.00M,1.48,1.44,17.73B,15.38B,1.313B,2020-06,3.915B,527.00M,-119.00M,-119.00M,7.515B,2.37B,11.28B,775.00M,2.42B,667.00M,140.00M,10.02B,538.00M,14.86B,34.56B,45.00M,7.699B,4.273B,19.55B,26.86B,15.28B,538.00M,1.743B,2.064B
TSN,2020-03,-230.00M,437.00M,9.867B,1.142B,1.03,1,17.74B,15.13B,1.021B,2020-03,4.025B,364.00M,-116.00M,-116.00M,7.464B,2.384B,10.98B,501.00M,2.293B,491.00M,124.00M,10.89B,520.00M,14.45B,33.89B,45.00M,7.099B,4.406B,19.30B,26.79B,14.89B,520.00M,1.742B,2.248B
TSN,2019-12,-79.00M,497.00M,9.375B,1.947B,1.42,1.38,17.84B,14.91B,1.44B,2019-12,4.304B,505.00M,-117.00M,-117.00M,7.384B,2.369B,9.772B,758.00M,2.467B,657.00M,148.00M,10.82B,682.00M,14.42B,33.81B,45.00M,7.193B,5.536B,19.24B,26.62B,13.71B,682.00M,1.916B,2.063B
TSN,2019-09,-117.00M,484.00M,9.745B,2.102B,1.03,1.01,17.88B,14.65B,1.139B,2019-09,3.929B,327.00M,-121.00M,-121.00M,7.282B,2.309B,9.83B,547.00M,2.546B,409.00M,79.00M,10.88B,592.00M,13.95B,32.92B,45.00M,6.99B,5.513B,18.82B,25.93B,13.31B,592.00M,1.926B,2.173B
TSN,2019-06,-6.00M,406.00M,9.549B,2.125B,1.9,1.84,18.15B,14.62B,1.336B,2019-06,4.149B,676.00M,-119.00M,-119.00M,7.271B,2.338B,10.46B,781.00M,2.545B,724.00M,43.00M,10.88B,555.00M,13.93B,33.66B,45.00M,7.433B,5.597B,19.52B,26.23B,13.93B,555.00M,1.958B,2.452B
TSN,2019-03,4.00M,360.00M,9.251B,1.564B,1.2,1.17,18.24B,14.26B,1.192B,2019-03,3.899B,426.00M,-114.00M,-114.00M,7.085B,2.278B,10.81B,635.00M,2.303B,528.00M,98.00M,10.44B,557.00M,13.42B,32.50B,45.00M,6.376B,4.614B,18.94B,26.12B,14.33B,557.00M,1.726B,1.837B
TSN,2018-12,-18.00M,400.00M,8.838B,3.917B,1.54,1.5,18.26B,14.02B,1.355B,2018-12,3.777B,551.00M,-97.00M,-97.00M,7.018B,2.33B,8.075B,807.00M,2.675B,713.00M,161.00M,10.19B,548.00M,13.13B,32.34B,45.00M,6.301B,7.43B,19.08B,26.03B,11.65B,548.00M,2.199B,1.892B
TSN,2018-09,-15.00M,270.00M,8.66B,1.911B,1.5,1.47,16.50B,13.04B,1.339B,2018-09,3.513B,483.00M,-86.00M,-86.00M,6.169B,2.107B,7.962B,756.00M,2.243B,694.00M,211.00M,9.999B,583.00M,12.80B,29.11B,45.00M,5.688B,5.031B,16.30B,23.42B,11.27B,583.00M,1.694B,1.723B
