Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ADSK,2021-01,-125.90M,1.857B,90.60M,71.40M,2.501B,4.15,4.1,2.906B,1.052B,948.60M,2021-01,0,911.30M,-6.20M,-6.20M,609.50M,870.70M,2.033B,184.40M,359.80M,171.10M,-740.20M,249.60M,1.039B,505.90M,965.50M,7.280B,2.579B,2.699B,3.255B,6.314B,4.581B,3.060B,764.20M,165.10M,643.10M
ADSK,2020-10,-156.40M,1.616B,83.70M,64.10M,2.162B,0.6,0.59,2.763B,1.047B,868.70M,2020-10,0,132.20M,-14.60M,-14.60M,617.90M,856.40M,2.035B,168.00M,313.60M,156.10M,23.90M,233.00M,952.40M,458.10M,69.30M,5.944B,2.507B,2.340B,2.812B,5.875B,3.605B,3.064B,700.70M,164.50M,540.40M
ADSK,2020-07,-154.50M,1.520B,80.90M,53.80M,2.102B,0.45,0.44,2.637B,1.03B,832.20M,2020-07,0,98.20M,-8.00M,-8.00M,594.00M,866.70M,2.029B,146.10M,270.10M,129.00M,30.80M,232.50M,913.10M,444.10M,67.30M,5.747B,2.493B,2.204B,2.620B,5.68B,3.543B,3.060B,686.10M,131.70M,490.10M
ADSK,2020-04,-179.10M,1.467B,81.90M,46.00M,2.164B,0.3,0.3,2.624B,1.012B,803.80M,2020-04,0,66.50M,-22.30M,-22.30M,588.90M,922.20M,2.038B,130.60M,210.30M,90.50M,24.00M,217.40M,885.70M,446.10M,-139.10M,5.544B,2.401B,2.024B,2.578B,5.683B,3.520B,3.105B,673.20M,110.40M,356.50M
ADSK,2020-01,-160.30M,1.844B,83.20M,497.80M,2.176B,0.6,0.59,2.652B,1.016B,816.10M,2020-01,0,131.80M,-11.70M,-11.70M,600.50M,913.50M,2.047B,133.80M,273.20M,123.30M,-8.50M,217.10M,899.30M,455.50M,-139.10M,6.179B,2.317B,2.659B,3.219B,6.318B,3.52B,3.099B,682.30M,104.90M,652.30M
ADSK,2019-10,-156.30M,1.024B,79.50M,513.40M,1.822B,0.3,0.3,2.669B,839.50M,763.20M,2019-10,0,66.70M,-13.90M,-13.90M,433.20M,701.80M,1.530B,110.70M,246.90M,96.40M,29.70M,213.00M,842.70M,429.80M,-171.50M,5.037B,2.225B,1.707B,2.840B,5.208B,3.330B,2.368B,652.50M,117.20M,520.30M
ADSK,2019-07,-170.70M,991.30M,79.50M,508.10M,1.772B,0.18,0.18,2.675B,870.30M,717.30M,2019-07,0,40.20M,-15.40M,-15.40M,450.20M,576.30M,1.648B,74.00M,213.30M,66.50M,26.30M,215.40M,796.80M,418.20M,-194.30M,4.873B,2.201B,1.516B,2.707B,5.067B,3.357B,2.360B,643.30M,98.90M,347.40M
ADSK,2019-04,-141.60M,972.10M,82.70M,59.20M,1.778B,-0.11,-0.11,2.708B,870.60M,652.80M,2019-04,0,-24.20M,-13.00M,-13.00M,462.50M,469.90M,2.229B,25.00M,222.20M,8.60M,32.80M,205.60M,735.50M,412.40M,-245.30M,4.808B,2.123B,1.422B,2.221B,5.054B,3.386B,2.833B,627.80M,104.50M,268.10M
ADSK,2019-01,-135.00M,953.60M,77.00M,0,1.763B,0.3,0.29,2.732B,571.90M,660.30M,2019-01,0,64.70M,-15.50M,-15.50M,149.70M,407.90M,2.088B,42.20M,257.10M,33.00M,-31.70M,190.40M,737.30M,421.50M,-210.90M,4.729B,2.072B,1.62B,2.301B,4.940B,3.109B,2.639B,618.10M,114.80M,474.30M
ADSK,2018-10,-157.50M,1.078B,72.30M,0,1.518B,-0.11,-0.11,1.695B,550.40M,588.60M,2018-10,0,-23.70M,-14.70M,-14.70M,144.70M,371.00M,1.588B,18.40M,259.60M,11.50M,35.20M,181.00M,660.90M,385.00M,-338.30M,3.774B,2.009B,1.59B,1.986B,4.113B,2.184B,2.127B,570.20M,133.20M,309.00M
ADSK,2018-07,-150.90M,1.170B,69.80M,399.10M,1.492B,-0.18,-0.18,1.717B,588.40M,541.90M,2018-07,0,-39.40M,-8.70M,-8.70M,146.80M,396.20M,1.587B,-10.90M,260.40M,-23.40M,16.00M,180.80M,611.70M,368.20M,-241.60M,3.833B,2.012B,1.599B,1.915B,4.075B,2.234B,2.160B,552.80M,121.00M,234.40M
