Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
SBAC,2014-06,34.32M,113.48M,107.44M,1.080B,91.02M,-0.07,-0.07,4.041B,4.500B,275.98M,2014-06,-9.467M,-83.89M,-83.89M,2.691B,0,5.779B,89.54M,157.95M,-7.424M,2.043M,383.42M,25.44M,159.29M,7.565B,1.291M,314.02M,1.340B,7.405B,7.251B,6.065B,186.45M,36.21M,98.49M
SBAC,2014-03,-0.672M,327.97M,97.17M,503.78M,89.92M,0.01,0.01,4.081B,4.431B,248.38M,2014-03,1.407M,-80.48M,-80.48M,2.693B,0,6.366B,79.26M,148.15M,3.093M,1.686M,345.55M,24.68M,396.19M,7.791B,1.288M,516.13M,756.78M,7.395B,7.275B,6.638B,169.12M,35.40M,90.22M
SBAC,2013-12,-33.68M,127.56M,100.54M,481.89M,94.66M,-0.15,-0.15,3.387B,4.251B,234.86M,2013-12,-19.16M,-77.29M,-77.29M,2.578B,0,5.395B,79.82M,157.12M,-21.91M,-2.75M,335.40M,21.71M,356.97M,6.783B,1.284M,343.65M,747.67M,6.426B,6.440B,5.679B,155.04M,34.12M,99.20M
SBAC,2013-09,-12.56M,194.28M,103.30M,11.25M,84.92M,0.17,0.16,3.122B,4.197B,228.80M,2013-09,21.53M,-76.34M,-76.34M,2.579B,0,5.637B,73.69M,135.40M,21.74M,0.207M,332.09M,21.83M,448.43M,6.584B,1.281M,390.43M,252.86M,6.136B,6.194B,5.883B,155.11M,26.17M,99.20M
SBAC,2013-06,-14.17M,194.83M,103.72M,10.00M,72.74M,-0.28,-0.28,3.088B,4.130B,220.58M,2013-06,-35.90M,-78.49M,-78.49M,2.570B,0,5.631B,57.98M,110.52M,-34.02M,1.875M,324.30M,21.51M,435.74M,6.485B,1.278M,352.08M,212.90M,6.049B,6.132B,5.836B,162.60M,24.10M,83.44M
SBAC,2013-03,4.345M,126.40M,100.70M,478.45M,72.15M,-0.18,-0.18,3.085B,4.154B,212.38M,2013-03,-22.38M,-79.79M,-79.79M,2.655B,0,4.885B,66.31M,106.27M,-23.02M,-0.641M,313.07M,20.43M,696.64M,6.450B,1.273M,269.94M,675.14M,5.753B,6.180B,5.078B,146.07M,22.71M,76.34M
SBAC,2012-12,2.791M,238.57M,89.43M,475.35M,76.67M,-0.41,-0.41,3.134B,4.110B,204.42M,2012-12,-52.49M,-80.21M,-80.21M,2.671B,0,4.881B,53.43M,115.98M,-50.75M,1.785M,293.84M,19.62M,652.99M,6.616B,1.269M,388.86M,863.69M,5.963B,6.227B,5.099B,150.98M,37.27M,62.74M
SBAC,2012-09,1.934M,1.447B,71.68M,529.60M,58.58M,-0.43,-0.43,2.101B,3.425B,166.92M,2012-09,-52.44M,-71.32M,-71.32M,2.052B,0,4.776B,48.35M,94.51M,-52.64M,1.029M,238.61M,17.56M,440.53M,6.083B,1.218M,1.557B,688.75M,5.631B,4.526B,4.942B,118.58M,19.86M,35.08M
SBAC,2012-06,0.248M,91.76M,66.20M,918.01M,54.52M,-0.44,-0.44,2.121B,3.387B,162.94M,2012-06,-53.47M,-64.94M,-64.94M,2.067B,0,3.091B,51.20M,73.01M,-52.38M,2.453M,229.15M,17.74M,480.20M,4.794B,1.215M,303.16M,1.051B,4.301B,4.490B,3.251B,111.74M,16.83M,26.25M
SBAC,2012-03,1.227M,531.30M,52.19M,5.00M,47.81M,-0.2,-0.2,1.644B,2.845B,140.30M,2012-03,-22.63M,-61.62M,-61.62M,1.575B,0,3.565B,40.98M,57.50M,-21.32M,1.327M,192.49M,17.22M,259.57M,4.087B,1.16M,604.62M,113.93M,3.815B,3.482B,3.701B,99.32M,13.12M,23.92M
SBAC,2011-12,0.485M,53.09M,50.26M,5.00M,49.78M,-0.27,-0.27,1.640B,2.810B,133.56M,2011-12,-29.08M,-67.96M,-67.96M,1.583B,0,3.349B,38.32M,68.85M,-28.84M,0.329M,183.82M,15.80M,-11.31M,3.606B,1.097M,129.36M,126.88M,3.618B,3.477B,3.491B,95.24M,18.31M,39.76M
SBAC,2011-09,-0.617M,184.59M,51.85M,5.00M,54.97M,-0.3,-0.3,1.550B,2.745B,123.70M,2011-09,-33.30M,-58.36M,-58.36M,1.561B,0,3.334B,30.15M,69.69M,-33.05M,0.391M,175.55M,15.42M,6.299M,3.609B,1.094M,260.55M,132.89M,3.591B,3.349B,3.458B,93.55M,15.97M,17.84M
SBAC,2011-06,2.424M,280.58M,50.11M,5.00M,52.53M,-0.27,-0.27,1.551B,2.697B,120.95M,2011-06,-29.82M,-54.11M,-54.11M,1.554B,0,3.319B,28.53M,68.40M,-29.21M,0.702M,171.05M,15.72M,112.92M,3.693B,1.114M,352.81M,129.23M,3.568B,3.340B,3.439B,92.41M,15.51M,18.27M
SBAC,2011-03,2.359M,97.44M,50.70M,0,59.77M,-0.3,-0.3,1.531B,2.642B,117.04M,2011-03,-34.25M,-53.14M,-53.14M,1.538B,0,3.005B,26.27M,56.98M,-33.68M,0.691M,167.75M,15.90M,213.08M,3.466B,1.133M,173.39M,120.25M,3.241B,3.293B,3.121B,90.77M,13.03M,19.35M
