Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
COP,2020-12,-5.218B,7.856B,5.15B,619.00M,-0.72,-0.72,0,102.11B,341.00M,2020-12,1.002B,-772.00M,-159.00M,-159.00M,39.89B,5.526B,14.75B,-825.00M,4.139B,-1.086B,-314.00M,5.491B,181.00M,29.85B,62.62B,18.00M,12.07B,5.366B,32.77B,50.55B,27.40B,1.166B,3.018B,2.754B
COP,2020-09,-5.666B,7.331B,4.213B,482.00M,-0.42,-0.42,0,100.00B,173.00M,2020-09,1.034B,-450.00M,-262.00M,-262.00M,41.27B,5.517B,14.90B,-227.00M,3.689B,-512.00M,-62.00M,4.386B,96.00M,30.78B,63.16B,18.00M,11.06B,4.64B,32.37B,52.10B,27.73B,400.00M,2.578B,2.119B
COP,2020-06,-5.825B,7.863B,3.335B,146.00M,0.24,0.24,0,98.30B,-586.00M,2020-06,982.00M,260.00M,-202.00M,-202.00M,41.12B,5.545B,14.85B,-980.00M,3.537B,21.00M,-257.00M,2.749B,156.00M,31.49B,63.05B,18.00M,11.05B,4.105B,31.55B,51.99B,27.45B,394.00M,2.392B,1.532B
COP,2020-03,-6.145B,8.194B,5.245B,126.00M,-1.6,-1.6,0,96.07B,913.00M,2020-03,726.00M,-1.739B,-269.00M,-269.00M,40.64B,5.845B,14.85B,478.00M,5.626B,-1.563B,148.00M,6.158B,-3.00M,31.32B,65.03B,18.00M,13.14B,6.075B,33.65B,51.89B,27.57B,435.00M,3.774B,2.264B
COP,2019-12,-5.357B,10.23B,5.573B,105.00M,0.66,0.65,0,97.75B,2.135B,2019-12,1.026B,720.00M,-97.00M,-97.00M,42.27B,6.498B,14.79B,2.093B,6.275B,1.286B,543.00M,7.708B,187.00M,34.98B,70.51B,18.00M,16.91B,7.043B,35.46B,53.60B,28.42B,42.00M,4.23B,3.401B
COP,2019-09,-5.654B,10.05B,5.607B,121.00M,2.76,2.74,0,103.83B,2.149B,2019-09,955.00M,3.056B,-270.00M,-270.00M,43.81B,6.487B,14.80B,1.465B,5.278B,3.493B,422.00M,7.756B,87.00M,35.15B,70.34B,18.00M,15.22B,5.942B,35.10B,55.12B,29.16B,684.00M,4.248B,3.616B
COP,2019-06,-5.827B,8.508B,5.582B,114.00M,1.4,1.4,0,104.38B,2.371B,2019-06,1.089B,1.58B,-165.00M,-165.00M,44.33B,6.697B,14.81B,1.926B,8.353B,2.058B,461.00M,7.953B,129.00M,32.98B,71.26B,18.00M,15.80B,8.996B,38.19B,55.46B,29.19B,445.00M,4.848B,3.651B
COP,2019-03,-5.914B,8.272B,6.492B,113.00M,1.61,1.6,0,112.91B,2.658B,2019-03,1.014B,1.833B,-319.00M,-319.00M,45.94B,6.881B,14.83B,2.12B,6.787B,2.687B,841.00M,9.15B,153.00M,32.86B,71.50B,18.00M,13.68B,7.37B,38.52B,57.82B,31.15B,538.00M,5.385B,3.869B
COP,2018-12,-6.063B,7.625B,6.96B,112.00M,1.62,1.61,0,110.60B,2.706B,2018-12,1.007B,1.868B,-178.00M,-178.00M,45.70B,6.213B,14.86B,2.772B,6.474B,2.672B,794.00M,9.666B,65.00M,31.94B,69.98B,18.00M,13.27B,7.395B,37.92B,56.71B,30.52B,-66.00M,5.215B,4.067B
COP,2018-09,-5.442B,6.677B,6.391B,95.00M,1.6,1.59,0,111.40B,3.058B,2018-09,1.239B,1.861B,-275.00M,-275.00M,44.74B,6.865B,14.90B,2.524B,6.68B,2.906B,1.033B,9.449B,119.00M,31.95B,70.56B,18.00M,14.72B,7.401B,38.48B,55.83B,31.08B,534.00M,5.50B,4.499B
COP,2018-06,-5.637B,6.005B,5.815B,89.00M,1.4,1.39,0,114.48B,2.689B,2018-06,1.093B,1.64B,-266.00M,-266.00M,46.31B,6.752B,14.88B,2.229B,6.038B,2.619B,965.00M,8.504B,118.00M,31.04B,68.94B,18.00M,11.61B,6.638B,37.71B,57.33B,31.08B,460.00M,4.967B,3.93B
COP,2018-03,-5.371B,7.048B,6.297B,337.00M,0.75,0.75,0,112.71B,2.501B,2018-03,1.053B,888.00M,-272.00M,-272.00M,46.00B,6.57B,16.71B,2.124B,6.364B,1.776B,876.00M,8.798B,99.00M,30.55B,70.73B,18.00M,13.19B,7.109B,40.01B,57.54B,32.90B,377.00M,5.227B,4.192B
COP,2017-12,-5.518B,10.10B,6.392B,2.575B,1.32,1.32,0,110.43B,1.727B,2017-12,1.06B,1.579B,-200.00M,-200.00M,45.68B,6.551B,17.13B,1.60B,6.097B,1.325B,-273.00M,8.119B,125.00M,30.61B,73.36B,18.00M,16.51B,9.397B,42.56B,56.85B,33.16B,127.00M,5.068B,4.32B
COP,2017-09,-5.292B,11.69B,5.756B,1.331B,0.35,0.34,0,110.78B,932.00M,2017-09,1.023B,420.00M,-340.00M,-340.00M,46.67B,7.679B,19.67B,574.00M,5.272B,653.00M,217.00M,6.688B,110.00M,30.50B,74.86B,18.00M,16.95B,7.131B,44.15B,57.91B,37.02B,358.00M,4.421B,3.364B
COP,2017-06,-6.342B,11.80B,5.872B,3.798B,-2.78,-2.78,0,108.86B,909.00M,2017-06,1.019B,-3.44B,-398.00M,-398.00M,46.85B,7.779B,19.67B,519.00M,5.619B,-4.361B,-935.00M,6.781B,95.00M,30.29B,78.00B,18.00M,19.88B,9.926B,47.50B,58.12B,37.58B,390.00M,4.225B,3.163B
COP,2017-03,-5.961B,3.361B,6.462B,1.095B,0.47,0.47,0,120.84B,1.056B,2017-03,1.097B,586.00M,-410.00M,-410.00M,54.44B,9.088B,25.34B,178.00M,5.966B,-232.00M,-831.00M,7.518B,97.00M,35.35B,87.97B,18.00M,10.73B,7.526B,52.37B,77.24B,44.85B,878.00M,4.287B,3.359B
COP,2016-12,-6.193B,3.66B,6.327B,1.089B,-0.03,-0.03,0,131.41B,482.00M,2016-12,1.018B,-35.00M,-356.00M,-356.00M,58.33B,10.47B,26.19B,222.00M,5.131B,-8.00M,11.00M,6.809B,-83.00M,34.97B,89.77B,18.00M,8.609B,6.909B,54.55B,81.16B,47.64B,260.00M,4.137B,3.414B
