Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
AON,2020-12,-3.861B,1.192B,1.635B,682.00M,296.00M,2.29,2.27,9.306B,2.867B,1.33B,2020-12,524.00M,-81.00M,-81.00M,1.599B,338.00M,8.243B,713.00M,2.096B,626.00M,92.00M,2.965B,533.00M,3.495B,32.11B,2.00M,18.68B,17.43B,28.53B,13.43B,11.10B,617.00M,2.096B,3.165B
AON,2020-09,-4.099B,1.269B,1.387B,696.00M,251.00M,1.18,1.18,9.127B,1.618B,998.00M,2020-09,275.00M,-77.00M,-77.00M,1.618B,290.00M,8.233B,441.00M,1.742B,363.00M,82.00M,2.385B,465.00M,3.542B,31.36B,2.00M,18.25B,16.87B,27.74B,13.11B,10.87B,557.00M,1.742B,3.037B
AON,2020-06,-4.296B,1.411B,1.361B,998.00M,294.00M,1.71,1.7,9.055B,1.657B,1.136B,2020-06,398.00M,-89.00M,-89.00M,1.657B,269.00M,8.254B,594.00M,1.73B,495.00M,85.00M,2.497B,443.00M,3.601B,32.00B,2.00M,18.99B,17.38B,28.30B,13.00B,10.92B,542.00M,1.73B,3.397B
AON,2020-03,-4.409B,860.00M,1.522B,2.084B,309.00M,3.31,3.29,9.039B,1.656B,1.697B,2020-03,772.00M,-81.00M,-81.00M,1.656B,261.00M,7.211B,1.033B,1.745B,981.00M,189.00M,3.219B,526.00M,3.169B,30.28B,2.00M,17.34B,17.11B,27.02B,12.94B,9.911B,664.00M,1.745B,3.633B
AON,2019-12,-4.033B,928.00M,1.601B,922.00M,270.00M,1.59,1.58,8.948B,2.809B,1.284B,2019-12,374.00M,-76.00M,-76.00M,1.65B,261.00M,7.647B,524.00M,2.032B,441.00M,59.00M,2.885B,615.00M,3.375B,29.40B,2.00M,16.48B,15.57B,25.96B,12.93B,10.38B,760.00M,2.032B,3.20B
AON,2019-09,-4.03B,779.00M,1.368B,1.366B,256.00M,0.94,0.93,8.945B,1.625B,1.011B,2019-09,222.00M,-77.00M,-77.00M,1.625B,268.00M,7.124B,360.00M,1.651B,285.00M,56.00M,2.379B,506.00M,3.492B,28.17B,2.00M,15.32B,14.85B,24.61B,12.85B,9.755B,651.00M,1.651B,3.043B
AON,2019-06,-3.837B,816.00M,1.501B,1.067B,337.00M,1.15,1.14,9.171B,1.623B,1.105B,2019-06,277.00M,-76.00M,-76.00M,1.623B,270.00M,7.739B,413.00M,1.502B,343.00M,56.00M,2.606B,555.00M,3.836B,29.81B,2.00M,16.74B,15.48B,25.89B,13.06B,10.41B,692.00M,1.502B,3.372B
AON,2019-03,-3.74B,734.00M,1.584B,667.00M,305.00M,2.72,2.7,9.296B,1.669B,1.559B,2019-03,659.00M,-70.00M,-70.00M,1.669B,265.00M,7.018B,872.00M,1.637B,802.00M,126.00M,3.143B,550.00M,4.775B,29.14B,2.00M,15.92B,14.54B,24.27B,13.22B,9.736B,687.00M,1.637B,3.323B
AON,2018-12,-3.909B,828.00M,1.601B,251.00M,251.00M,1.42,1.41,9.32B,1.733B,1.169B,2018-12,345.00M,-70.00M,-70.00M,588.00M,246.00M,6.162B,499.00M,2.026B,421.00M,137.00M,2.77B,519.00M,4.151B,26.42B,2.00M,14.37B,13.30B,22.20B,12.05B,8.907B,670.00M,2.026B,2.885B
AON,2018-09,-3.632B,651.00M,1.392B,741.00M,266.00M,0.6,0.6,9.542B,0,957.00M,2018-09,147.00M,-69.00M,-69.00M,594.00M,325.00M,5.822B,262.00M,1.616B,194.00M,39.00M,2.349B,555.00M,4.262B,25.60B,2.00M,13.35B,12.64B,21.27B,12.25B,8.631B,695.00M,1.616B,2.863B
