Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
MCD,2020-12,-2.587B,3.449B,2.534B,2.945B,1.848,1.84,2.773B,55.30B,2.780B,2020-12,51.10M,1.377B,-304.70M,-304.70M,38.79B,2.728B,48.52B,2.002B,3.236B,1.83B,452.80M,5.314B,698.00M,-7.825B,52.63B,16.60M,6.243B,6.181B,60.45B,46.38B,54.27B,778.30M,1.709B,2.110B
MCD,2020-09,-2.759B,3.684B,2.513B,3.407B,2.37,2.35,2.716B,53.36B,2.905B,2020-09,44.20M,1.763B,-306.70M,-306.70M,37.49B,2.103B,47.88B,2.374B,2.873B,2.217B,454.50M,5.418B,454.70M,-8.472B,50.70B,16.60M,6.736B,6.280B,59.17B,43.96B,52.89B,530.50M,1.310B,2.392B
MCD,2020-06,-2.806B,3.256B,2.036B,4.768B,0.65,0.65,2.672B,52.14B,1.725B,2020-06,42.60M,483.80M,-314.10M,-314.10M,36.83B,2.213B,47.15B,1.078B,2.478B,648.70M,164.90M,3.762B,576.00M,-9.463B,49.94B,16.60M,6.609B,7.246B,59.40B,43.33B,52.16B,647.00M,1.089B,2.853B
MCD,2020-03,-2.996B,5.380B,2.372B,1.795B,1.49,1.47,2.627B,51.38B,2.342B,2020-03,39.10M,1.107B,-274.60M,-274.60M,36.63B,2.305B,50.52B,1.752B,2.193B,1.445B,338.00M,4.714B,516.30M,-9.293B,50.57B,16.60M,7.557B,3.988B,59.86B,43.01B,55.87B,589.80M,1.115B,1.695B
MCD,2019-12,-2.483B,898.50M,2.560B,680.10M,2.107,2.08,2.677B,52.31B,2.868B,2019-12,50.20M,1.572B,-275.60M,-275.60M,37.42B,1.979B,46.88B,2.214B,2.941B,2.027B,454.60M,5.428B,584.70M,-8.210B,47.51B,16.60M,3.558B,3.621B,55.72B,43.95B,52.10B,653.60M,1.567B,2.224B
MCD,2019-09,-2.663B,1.177B,2.585B,703.30M,2.13,2.11,2.542B,50.21B,2.918B,2019-09,42.60M,1.608B,-271.70M,-271.70M,35.79B,2.201B,44.73B,2.374B,3.572B,2.152B,544.30M,5.502B,474.60M,-8.599B,45.80B,16.60M,3.605B,4.276B,54.40B,42.20B,50.13B,543.60M,2.310B,2.005B
MCD,2019-06,-2.497B,1.134B,2.567B,743.40M,1.99,1.97,2.580B,50.72B,2.843B,2019-06,44.20M,1.517B,-273.50M,-273.50M,36.03B,1.998B,44.55B,2.310B,2.497B,2.008B,490.90M,5.410B,469.90M,-6.809B,46.20B,16.60M,3.915B,3.24B,53.01B,42.28B,49.77B,533.10M,1.306B,2.055B
MCD,2019-03,-2.520B,2.289B,2.473B,767.90M,1.74,1.72,2.318B,50.10B,2.552B,2019-03,40.80M,1.328B,-264.10M,-264.10M,35.61B,1.961B,44.52B,2.052B,2.612B,1.831B,502.90M,5.024B,437.70M,-6.551B,46.47B,16.60M,4.964B,3.380B,53.02B,41.50B,49.64B,499.10M,1.416B,1.993B
MCD,2018-12,-2.610B,866.00M,2.652B,0,1.845,1.82,2.332B,37.19B,2.743B,2018-12,51.10M,1.415B,-254.50M,-254.50M,22.84B,1.843B,31.08B,2.134B,2.974B,1.751B,336.10M,5.396B,395.00M,-6.258B,32.81B,16.60M,4.053B,2.974B,39.07B,28.76B,36.10B,609.80M,1.690B,2.442B
MCD,2018-09,-2.508B,2.574B,2.547B,0,2.12,2.1,2.345B,36.95B,2.822B,2018-09,41.90M,1.637B,-251.30M,-251.30M,22.61B,1.819B,31.90B,2.307B,3.627B,2.159B,521.40M,5.369B,515.20M,-6.793B,34.05B,16.60M,5.553B,3.627B,40.85B,28.50B,37.22B,515.20M,2.237B,2.267B
