Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
CHRW,2018-06,-46.54M,310.58M,3.945B,66.00M,1.14,1.13,1.396B,497.91M,330.85M,2018-06,0,159.16M,-5.128M,-5.128M,228.32M,42.78M,1.341B,219.01M,1.359B,213.88M,54.72M,4.276B,111.84M,1.518B,4.453B,13.87M,2.759B,1.525B,2.935B,1.695B,1.410B,111.84M,1.152B,2.385B
CHRW,2018-03,-19.02M,349.78M,3.628B,651.00M,1.02,1.01,1.415B,450.04M,297.63M,2018-03,0,142.30M,-10.70M,-10.70M,230.61M,52.88M,750.00M,191.58M,1.274B,180.88M,38.59M,3.925B,106.04M,1.485B,4.308B,13.94M,2.591B,1.994B,2.823B,1.717B,828.69M,106.04M,1.108B,2.180B
CHRW,2017-12,-18.46M,333.89M,3.640B,715.00M,1.09,1.08,1.454B,0,320.25M,2017-12,0,152.56M,-17.50M,-17.50M,230.33M,45.36M,750.00M,210.88M,1.167B,193.37M,40.82M,3.960B,109.37M,1.426B,4.236B,13.95M,2.511B,1.987B,2.810B,1.725B,822.64M,109.37M,1.109B,2.114B
CHRW,2017-09,-22.88M,297.31M,3.484B,719.00M,0.85,0.85,1.436B,0,300.64M,2017-09,0,119.19M,-10.48M,-10.48M,232.90M,66.40M,750.00M,194.46M,1.175B,183.98M,64.80M,3.784B,106.18M,1.355B,4.176B,13.99M,2.455B,1.986B,2.821B,1.721B,834.41M,106.18M,1.116B,2.104B
CHRW,2017-06,-37.31M,273.18M,3.420B,592.00M,0.79,0.78,1.397B,0,289.57M,2017-06,0,111.07M,-9.368M,-9.368M,234.31M,63.67M,750.00M,181.82M,1.131B,172.45M,61.38M,3.710B,107.75M,1.337B,3.966B,14.07M,2.285B,1.797B,2.629B,1.681B,831.19M,107.75M,1.071B,1.948B
CHRW,2017-03,-44.04M,229.79M,3.137B,740.00M,0.86,0.86,1.404B,0,278.06M,2017-03,0,122.08M,-9.302M,-9.302M,235.06M,64.35M,500.00M,187.96M,1.077B,178.66M,56.58M,3.415B,90.10M,1.316B,3.776B,14.12M,2.093B,1.877B,2.460B,1.683B,582.50M,90.10M,1.026B,1.803B
CHRW,2016-12,-61.44M,247.67M,3.114B,740.00M,0.86,0.86,1.428B,0,301.21M,2016-12,0,122.30M,-3.118M,-3.118M,232.95M,65.12M,500.00M,193.56M,1.008B,190.45M,68.14M,3.415B,107.65M,1.258B,3.688B,14.13M,2.008B,1.846B,2.430B,1.680B,584.19M,107.65M,937.26M,1.711B
CHRW,2016-09,-37.46M,224.45M,3.054B,725.00M,0.9,0.9,1.425B,0,301.58M,2016-09,0,129.03M,-7.426M,-7.426M,226.47M,75.53M,500.00M,211.27M,979.22M,203.84M,74.81M,3.356B,90.31M,1.270B,3.664B,14.19M,1.968B,1.800B,2.394B,1.697B,594.60M,90.31M,908.45M,1.683B
CHRW,2016-06,-37.97M,207.08M,2.976B,465.00M,1,1,1.217B,0,323.96M,2016-06,0,143.09M,-6.265M,-6.265M,211.90M,75.94M,500.00M,233.75M,941.81M,227.48M,84.39M,3.300B,90.22M,1.263B,3.349B,14.28M,1.879B,1.491B,2.086B,1.470B,594.77M,90.22M,878.82M,1.603B
CHRW,2016-03,-34.40M,179.41M,2.788B,470.00M,0.83,0.83,1.224B,0,285.84M,2016-03,0,118.96M,-8.772M,-8.772M,195.92M,79.65M,500.00M,198.95M,840.81M,190.18M,71.22M,3.074B,86.89M,1.192B,3.162B,14.30M,1.706B,1.372B,1.970B,1.457B,598.38M,86.89M,793.67M,1.463B
CHRW,2015-12,-37.95M,168.23M,2.908B,450.00M,0.88,0.88,1.250B,379.14M,302.59M,2015-12,0,126.58M,-13.47M,-13.47M,190.87M,65.46M,500.00M,214.58M,851.93M,201.11M,74.52M,3.211B,88.01M,1.150B,3.184B,14.34M,1.731B,1.449B,2.034B,1.454B,585.31M,88.01M,796.46M,1.506B
CHRW,2015-09,-44.07M,143.09M,3.095B,530.00M,0.96,0.96,1.224B,313.69M,324.50M,2015-09,0,139.43M,-6.559M,-6.559M,190.24M,76.14M,500.00M,232.71M,927.25M,226.15M,86.72M,3.419B,91.79M,1.131B,3.313B,14.41M,1.856B,1.581B,2.181B,1.456B,599.94M,91.79M,881.41M,1.652B
