Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ES,2018-03,-63.13M,303.81M,1.279B,2.147B,0,0.85,0.85,4.427B,31.19B,1.009B,2018-03,264.17M,269.55M,-117.63M,-117.63M,23.96B,3.390B,12.02B,442.57M,984.34M,355.19M,83.77M,2.288B,11.18B,37.04B,1.669B,2.771B,4.096B,25.86B,34.27B,21.76B,566.13M,984.34M,1.250B
ES,2017-12,-66.40M,38.16M,930.92M,1.638B,0,0.75,0.75,4.427B,30.75B,964.57M,2017-12,223.06M,237.42M,-108.08M,-108.08M,23.62B,3.298B,11.78B,443.81M,1.085B,370.27M,130.97M,1.895B,11.09B,36.22B,1.669B,2.487B,3.589B,25.13B,33.73B,21.55B,520.76M,1.085B,1.126B
ES,2017-09,-63.62M,125.76M,959.55M,975.94M,0,0.82,0.82,3.519B,29.65B,1.029B,2017-09,305.04M,260.37M,-106.42M,-106.42M,22.54B,6.002B,10.47B,495.25M,943.98M,415.07M,152.82M,1.989B,11.00B,33.16B,1.669B,2.403B,2.620B,22.17B,30.76B,19.55B,533.71M,943.98M,1.067B
ES,2017-06,-62.94M,24.64M,859.90M,2.421B,0,0.72,0.72,3.519B,29.04B,902.91M,2017-06,286.30M,230.75M,-105.43M,-105.43M,22.07B,5.900B,8.899B,448.21M,587.17M,369.90M,137.27M,1.763B,10.89B,32.66B,1.669B,2.331B,3.786B,21.77B,30.33B,17.99B,454.71M,587.17M,992.13M
ES,2017-03,-62.14M,45.76M,1.092B,1.749B,0,0.82,0.82,3.519B,28.50B,1.013B,2017-03,361.78M,259.46M,-101.83M,-101.83M,21.64B,5.759B,9.268B,500.98M,745.86M,419.17M,157.83M,2.105B,10.80B,32.36B,1.669B,2.511B,3.334B,21.55B,29.84B,18.22B,512.20M,745.86M,1.046B
ES,2016-12,-65.28M,30.25M,875.45M,1.922B,0,0.72,0.72,3.519B,28.07B,901.15M,2016-12,328.72M,229.18M,-102.39M,-102.39M,21.35B,5.607B,8.829B,419.44M,884.52M,357.87M,126.81M,1.777B,10.71B,32.05B,1.669B,2.478B,3.639B,21.34B,29.58B,17.70B,481.71M,884.52M,1.016B
ES,2016-09,-65.62M,40.06M,990.54M,1.108B,0,0.83,0.83,3.519B,27.54B,1.049B,2016-09,311.05M,265.32M,-99.86M,-99.86M,20.81B,5.443B,9.235B,509.86M,846.35M,423.64M,156.45M,2.040B,10.64B,31.08B,1.669B,2.415B,2.642B,20.44B,28.67B,17.80B,539.29M,846.35M,1.156B
ES,2016-06,-65.36M,38.73M,901.97M,945.88M,0,0.64,0.64,3.519B,27.07B,865.23M,2016-06,292.55M,203.65M,-100.49M,-100.49M,20.45B,5.399B,9.436B,423.44M,765.51M,330.97M,125.44M,1.767B,10.51B,30.88B,1.669B,2.415B,2.304B,20.37B,28.47B,18.07B,441.79M,765.51M,1.114B
ES,2016-03,-65.18M,50.97M,1.075B,1.148B,0,0.77,0.77,3.519B,26.61B,980.60M,2016-03,359.22M,244.15M,-98.21M,-98.21M,20.10B,5.284B,9.145B,488.50M,782.42M,392.34M,146.30M,2.056B,10.44B,30.71B,1.669B,2.591B,2.594B,20.27B,28.12B,17.68B,492.10M,782.42M,1.127B
ES,2015-12,-66.84M,23.95M,889.08M,1.390B,169.27M,0.57,0.57,3.519B,26.29B,802.12M,2015-12,336.48M,181.80M,-92.78M,-92.78M,19.89B,5.148B,8.806B,385.41M,813.65M,303.01M,119.33M,1.691B,10.35B,30.58B,1.669B,2.619B,2.990B,20.23B,27.96B,17.24B,416.71M,813.65M,1.283B
ES,2015-09,-73.55M,155.48M,1.030B,1.244B,203.38M,0.74,0.74,3.519B,25.70B,903.18M,2015-09,302.22M,235.92M,-92.53M,-92.53M,19.41B,4.613B,8.757B,469.23M,768.55M,381.94M,144.15M,1.933B,10.29B,30.05B,1.669B,2.368B,2.972B,19.75B,27.68B,16.78B,433.94M,768.55M,1.138B
ES,2015-06,-72.03M,161.30M,1.002B,1.233B,218.58M,0.65,0.65,3.519B,25.27B,815.34M,2015-06,289.56M,207.51M,-92.26M,-92.26M,19.08B,4.606B,8.690B,412.05M,598.72M,332.66M,123.27M,1.817B,10.19B,29.88B,1.669B,2.450B,2.839B,19.69B,27.43B,16.86B,403.29M,598.72M,1.227B
ES,2015-03,-72.41M,71.03M,1.495B,1.249B,160.29M,0.8,0.8,3.519B,24.89B,1.018B,2015-03,281.49M,253.25M,-94.84M,-94.84M,18.81B,4.575B,8.602B,497.44M,896.47M,408.36M,153.23M,2.513B,10.11B,29.95B,1.668B,2.793B,3.112B,19.84B,27.16B,16.73B,520.52M,896.47M,1.461B
ES,2014-12,-74.01M,38.70M,1.061B,1.202B,0,0.69,0.69,3.519B,24.66B,820.07M,2014-12,349.66M,221.61M,-89.90M,-89.90M,18.65B,4.467B,8.568B,430.34M,868.23M,345.93M,122.44M,1.881B,9.977B,29.74B,1.667B,2.692B,3.134B,19.76B,27.05B,16.63B,389.73M,868.23M,1.405B
ES,2014-09,-40.17M,156.43M,1.061B,1.293B,0,0.74,0.74,3.519B,24.16B,831.78M,2014-09,333.87M,234.61M,-89.74M,-89.74M,18.25B,4.258B,8.167B,440.88M,608.64M,363.03M,126.54M,1.892B,9.891B,27.98B,1.667B,2.102B,2.930B,18.09B,25.88B,15.16B,390.90M,608.64M,1.030B
ES,2014-06,-41.51M,150.08M,997.44M,1.301B,0,0.4,0.4,3.519B,23.76B,680.16M,2014-06,281.72M,127.37M,-92.50M,-92.50M,17.98B,4.270B,8.147B,293.98M,561.70M,207.02M,77.77M,1.678B,9.754B,27.79B,1.667B,2.068B,2.803B,18.04B,25.72B,15.23B,386.18M,561.70M,1.001B
ES,2014-03,-44.32M,89.15M,1.330B,1.102B,0,0.75,0.74,3.519B,23.41B,960.75M,2014-03,228.19M,235.96M,-89.98M,-89.98M,17.71B,4.210B,8.318B,467.69M,711.59M,379.38M,141.54M,2.291B,9.724B,28.10B,1.667B,2.366B,2.790B,18.37B,25.73B,15.58B,493.06M,711.59M,1.183B
ES,2013-12,-46.03M,43.36M,1.026B,1.626B,0,0.56,0.56,3.519B,23.16B,751.74M,2013-12,303.23M,177.40M,-88.12M,-88.12M,17.58B,4.029B,7.777B,360.65M,742.25M,280.78M,101.50M,1.778B,9.612B,27.80B,1.665B,2.087B,3.276B,18.18B,25.71B,14.91B,391.09M,742.25M,1.007B
ES,2013-09,-67.39M,57.94M,1.033B,1.951B,0,0.66,0.66,3.519B,22.71B,860.01M,2013-09,304.70M,209.50M,-87.48M,-87.48M,17.19B,3.954B,7.444B,399.26M,554.01M,320.73M,109.35M,1.893B,9.517B,28.44B,1.665B,2.018B,3.378B,18.93B,26.43B,15.55B,460.75M,554.01M,958.60M
ES,2013-06,-69.47M,36.06M,845.47M,1.683B,0,0.54,0.54,3.519B,22.37B,790.43M,2013-06,280.60M,171.02M,-94.93M,-94.93M,16.93B,3.745B,7.651B,358.70M,532.04M,268.67M,95.61M,1.636B,9.407B,28.20B,1.665B,2.051B,3.082B,18.79B,26.15B,15.71B,431.73M,532.04M,982.94M
ES,2013-03,-70.90M,159.93M,1.094B,2.234B,0,0.72,0.72,3.519B,22.07B,901.12M,2013-03,239.23M,228.09M,-110.75M,-110.75M,16.74B,3.614B,7.031B,453.44M,633.46M,350.46M,120.49M,1.995B,9.345B,28.33B,1.665B,2.158B,3.840B,18.98B,26.17B,15.14B,447.68M,633.46M,1.029B
ES,2012-12,-72.85M,45.75M,939.85M,1.884B,0,0.55,0.55,3.519B,21.84B,744.11M,2012-12,267.71M,174.72M,-123.96M,-123.96M,16.60B,3.463B,7.282B,371.28M,764.35M,252.14M,75.55M,1.684B,9.237B,28.30B,1.663B,2.227B,3.644B,19.07B,26.08B,15.42B,372.83M,764.35M,1.009B
ES,2012-09,-64.21M,155.07M,998.28M,2.239B,0,0.66,0.66,3.518B,21.46B,863.25M,2012-09,267.28M,207.63M,-133.40M,-133.40M,16.30B,3.430B,6.834B,455.95M,542.69M,326.87M,117.36M,1.862B,9.177B,27.76B,1.662B,2.139B,3.801B,18.58B,25.62B,14.78B,407.30M,542.69M,956.06M
ES,2012-06,-66.39M,107.71M,1.072B,1.932B,0,0.15,0.15,3.518B,21.13B,556.69M,2012-06,262.56M,44.34M,-129.80M,-129.80M,16.05B,3.249B,7.097B,200.27M,601.00M,72.27M,26.06M,1.629B,9.068B,27.51B,1.662B,1.954B,3.490B,18.44B,25.55B,14.95B,356.43M,601.00M,864.17M
ES,2012-03,-68.82M,346.08M,657.31M,927.29M,0,0.56,0.56,287.59M,13.81B,442.32M,2012-03,219.09M,99.26M,-84.79M,-84.79M,10.61B,1.923B,5.071B,232.74M,412.88M,156.72M,55.96M,1.100B,4.068B,15.98B,981.59M,1.523B,1.968B,11.91B,14.45B,9.939B,209.58M,412.88M,621.66M
ES,2011-12,-70.69M,77.53M,1.368B,648.58M,0,0.63,0.63,287.59M,13.20B,-300.06M,2011-12,248.96M,113.30M,-135.62M,-135.62M,10.40B,1.868B,4.727B,254.82M,633.28M,127.80M,13.02M,1.068B,4.013B,15.65B,980.26M,1.357B,1.948B,11.63B,14.29B,9.684B,-554.88M,633.28M,663.21M
ES,2011-09,-55.21M,91.25M,441.49M,364.33M,0,0.51,0.51,287.59M,12.92B,673.40M,2011-09,237.79M,89.96M,-63.93M,-63.93M,10.10B,1.815B,4.745B,203.82M,668.82M,141.31M,49.88M,1.115B,3.956B,14.73B,980.05M,1.327B,1.535B,10.77B,13.40B,9.235B,469.58M,591.50M,632.86M
ES,2011-06,-45.79M,89.79M,412.51M,473.99M,0,0.44,0.44,287.59M,12.74B,634.97M,2011-06,230.75M,77.28M,-62.23M,-62.23M,9.864B,1.777B,4.503B,178.13M,547.51M,123.23M,44.52M,1.047B,3.915B,14.44B,979.88M,1.338B,1.476B,10.53B,13.10B,9.049B,456.84M,477.92M,674.42M
ES,2011-03,-41.27M,94.70M,474.11M,255.29M,0,0.64,0.64,287.59M,0,761.14M,2011-03,202.56M,114.16M,-61.40M,-61.40M,9.716B,1.709B,4.631B,227.36M,545.68M,179.12M,63.54M,1.235B,4.002B,14.42B,1.096B,1.407B,1.207B,10.42B,13.01B,9.208B,533.78M,468.83M,793.33M
