Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ES,2020-12,-76.41M,106.60M,1.149B,2.346B,0,0.79,0.79,4.446B,39.84B,1.085B,2020-12,265.60M,271.92M,-138.68M,-138.68M,30.88B,4.095B,15.62B,454.72M,1.371B,344.37M,70.56M,2.234B,14.06B,46.10B,1.789B,3.130B,4.915B,32.04B,42.97B,27.12B,630.22M,1.371B,1.429B
ES,2020-09,-60.40M,729.99M,1.138B,1.182B,0,1.01,1.01,4.404B,37.28B,1.205B,2020-09,214.30M,346.26M,-132.57M,-132.57M,29.09B,3.961B,15.23B,561.19M,1.222B,456.38M,108.24M,2.344B,13.98B,43.51B,1.789B,3.220B,3.634B,29.53B,40.29B,25.89B,644.13M,1.222B,1.269B
ES,2020-06,-62.56M,64.89M,962.19M,1.238B,0,0.75,0.75,4.427B,36.73B,990.91M,2020-06,176.14M,252.23M,-133.28M,-133.28M,28.61B,3.882B,14.22B,433.63M,952.13M,329.61M,75.50M,1.953B,13.81B,42.04B,1.789B,2.405B,3.326B,28.23B,39.63B,24.91B,557.29M,952.13M,1.168B
ES,2020-03,-63.11M,47.42M,1.219B,1.237B,0,1.01,1.01,4.427B,36.02B,1.155B,2020-03,286.50M,334.75M,-134.72M,-134.72M,28.04B,3.817B,14.42B,539.09M,914.33M,428.51M,91.88M,2.374B,13.21B,41.65B,1.759B,2.563B,3.396B,28.44B,39.09B,25.04B,615.97M,914.33M,1.174B
ES,2019-12,-65.06M,15.43M,1.083B,1.260B,0,0.77,0.76,4.427B,35.46B,967.80M,2019-12,235.50M,250.04M,-144.34M,-144.34M,27.59B,3.756B,14.31B,435.55M,1.148B,330.98M,79.06M,2.050B,12.63B,41.12B,1.729B,2.415B,3.606B,28.49B,38.71B,24.89B,532.25M,1.148B,1.170B
ES,2019-09,-52.02M,22.69M,1.061B,1.609B,0,0.98,0.98,4.427B,34.70B,1.114B,2019-09,204.01M,318.88M,-132.32M,-132.32M,26.91B,3.605B,13.98B,509.24M,892.11M,400.99M,80.23M,2.176B,12.12B,39.73B,1.699B,2.221B,3.749B,27.60B,37.50B,23.85B,605.25M,892.11M,1.144B
ES,2019-06,-53.64M,20.58M,948.91M,1.551B,0,0.1,0.1,4.427B,34.03B,935.59M,2019-06,174.12M,31.45M,-131.40M,-131.40M,26.30B,3.550B,13.60B,390.64M,903.43M,64.15M,30.82M,1.884B,11.95B,39.00B,1.699B,2.132B,3.512B,27.04B,36.86B,23.53B,544.95M,903.43M,1.119B
ES,2019-03,-57.80M,35.14M,1.310B,2.327B,0,0.97,0.97,4.427B,33.61B,1.105B,2019-03,277.10M,308.68M,-131.73M,-131.73M,26.03B,3.543B,12.85B,494.71M,1.007B,393.95M,83.39M,2.416B,11.64B,38.94B,1.669B,2.301B,4.559B,27.30B,36.64B,22.74B,610.61M,1.007B,1.300B
ES,2018-12,-60.00M,108.07M,1.060B,1.800B,0,0.73,0.73,4.427B,33.07B,974.65M,2018-12,238.00M,231.31M,-142.27M,-142.27M,25.61B,3.506B,12.83B,400.07M,1.120B,301.66M,68.48M,2.035B,11.49B,38.24B,1.669B,2.292B,4.113B,26.75B,35.95B,22.64B,574.59M,1.120B,1.170B
ES,2018-09,-59.58M,59.09M,1.187B,1.507B,0,0.91,0.91,4.427B,32.36B,1.085B,2018-09,192.51M,289.38M,-114.40M,-114.40M,24.97B,3.386B,12.73B,466.00M,1.162B,357.54M,66.28M,2.271B,11.41B,37.52B,1.669B,2.153B,3.630B,26.11B,35.36B,22.48B,618.64M,1.162B,1.262B
ES,2018-06,-60.99M,64.15M,947.77M,1.609B,0,0.76,0.76,4.427B,31.84B,906.13M,2018-06,171.60M,242.77M,-124.50M,-124.50M,24.48B,3.474B,12.61B,391.40M,1.010B,315.10M,70.45M,1.854B,11.27B,37.24B,1.669B,2.278B,3.530B,25.97B,34.97B,22.44B,514.73M,1.010B,1.284B
