Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ETN,2020-12,-4.195B,1.102B,3.178B,1.048B,1.19,1.18,17.08B,8.016B,1.509B,2020-12,2.109B,475.00M,-36.00M,-36.00M,3.392B,277.00M,7.336B,604.00M,1.987B,553.00M,77.00M,140.00M,4.687B,765.00M,14.93B,31.82B,4.00M,9.178B,5.881B,16.85B,22.65B,10.97B,905.00M,1.987B,2.904B
ETN,2020-09,-4.533B,763.00M,3.051B,1.253B,1.11,1.11,16.86B,7.837B,1.475B,2020-09,2.096B,446.00M,-41.00M,-41.00M,3.337B,306.00M,7.271B,589.00M,1.788B,525.00M,78.00M,132.00M,4.526B,754.00M,14.48B,30.98B,4.00M,8.671B,5.805B,16.47B,22.31B,10.66B,886.00M,1.788B,2.876B
ETN,2020-06,-4.809B,496.00M,2.877B,1.362B,0.13,0.13,16.74B,7.742B,979.00M,2020-06,2.138B,51.00M,-38.00M,-38.00M,3.323B,310.00M,7.226B,162.00M,1.62B,47.00M,-7.00M,126.00M,3.856B,691.00M,14.19B,30.35B,4.00M,8.213B,5.489B,16.11B,22.14B,10.62B,817.00M,1.62B,2.647B
ETN,2020-03,-4.966B,417.00M,3.302B,587.00M,1.07,1.07,16.72B,7.73B,1.487B,2020-03,2.346B,438.00M,-34.00M,-34.00M,3.373B,354.00M,8.176B,469.00M,1.785B,621.00M,183.00M,153.00M,4.789B,865.00M,14.24B,30.84B,4.00M,8.67B,4.944B,16.56B,22.18B,11.61B,1.018B,1.785B,2.951B
ETN,2019-12,-4.29B,591.00M,3.556B,503.00M,1.09,1.09,18.09B,9.142B,1.682B,2019-12,2.805B,452.00M,-42.00M,-42.00M,3.932B,396.00M,8.15B,656.00M,2.114B,532.00M,79.00M,152.00M,5.238B,874.00M,16.08B,32.80B,4.00M,8.728B,5.132B,16.67B,24.08B,11.54B,1.026B,2.114B,3.437B
ETN,2019-09,-4.367B,830.00M,3.512B,8.00M,1.44,1.44,17.99B,9.137B,1.802B,2019-09,2.901B,601.00M,-47.00M,-47.00M,3.927B,309.00M,8.346B,770.00M,2.29B,718.00M,116.00M,147.00M,5.314B,885.00M,15.85B,31.90B,4.00M,8.012B,4.661B,16.00B,23.88B,11.33B,1.032B,2.29B,3.787B
ETN,2019-06,-4.108B,797.00M,3.697B,7.00M,1.51,1.5,18.23B,9.144B,1.836B,2019-06,2.853B,636.00M,-50.00M,-50.00M,3.929B,389.00M,8.39B,778.00M,2.268B,738.00M,102.00M,151.00M,5.533B,907.00M,16.31B,32.24B,4.00M,8.126B,4.45B,15.88B,24.12B,11.43B,1.058B,2.268B,3.944B
ETN,2019-03,-4.078B,446.00M,3.573B,783.00M,1.23,1.23,18.07B,9.022B,1.732B,2019-03,2.897B,522.00M,-60.00M,-60.00M,3.893B,360.00M,7.09B,659.00M,2.274B,603.00M,81.00M,156.00M,5.305B,917.00M,16.23B,31.65B,4.00M,7.744B,5.286B,15.38B,23.90B,10.10B,1.073B,2.274B,3.865B
ETN,2018-12,-4.145B,440.00M,3.67B,753.00M,1.46,1.46,18.17B,8.572B,1.789B,2018-12,2.785B,631.00M,-53.00M,-53.00M,3.467B,349.00M,6.768B,775.00M,2.13B,726.00M,94.00M,145.00M,5.459B,869.00M,16.11B,31.09B,4.00M,7.59B,5.154B,14.95B,23.50B,9.796B,1.014B,2.13B,3.858B
ETN,2018-09,0,505.00M,3.597B,508.00M,0.96,0.95,18.33B,8.50B,1.815B,2018-09,2.835B,416.00M,-67.00M,-67.00M,3.446B,347.00M,6.737B,788.00M,2.165B,439.00M,23.00M,138.00M,5.412B,889.00M,16.75B,31.63B,0,7.867B,5.267B,14.84B,23.76B,9.572B,1.027B,2.165B,4.027B
