Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ETN,2018-06,-3.404B,492.00M,3.671B,932.00M,1.4,1.39,18.48B,8.493B,1.816B,2018-06,2.753B,610.00M,-68.00M,-68.00M,3.462B,486.00M,6.753B,770.00M,2.192B,694.00M,83.00M,145.00M,5.487B,901.00M,16.69B,31.86B,4.00M,7.913B,5.387B,15.14B,23.95B,9.753B,1.046B,2.192B,4.092B
ETN,2018-03,-4.448B,827.00M,3.573B,1.032B,1.11,1.1,18.90B,8.666B,1.678B,2018-03,2.745B,488.00M,-70.00M,-70.00M,3.543B,557.00M,6.845B,633.00M,2.203B,565.00M,78.00M,156.00M,5.251B,889.00M,17.26B,32.67B,5.00M,8.129B,5.396B,15.37B,24.54B,9.971B,1.045B,2.203B,4.005B
ETN,2017-12,0,1.095B,3.535B,584.00M,1.44,1.43,18.83B,8.505B,1.678B,2017-12,2.62B,634.00M,-65.00M,-65.00M,3.502B,538.00M,7.167B,677.00M,2.166B,635.00M,1.00M,144.00M,5.213B,857.00M,17.25B,32.62B,0,8.337B,5.075B,15.33B,24.29B,10.26B,1.001B,2.166B,3.943B
ETN,2017-09,0,1.634B,3.466B,1.499B,3.16,3.14,18.90B,8.438B,1.745B,2017-09,2.457B,1.401B,-60.00M,-60.00M,3.486B,327.00M,7.273B,696.00M,2.039B,1.694B,293.00M,147.00M,5.211B,902.00M,16.59B,32.72B,0,8.449B,5.90B,16.09B,24.28B,10.19B,1.049B,2.039B,3.962B
ETN,2017-06,0,837.00M,3.448B,2.341B,1.16,1.15,18.89B,8.389B,1.684B,2017-06,2.393B,516.00M,-60.00M,-60.00M,3.53B,316.00M,6.264B,643.00M,1.885B,572.00M,55.00M,150.00M,5.132B,891.00M,15.55B,31.36B,0,7.487B,6.309B,15.76B,23.87B,9.452B,1.041B,1.885B,3.813B
ETN,2017-03,0,523.00M,3.307B,1.536B,0.97,0.96,18.74B,8.205B,1.541B,2017-03,2.344B,434.00M,-61.00M,-61.00M,3.481B,319.00M,6.677B,522.00M,1.891B,467.00M,33.00M,143.00M,4.848B,876.00M,15.16B,30.61B,0,6.975B,5.557B,15.41B,23.64B,9.855B,1.019B,1.891B,3.673B
ETN,2016-12,0,746.00M,3.315B,1.566B,1.12,1.12,18.72B,8.039B,1.552B,2016-12,2.346B,498.00M,-60.00M,-60.00M,3.443B,321.00M,6.711B,587.00M,1.718B,550.00M,48.00M,143.00M,4.867B,822.00M,14.95B,30.48B,0,7.033B,5.485B,15.48B,23.44B,9.993B,965.00M,1.718B,3.56B
ETN,2016-09,0,707.00M,3.371B,551.00M,1.15,1.15,19.12B,0,1.616B,2016-09,2.328B,523.00M,-59.00M,-59.00M,3.506B,366.00M,7.881B,617.00M,1.79B,573.00M,51.00M,146.00M,4.987B,853.00M,15.40B,31.24B,0,7.087B,4.595B,15.79B,24.15B,11.20B,999.00M,1.79B,3.659B
ETN,2016-06,0,469.00M,3.419B,809.00M,1.08,1.07,19.24B,0,1.661B,2016-06,2.323B,491.00M,-57.00M,-57.00M,3.551B,365.00M,7.605B,615.00M,1.802B,553.00M,61.00M,149.00M,5.08B,897.00M,15.32B,31.15B,0,6.826B,4.816B,15.79B,24.33B,10.97B,1.046B,1.802B,3.628B
ETN,2016-03,0,573.00M,3.291B,1.073B,0.88,0.88,19.54B,0,1.522B,2016-03,2.391B,404.00M,-57.00M,-57.00M,3.583B,395.00M,7.572B,481.00M,1.795B,442.00M,39.00M,149.00M,4.813B,892.00M,15.52B,31.58B,0,7.013B,5.022B,16.02B,24.57B,11.00B,1.041B,1.795B,3.581B
ETN,2015-12,-3.863B,445.00M,3.439B,668.00M,1.15,1.15,19.49B,7.884B,1.618B,2015-12,2.323B,525.00M,-57.00M,-57.00M,3.565B,390.00M,7.746B,592.00M,1.758B,543.00M,16.00M,153.00M,5.057B,873.00M,15.19B,31.00B,5.00M,6.616B,4.625B,15.76B,24.38B,11.14B,1.026B,1.758B,3.479B
ETN,2015-09,-2.899B,568.00M,3.597B,842.00M,0.96,0.96,19.68B,7.964B,1.606B,2015-09,2.395B,446.00M,-59.00M,-59.00M,3.59B,820.00M,7.83B,543.00M,1.997B,487.00M,42.00M,156.00M,5.203B,907.00M,15.37B,32.20B,5.00M,7.579B,5.10B,16.79B,24.62B,11.69B,1.063B,1.997B,3.656B
ETN,2015-06,-1.56B,430.00M,3.675B,981.00M,1.14,1.14,19.98B,7.965B,1.697B,2015-06,2.439B,535.00M,-59.00M,-59.00M,3.68B,876.00M,7.77B,638.00M,1.931B,598.00M,63.00M,158.00M,5.372B,901.00M,15.75B,32.58B,5.00M,7.644B,5.056B,16.78B,24.94B,11.72B,1.059B,1.931B,3.84B
ETN,2015-03,0,802.00M,3.593B,1.511B,1,0.99,19.86B,0,1.63B,2015-03,2.424B,466.00M,-57.00M,-57.00M,3.634B,881.00M,7.829B,557.00M,1.969B,505.00M,38.00M,158.00M,5.223B,915.00M,15.21B,32.70B,0,7.94B,5.666B,17.43B,24.76B,11.77B,1.073B,1.969B,3.733B
ETN,2014-12,0,1.026B,3.847B,1.01B,1.24,1.23,20.45B,0,1.718B,2014-12,2.428B,581.00M,-54.00M,-54.00M,3.75B,901.00M,8.024B,661.00M,1.94B,609.00M,24.00M,154.00M,5.565B,903.00M,15.79B,33.53B,0,8.10B,5.355B,17.69B,25.43B,12.34B,1.057B,1.94B,3.667B
ETN,2014-09,0,990.00M,3.916B,413.00M,1.27,1.26,20.83B,0,1.812B,2014-09,2.498B,602.00M,-56.00M,-56.00M,3.702B,1.035B,8.587B,688.00M,2.038B,642.00M,37.00M,163.00M,5.728B,961.00M,16.59B,34.24B,0,8.431B,4.986B,17.59B,25.81B,12.61B,1.124B,2.038B,3.972B
ETN,2014-06,0,1.265B,4.025B,418.00M,0.36,0.36,21.35B,0,1.742B,2014-06,2.534B,171.00M,-55.00M,-55.00M,3.793B,1.047B,8.615B,590.00M,2.044B,57.00M,-115.00M,168.00M,5.767B,984.00M,16.98B,35.26B,0,8.838B,5.543B,18.22B,26.42B,12.67B,1.152B,2.044B,4.01B
ETN,2014-03,0,1.144B,3.858B,324.00M,0.92,0.92,21.53B,0,1.634B,2014-03,2.532B,439.00M,-62.00M,-62.00M,3.806B,1.296B,8.991B,510.00M,2.076B,453.00M,12.00M,162.00M,5.492B,962.00M,17.04B,35.26B,0,8.683B,4.805B,18.15B,26.58B,13.35B,1.124B,2.076B,3.889B
ETN,2013-12,0,1.709B,3.881B,580.00M,1.01,1,21.68B,0,1.646B,2013-12,2.382B,479.00M,-62.00M,-62.00M,3.833B,1.313B,8.969B,480.00M,1.96B,429.00M,-53.00M,165.00M,5.527B,1.001B,16.79B,35.49B,0,8.731B,4.914B,18.63B,26.76B,13.71B,1.166B,1.96B,3.648B
ETN,2013-09,0,1.34B,3.883B,664.00M,1.08,1.07,21.51B,0,1.724B,2013-09,2.403B,510.00M,-63.00M,-63.00M,3.757B,1.513B,9.029B,591.00M,1.976B,521.00M,7.00M,166.00M,5.607B,967.00M,16.07B,35.31B,0,8.766B,5.054B,19.20B,26.55B,14.14B,1.133B,1.976B,3.95B
ETN,2013-06,-1.964B,996.00M,3.87B,690.00M,1.04,1.04,21.24B,7.617B,1.732B,2013-06,2.405B,494.00M,-71.00M,-71.00M,3.749B,2.301B,9.069B,611.00M,2.045B,534.00M,37.00M,161.00M,5.602B,960.00M,15.39B,35.26B,5.00M,8.229B,4.981B,19.83B,27.03B,14.84B,1.121B,2.045B,3.82B
ETN,2013-03,-1.964B,1.036B,3.735B,653.00M,0.8,0.79,20.94B,6.194B,1.575B,2013-03,2.394B,378.00M,-75.00M,-75.00M,3.841B,2.007B,9.473B,465.00M,1.978B,400.00M,20.00M,152.00M,5.31B,958.00M,15.17B,34.98B,167.00M,8.196B,4.903B,19.77B,26.78B,14.86B,1.11B,1.978B,3.685B
ETN,2012-12,0,1.104B,3.132B,1.071B,0.47,0.46,22.02B,0,1.201B,2012-12,2.336B,179.00M,-108.00M,-108.00M,3.786B,1.548B,9.765B,260.00M,1.879B,88.00M,-92.00M,126.00M,4.333B,815.00M,15.11B,35.81B,0,7.90B,5.515B,20.63B,27.91B,15.12B,941.00M,1.879B,3.474B
ETN,2012-09,0,1.045B,2.747B,415.00M,1.02,1.02,8.091B,0,1.203B,2012-09,1.801B,345.00M,-42.00M,-42.00M,2.794B,569.00M,3.69B,414.00M,1.441B,376.00M,29.00M,102.00M,3.95B,687.00M,8.22B,18.80B,0,6.195B,3.708B,10.56B,12.60B,6.85B,789.00M,1.441B,2.645B
ETN,2012-06,0,1.177B,2.815B,695.00M,1.13,1.12,7.867B,0,1.253B,2012-06,1.756B,382.00M,-30.00M,-30.00M,2.675B,416.00M,3.678B,457.00M,1.556B,419.00M,37.00M,106.00M,4.068B,690.00M,7.937B,18.55B,0,6.366B,3.83B,10.60B,12.19B,6.766B,796.00M,1.556B,2.683B
ETN,2012-03,0,811.00M,2.754B,405.00M,0.93,0.91,7.797B,0,1.206B,2012-03,1.779B,311.00M,-28.00M,-28.00M,2.66B,450.00M,3.345B,399.00M,1.53B,368.00M,57.00M,105.00M,3.96B,702.00M,7.933B,17.99B,0,5.882B,3.565B,10.04B,12.11B,6.474B,807.00M,1.53B,2.588B
ETN,2011-12,0,1.084B,2.817B,407.00M,1.08,1.07,7.729B,0,1.216B,2011-12,1.701B,362.00M,-26.00M,-26.00M,2.602B,442.00M,3.366B,408.00M,1.491B,390.00M,29.00M,101.00M,4.033B,707.00M,7.469B,17.87B,0,5.826B,3.637B,10.38B,12.05B,6.744B,808.00M,1.491B,2.444B
ETN,2011-09,0,814.00M,2.90B,407.00M,1.07,1.07,7.824B,0,1.223B,2011-09,1.769B,365.00M,-29.00M,-29.00M,2.537B,456.00M,3.368B,451.00M,1.527B,432.00M,65.00M,104.00M,4.123B,668.00M,7.723B,17.63B,0,5.733B,3.78B,9.881B,11.89B,6.101B,772.00M,1.527B,2.549B
ETN,2011-06,0,883.00M,2.862B,117.00M,0.99,0.97,8.083B,0,1.228B,2011-06,1.766B,336.00M,-31.00M,-31.00M,2.589B,499.00M,3.65B,423.00M,1.534B,396.00M,58.00M,107.00M,4.09B,698.00M,8.152B,18.12B,0,5.917B,3.403B,9.934B,12.20B,6.531B,805.00M,1.534B,2.625B
ETN,2011-03,0,697.00M,2.682B,97.00M,0.84,0.83,7.873B,0,1.121B,2011-03,1.667B,287.00M,-32.00M,-32.00M,2.523B,495.00M,3.354B,351.00M,1.456B,335.00M,49.00M,105.00M,3.803B,665.00M,7.783B,17.34B,0,5.47B,3.201B,9.513B,11.87B,6.312B,770.00M,1.456B,2.466B
