Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
PEG,2020-12,-504.00M,543.00M,1.641B,2.747B,0,0.85,0.85,158.00M,48.83B,761.00M,2020-12,878.00M,431.00M,-132.00M,-132.00M,37.85B,6.502B,14.75B,432.00M,1.582B,553.00M,122.00M,2.402B,15.98B,50.05B,5.031B,3.63B,5.522B,34.07B,46.42B,28.54B,329.00M,1.456B,1.702B
PEG,2020-09,-452.00M,966.00M,1.542B,2.393B,0,1.15,1.14,228.00M,48.22B,828.00M,2020-09,917.00M,575.00M,-149.00M,-149.00M,37.32B,6.334B,15.05B,511.00M,1.741B,696.00M,121.00M,2.37B,15.84B,49.58B,5.016B,4.023B,5.26B,33.74B,45.55B,28.48B,317.00M,1.57B,1.576B
PEG,2020-06,-455.00M,431.00M,1.328B,3.258B,0,0.89,0.89,185.00M,47.43B,722.00M,2020-06,816.00M,451.00M,-113.00M,-113.00M,36.82B,6.481B,13.84B,407.00M,1.384B,560.00M,109.00M,2.05B,15.49B,48.78B,5.003B,3.742B,5.783B,33.29B,45.04B,27.51B,315.00M,1.262B,1.585B
PEG,2020-03,-481.00M,799.00M,1.66B,2.727B,0,0.89,0.88,165.00M,46.85B,1.121B,2020-03,776.00M,448.00M,-153.00M,-153.00M,36.48B,6.321B,14.31B,797.00M,1.461B,492.00M,44.00M,2.781B,15.25B,48.36B,4.994B,3.727B,5.16B,33.12B,44.64B,27.96B,324.00M,1.285B,1.452B
PEG,2019-12,-489.00M,147.00M,1.651B,2.48B,0,0.86,0.86,149.00M,46.23B,827.00M,2019-12,897.00M,437.00M,-136.00M,-136.00M,36.13B,6.256B,14.02B,507.00M,1.515B,535.00M,98.00M,2.478B,15.09B,47.73B,5.003B,3.231B,5.047B,32.64B,44.50B,27.59B,320.00M,1.399B,1.573B
PEG,2019-09,-438.00M,120.00M,1.498B,1.402B,0,0.8,0.79,204.00M,45.78B,804.00M,2019-09,925.00M,403.00M,-147.00M,-147.00M,35.69B,6.143B,14.72B,497.00M,1.455B,433.00M,30.00M,2.302B,14.92B,46.82B,4.989B,3.059B,4.067B,31.89B,43.76B,27.82B,307.00M,1.281B,1.345B
PEG,2019-06,-432.00M,82.00M,1.454B,1.421B,0,0.3,0.3,178.00M,45.00B,862.00M,2019-06,809.00M,153.00M,-103.00M,-103.00M,35.16B,6.03B,14.57B,555.00M,1.307B,133.00M,-20.00M,2.316B,14.75B,46.28B,4.98B,3.156B,3.982B,31.53B,43.12B,27.54B,307.00M,1.192B,1.311B
PEG,2019-03,-441.00M,65.00M,1.88B,2.051B,0,1.39,1.38,172.00M,45.11B,1.10B,2019-03,718.00M,700.00M,-133.00M,-133.00M,35.04B,5.929B,13.47B,786.00M,1.366B,849.00M,149.00M,2.98B,14.81B,45.76B,4.969B,3.027B,4.473B,30.94B,42.73B,26.47B,314.00M,1.208B,1.791B
PEG,2018-12,-377.00M,177.00M,1.717B,2.31B,0,0.39,0.39,159.00M,44.20B,751.00M,2018-12,902.00M,199.00M,-117.00M,-117.00M,34.36B,5.713B,13.17B,447.00M,1.587B,200.00M,1.00M,2.468B,14.38B,45.33B,4.98B,3.507B,4.935B,30.95B,41.82B,26.01B,304.00M,1.477B,1.917B
PEG,2018-09,-407.00M,88.00M,1.546B,1.869B,0,0.82,0.81,123.00M,43.61B,848.00M,2018-09,919.00M,412.00M,-127.00M,-127.00M,33.78B,5.72B,12.91B,554.00M,1.512B,529.00M,117.00M,2.394B,14.36B,45.07B,4.966B,3.215B,4.485B,30.71B,41.86B,26.23B,294.00M,1.353B,1.62B
PEG,2018-06,-410.00M,95.00M,1.325B,1.82B,0,0.53,0.53,143.00M,42.81B,691.00M,2018-06,792.00M,269.00M,-91.00M,-91.00M,33.15B,5.475B,12.51B,411.00M,1.557B,366.00M,97.00M,2.016B,14.16B,43.71B,4.955B,3.005B,4.244B,29.55B,40.70B,25.30B,280.00M,1.452B,1.463B
PEG,2018-03,-411.00M,118.00M,1.706B,1.594B,0,1.11,1.1,147.00M,42.03B,1.112B,2018-03,736.00M,558.00M,-99.00M,-99.00M,32.40B,5.329B,12.07B,832.00M,1.615B,760.00M,202.00M,2.818B,14.10B,42.79B,4.946B,2.806B,3.948B,28.69B,39.98B,24.74B,280.00M,1.468B,1.637B
PEG,2017-12,-229.00M,313.00M,1.479B,1.542B,0,1.88,1.88,130.00M,41.23B,628.00M,2017-12,866.00M,956.00M,-97.00M,-97.00M,31.80B,5.24B,12.07B,363.00M,1.845B,310.00M,-646.00M,2.107B,13.85B,42.72B,4.961B,3.312B,4.168B,28.87B,39.40B,24.70B,265.00M,1.742B,1.771B
PEG,2017-09,-204.00M,278.00M,1.309B,1.452B,0,0.78,0.78,104.00M,39.92B,945.00M,2017-09,936.00M,395.00M,-94.00M,-94.00M,30.53B,8.931B,11.27B,693.00M,1.587B,647.00M,252.00M,2.254B,13.12B,41.16B,4.938B,3.081B,3.831B,28.03B,38.08B,24.20B,252.00M,1.451B,1.325B
PEG,2017-06,-226.00M,430.00M,1.306B,900.00M,0,0.22,0.22,136.00M,38.79B,836.00M,2017-06,847.00M,109.00M,-86.00M,-86.00M,29.64B,8.755B,11.62B,195.00M,1.438B,168.00M,59.00M,2.142B,12.92B,40.52B,4.929B,3.188B,3.164B,27.61B,37.34B,24.44B,641.00M,1.339B,1.24B
PEG,2017-03,-242.00M,193.00M,1.585B,815.00M,0,0.23,0.22,122.00M,40.20B,1.006B,2017-03,739.00M,114.00M,-93.00M,-93.00M,29.34B,8.567B,10.90B,178.00M,1.548B,143.00M,29.00M,2.591B,13.00B,39.66B,4.92B,2.716B,3.111B,26.66B,36.95B,23.55B,828.00M,1.417B,1.43B
PEG,2016-12,-263.00M,423.00M,1.351B,888.00M,0,-0.1941,-0.1941,114.00M,39.34B,644.00M,2016-12,887.00M,-98.00M,-92.00M,-92.00M,29.29B,8.658B,10.90B,-153.00M,1.587B,-249.00M,-151.00M,1.995B,13.13B,40.07B,4.936B,3.254B,3.276B,26.94B,36.82B,23.66B,797.00M,1.49B,1.499B
PEG,2016-09,-218.00M,450.00M,1.642B,255.00M,0,0.65,0.64,170.00M,38.22B,808.00M,2016-09,957.00M,327.00M,-93.00M,-93.00M,28.80B,8.661B,10.70B,577.00M,1.704B,515.00M,188.00M,2.45B,13.48B,39.49B,4.928B,3.209B,2.804B,26.01B,36.28B,23.21B,231.00M,1.577B,1.234B
PEG,2016-06,-252.00M,648.00M,1.334B,662.00M,0,0.37,0.37,147.00M,37.28B,571.00M,2016-06,905.00M,187.00M,-92.00M,-92.00M,28.01B,8.545B,10.27B,347.00M,1.518B,278.00M,91.00M,1.905B,13.32B,39.04B,4.919B,3.489B,3.12B,25.73B,35.56B,22.61B,224.00M,1.415B,1.194B
PEG,2016-03,-269.00M,592.00M,1.565B,574.00M,0,0.93,0.93,128.00M,36.39B,1.051B,2016-03,839.00M,471.00M,-86.00M,-86.00M,27.27B,8.377B,9.676B,827.00M,1.47B,754.00M,283.00M,2.616B,13.32B,38.13B,4.908B,3.263B,2.942B,24.81B,34.86B,21.86B,224.00M,1.347B,1.289B
