Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
PEG,2015-12,-295.00M,394.00M,1.492B,1.098B,0,0.6119,0.6,118.00M,35.49B,786.00M,2015-12,976.00M,309.00M,-97.00M,-97.00M,26.54B,8.166B,8.834B,532.00M,1.507B,441.00M,132.00M,2.278B,13.07B,37.54B,4.915B,3.494B,3.575B,24.47B,34.04B,20.89B,254.00M,1.411B,1.57B
PEG,2015-09,-299.00M,271.00M,1.561B,1.126B,14.00M,0.87,0.87,138.00M,34.62B,1.127B,2015-09,923.00M,439.00M,-90.00M,-90.00M,25.60B,7.672B,8.132B,814.00M,1.373B,724.00M,285.00M,2.688B,12.93B,36.42B,4.894B,3.204B,3.604B,23.49B,33.22B,19.89B,313.00M,1.25B,1.407B
PEG,2015-06,-277.00M,597.00M,1.429B,625.00M,87.00M,0.68,0.68,117.00M,33.60B,885.00M,2015-06,824.00M,345.00M,-91.00M,-91.00M,24.81B,7.578B,8.689B,568.00M,1.40B,531.00M,186.00M,2.314B,12.71B,36.21B,4.883B,3.627B,3.107B,23.50B,32.58B,20.40B,317.00M,1.304B,1.396B
PEG,2015-03,-270.00M,1.008B,1.757B,994.00M,173.00M,1.16,1.15,103.00M,32.80B,1.378B,2015-03,749.00M,586.00M,-92.00M,-92.00M,23.98B,7.436B,8.09B,1.048B,1.468B,984.00M,398.00M,3.135B,12.56B,35.83B,4.873B,4.159B,3.622B,23.27B,31.67B,19.65B,330.00M,1.349B,1.72B
PEG,2014-12,-283.00M,402.00M,1.658B,883.00M,0,0.9407,0.94,100.00M,32.20B,1.115B,2014-12,1.022B,476.00M,-92.00M,-92.00M,23.59B,7.303B,8.215B,807.00M,1.294B,781.00M,305.00M,2.773B,12.18B,35.29B,4.876B,4.119B,3.478B,23.10B,31.17B,19.62B,308.00M,1.199B,1.749B
PEG,2014-09,-99.00M,703.00M,1.577B,574.00M,48.00M,0.88,0.87,118.00M,31.33B,1.064B,2014-09,1.025B,444.00M,-94.00M,-94.00M,22.84B,7.298B,8.389B,746.00M,1.396B,705.00M,261.00M,2.641B,12.08B,34.15B,4.873B,3.846B,3.136B,22.06B,30.30B,18.93B,318.00M,1.279B,1.509B
PEG,2014-06,-73.00M,570.00M,1.589B,1.095B,0,0.42,0.42,106.00M,30.71B,660.00M,2014-06,902.00M,212.00M,-88.00M,-88.00M,22.31B,7.197B,7.932B,365.00M,1.292B,324.00M,112.00M,2.249B,11.84B,33.70B,4.865B,3.794B,3.463B,21.86B,29.91B,18.39B,295.00M,1.197B,1.633B
PEG,2014-03,-87.00M,655.00M,2.212B,786.00M,0,0.76,0.76,64.00M,30.15B,1.011B,2014-03,746.00M,386.00M,-91.00M,-91.00M,21.93B,7.148B,7.802B,705.00M,1.539B,646.00M,260.00M,3.223B,11.80B,33.33B,4.856B,3.853B,3.357B,21.53B,29.47B,18.17B,306.00M,1.427B,2.082B
PEG,2013-12,-95.00M,493.00M,1.643B,841.00M,0,0.3954,0.39,49.00M,29.71B,675.00M,2013-12,1.024B,200.00M,-94.00M,-94.00M,21.64B,7.107B,7.862B,365.00M,1.354B,304.00M,104.00M,2.318B,11.61B,32.52B,4.861B,3.614B,3.063B,20.91B,28.91B,17.85B,310.00M,1.259B,1.612B
PEG,2013-09,-338.00M,448.00M,1.514B,1.01B,0,0.77,0.77,68.00M,29.21B,1.04B,2013-09,1.049B,390.00M,-93.00M,-93.00M,21.08B,6.807B,7.476B,712.00M,1.221B,660.00M,270.00M,2.554B,11.34B,32.61B,4.852B,3.741B,3.235B,21.27B,28.87B,18.04B,328.00M,1.107B,1.505B
PEG,2013-06,-362.00M,164.00M,1.401B,965.00M,46.00M,0.66,0.66,57.00M,28.52B,909.00M,2013-06,916.00M,333.00M,-96.00M,-96.00M,20.56B,6.686B,7.442B,612.00M,1.174B,551.00M,218.00M,2.31B,11.10B,32.06B,4.842B,3.615B,3.058B,20.96B,28.44B,17.90B,297.00M,1.077B,1.616B
PEG,2013-03,-355.00M,420.00M,1.865B,1.27B,10.00M,0.63,0.63,53.00M,27.93B,921.00M,2013-03,754.00M,320.00M,-96.00M,-96.00M,20.12B,6.604B,7.009B,610.00M,1.284B,540.00M,220.00M,2.786B,10.95B,31.71B,4.833B,3.656B,3.406B,20.76B,28.06B,17.36B,311.00M,1.17B,1.948B
PEG,2012-12,-388.00M,379.00M,1.656B,1.515B,72.00M,0.44,0.44,50.00M,27.40B,750.00M,2012-12,1.005B,224.00M,-108.00M,-108.00M,19.74B,6.542B,6.687B,468.00M,1.412B,361.00M,137.00M,2.406B,10.78B,31.72B,4.833B,3.869B,3.777B,20.94B,27.86B,17.17B,282.00M,1.321B,1.61B
PEG,2012-09,-322.00M,780.00M,1.498B,975.00M,0,0.69,0.68,73.00M,26.73B,904.00M,2012-09,1.073B,347.00M,-101.00M,-101.00M,19.10B,6.058B,7.334B,594.00M,1.347B,588.00M,241.00M,2.402B,10.81B,30.71B,4.836B,3.978B,3.039B,19.90B,26.73B,16.86B,310.00M,1.228B,1.259B
PEG,2012-06,-310.00M,765.00M,1.39B,988.00M,0,0.42,0.42,68.00M,26.04B,708.00M,2012-06,965.00M,211.00M,-99.00M,-99.00M,18.59B,5.939B,7.336B,433.00M,1.084B,357.00M,146.00M,2.098B,10.64B,30.14B,4.829B,3.94B,2.816B,19.50B,26.20B,16.68B,275.00M,986.00M,1.167B
PEG,2012-03,-293.00M,931.00M,1.807B,748.00M,258.00M,0.97,0.97,152.00M,25.60B,1.068B,2012-03,866.00M,493.00M,-97.00M,-97.00M,18.23B,5.693B,7.259B,783.00M,1.204B,705.00M,212.00M,2.875B,10.62B,30.00B,4.823B,3.961B,3.108B,19.38B,26.04B,16.27B,285.00M,1.089B,1.238B
PEG,2011-12,-337.00M,834.00M,3.488B,633.00M,170.00M,0.71,0.71,147.00M,25.08B,-852.00M,2011-12,1.052B,360.00M,-257.00M,-257.00M,17.85B,5.458B,7.461B,709.00M,1.311B,580.00M,220.00M,2.636B,10.27B,29.82B,4.823B,3.911B,2.957B,19.55B,25.91B,16.59B,-1.561B,1.214B,1.272B
PEG,2011-09,-256.00M,1.242B,1.167B,1.489B,0,0.58,0.58,180.00M,24.62B,1.453B,2011-09,1.105B,294.00M,-81.00M,-81.00M,17.28B,5.652B,7.48B,556.00M,1.305B,466.00M,201.00M,2.62B,10.16B,29.91B,4.818B,4.97B,3.692B,19.75B,24.94B,16.06B,897.00M,1.174B,1.792B
PEG,2011-06,-179.00M,159.00M,1.01B,1.485B,0,0.63,0.63,158.00M,24.06B,1.459B,2011-06,924.00M,323.00M,-67.00M,-67.00M,16.89B,5.121B,7.063B,621.00M,1.141B,547.00M,227.00M,2.469B,10.11B,28.79B,4.812B,3.786B,3.53B,18.68B,25.00B,15.15B,838.00M,1.043B,1.486B
PEG,2011-03,-187.00M,900.00M,1.563B,1.211B,0,1.04,1.04,151.00M,23.70B,1.791B,2011-03,741.00M,526.00M,-56.00M,-56.00M,16.65B,5.00B,7.697B,856.00M,1.322B,791.00M,329.00M,3.354B,9.957B,29.37B,0,4.466B,3.483B,19.41B,24.90B,15.93B,935.00M,1.169B,1.963B
