Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
PPL,2018-06,-3.495B,852.00M,843.00M,2.067B,271.00M,0.74,0.73,4.002B,41.01B,1.005B,2018-06,288.00M,515.00M,-233.00M,-233.00M,33.82B,3.216B,20.22B,658.00M,1.426B,657.00M,142.00M,1.848B,11.24B,42.83B,7.00M,2.60B,4.448B,31.59B,40.23B,27.14B,347.00M,1.223B,1.194B
PPL,2018-03,-3.279B,629.00M,923.00M,1.707B,286.00M,0.65,0.65,4.005B,40.85B,1.203B,2018-03,279.00M,452.00M,-239.00M,-239.00M,33.74B,3.126B,20.21B,851.00M,1.572B,569.00M,117.00M,2.126B,11.18B,42.39B,7.00M,2.49B,4.238B,31.21B,39.90B,26.97B,352.00M,1.249B,1.338B
PPL,2017-12,-3.422B,485.00M,836.00M,1.428B,292.00M,0.11,0.11,3.955B,39.99B,1.09B,2017-12,320.00M,78.00M,-232.00M,-232.00M,33.09B,3.032B,19.85B,749.00M,1.584B,541.00M,463.00M,1.926B,10.76B,41.48B,7.00M,2.294B,4.023B,30.72B,39.18B,26.70B,341.00M,1.302B,1.324B
PPL,2017-09,-3.503B,676.00M,783.00M,1.659B,291.00M,0.52,0.51,3.80B,38.59B,1.062B,2017-09,323.00M,355.00M,-229.00M,-229.00M,31.82B,4.826B,19.11B,736.00M,1.542B,471.00M,116.00M,1.845B,10.69B,40.76B,7.00M,2.331B,4.149B,30.07B,38.43B,25.92B,326.00M,1.22B,1.118B
PPL,2017-06,-3.523B,467.00M,751.00M,2.168B,289.00M,0.43,0.43,3.795B,37.83B,974.00M,2017-06,316.00M,292.00M,-222.00M,-222.00M,31.23B,4.695B,18.40B,658.00M,1.296B,368.00M,76.00M,1.725B,10.49B,39.96B,7.00M,2.166B,4.35B,29.47B,37.80B,25.12B,316.00M,1.10B,1.129B
PPL,2017-03,-3.777B,409.00M,876.00M,2.083B,277.00M,0.59,0.59,3.694B,36.74B,1.075B,2017-03,312.00M,403.00M,-217.00M,-217.00M,30.41B,4.609B,17.96B,758.00M,1.349B,532.00M,129.00M,1.951B,10.11B,39.03B,7.00M,2.227B,4.256B,28.92B,36.81B,24.67B,317.00M,1.05B,1.187B
PPL,2016-12,-3.778B,341.00M,924.00M,1.441B,276.00M,0.68,0.68,3.76B,36.22B,908.00M,2016-12,356.00M,465.00M,-214.00M,-214.00M,30.07B,4.443B,17.81B,602.00M,1.45B,603.00M,138.00M,1.832B,9.899B,38.32B,7.00M,2.067B,3.837B,28.42B,36.25B,24.58B,306.00M,1.18B,1.192B
PPL,2016-09,-3.48B,416.00M,795.00M,1.079B,302.00M,0.7,0.69,3.868B,36.06B,1.094B,2016-09,346.00M,473.00M,-223.00M,-223.00M,29.97B,4.38B,18.07B,786.00M,1.432B,612.00M,139.00M,1.889B,9.975B,38.04B,7.00M,2.099B,3.412B,28.06B,35.94B,24.65B,308.00M,1.117B,1.125B
PPL,2016-06,-2.857B,492.00M,755.00M,1.075B,326.00M,0.71,0.71,4.163B,36.92B,1.03B,2016-06,336.00M,483.00M,-224.00M,-224.00M,30.79B,4.324B,18.95B,725.00M,1.301B,675.00M,192.00M,1.785B,10.32B,39.53B,7.00M,2.36B,3.408B,29.20B,37.17B,25.80B,305.00M,1.09B,1.158B
PPL,2016-03,-3.159B,814.00M,880.00M,1.75B,306.00M,0.71,0.71,4.003B,35.71B,1.131B,2016-03,332.00M,481.00M,-224.00M,-224.00M,29.83B,4.165B,18.07B,823.00M,1.375B,660.00M,179.00M,2.011B,9.762B,38.71B,7.00M,2.713B,4.066B,28.95B,36.00B,24.88B,308.00M,1.06B,1.196B
PPL,2015-12,-2.728B,836.00M,880.00M,1.401B,326.00M,0.59,0.59,4.229B,36.23B,900.00M,2015-12,357.00M,399.00M,-222.00M,-222.00M,30.38B,4.057B,18.56B,617.00M,1.455B,438.00M,33.00M,1.78B,9.919B,39.30B,7.00M,2.646B,3.876B,29.38B,36.66B,25.51B,283.00M,1.152B,1.185B
PPL,2015-09,-2.206B,981.00M,887.00M,2.017B,312.00M,0.58,0.58,4.285B,35.76B,991.00M,2015-09,321.00M,393.00M,-221.00M,-221.00M,29.96B,4.347B,17.74B,686.00M,1.48B,540.00M,144.00M,1.878B,10.22B,39.25B,7.00M,2.99B,4.468B,29.02B,36.26B,24.56B,305.00M,1.18B,1.198B
PPL,2015-06,-2.284B,846.00M,851.00M,2.10B,309.00M,-1.13,-1.13,4.248B,34.87B,930.00M,2015-06,315.00M,-757.00M,-215.00M,-215.00M,29.22B,4.149B,17.10B,638.00M,1.473B,321.00M,71.00M,1.781B,9.941B,38.24B,7.00M,2.87B,4.509B,28.30B,35.37B,23.79B,292.00M,1.282B,1.274B
PPL,2015-03,-2.311B,1.47B,1.038B,3.13B,304.00M,0.97,0.96,4.884B,46.89B,1.192B,2015-03,687.00M,647.00M,-209.00M,-209.00M,34.96B,5.38B,18.77B,890.00M,1.996B,769.00M,217.00M,2.23B,14.04B,48.92B,7.00M,5.699B,7.217B,34.88B,43.22B,27.67B,302.00M,1.651B,1.852B
PPL,2014-12,-2.274B,1.519B,932.00M,1.836B,0,1.04,1.04,4.335B,33.69B,1.014B,2014-12,381.00M,695.00M,-205.00M,-205.00M,28.17B,3.759B,17.05B,700.00M,1.805B,566.00M,158.00M,1.946B,13.63B,48.61B,7.00M,6.026B,7.439B,34.98B,42.58B,27.54B,314.00M,1.507B,1.325B
PPL,2014-09,-1.438B,1.188B,880.00M,1.334B,0,0.74,0.74,5.123B,46.04B,999.00M,2014-09,763.00M,497.00M,-213.00M,-213.00M,34.40B,5.185B,20.52B,688.00M,2.091B,611.00M,201.00M,1.879B,13.97B,48.19B,7.00M,5.76B,5.412B,34.22B,42.43B,28.80B,311.00M,1.737B,1.726B
PPL,2014-06,-1.398B,1.269B,864.00M,1.112B,0,0.35,0.34,5.253B,46.02B,985.00M,2014-06,651.00M,229.00M,-208.00M,-208.00M,34.43B,5.167B,20.82B,678.00M,1.773B,396.00M,166.00M,1.849B,13.74B,48.19B,7.00M,5.537B,5.156B,34.46B,42.66B,29.30B,307.00M,1.55B,1.776B
PPL,2014-03,-1.429B,1.256B,70.00M,1.883B,0,0.5,0.49,5.241B,45.16B,1.124B,2014-03,607.00M,316.00M,-261.00M,-261.00M,33.77B,5.019B,20.51B,723.00M,2.179B,438.00M,114.00M,1.194B,12.72B,47.97B,6.00M,6.094B,6.376B,35.26B,41.88B,28.88B,401.00M,1.821B,2.085B
PPL,2013-12,-1.565B,1.102B,-1.978B,1.016B,0,-0.16,-0.16,5.176B,44.13B,339.00M,2013-12,702.00M,-98.00M,-33.00M,-33.00M,33.09B,4.853B,20.59B,304.00M,1.979B,200.00M,31.00M,-1.639B,12.47B,46.26B,6.00M,5.153B,4.912B,33.79B,41.11B,28.88B,35.00M,1.654B,1.855B
PPL,2013-09,-2.007B,1.291B,1.858B,1.25B,0,0.65,0.62,4.982B,42.40B,1.216B,2013-09,686.00M,410.00M,-243.00M,-243.00M,31.59B,4.787B,19.09B,846.00M,1.806B,485.00M,81.00M,3.074B,12.34B,44.99B,6.00M,4.971B,4.948B,32.63B,40.02B,27.68B,370.00M,1.481B,1.626B
PPL,2013-06,-2.128B,711.00M,2.32B,1.957B,0,0.68,0.63,4.898B,41.09B,1.13B,2013-06,642.00M,405.00M,-258.00M,-258.00M,30.60B,4.713B,18.88B,758.00M,1.673B,513.00M,109.00M,3.45B,10.94B,43.75B,6.00M,4.775B,5.542B,32.79B,38.97B,27.25B,372.00M,1.476B,1.709B
PPL,2013-03,-2.146B,853.00M,1.384B,1.812B,0,0.7,0.65,4.905B,40.27B,1.073B,2013-03,616.00M,413.00M,-250.00M,-250.00M,29.98B,4.583B,18.88B,693.00M,1.776B,564.00M,151.00M,2.457B,10.52B,43.34B,6.00M,4.989B,5.65B,32.80B,38.35B,27.15B,380.00M,1.424B,1.704B
PPL,2012-12,-1.94B,901.00M,1.971B,1.403B,0,0.61,0.6,5.09B,40.14B,1.097B,2012-12,673.00M,359.00M,-236.00M,-236.00M,30.03B,4.535B,18.72B,739.00M,1.877B,468.00M,154.00M,3.068B,10.48B,43.63B,6.00M,5.068B,5.625B,33.14B,38.57B,27.51B,358.00M,1.552B,1.681B
PPL,2012-09,-1.039B,946.00M,1.371B,839.00M,0,0.61,0.61,5.043B,38.93B,1.032B,2012-09,663.00M,355.00M,-247.00M,-247.00M,29.05B,4.941B,18.71B,664.00M,1.711B,372.00M,17.00M,2.403B,11.21B,43.24B,6.00M,5.227B,4.887B,32.01B,38.01B,27.12B,368.00M,1.376B,1.525B
PPL,2012-06,-1.12B,981.00M,1.619B,901.00M,0,0.46,0.46,4.945B,37.84B,930.00M,2012-06,719.00M,271.00M,-234.00M,-234.00M,28.27B,4.903B,18.70B,572.00M,1.542B,365.00M,88.00M,2.549B,10.96B,43.51B,6.00M,6.151B,5.318B,32.53B,37.36B,27.21B,358.00M,1.341B,1.567B
PPL,2012-03,-730.00M,1.103B,2.706B,674.00M,0,0.93,0.93,5.225B,37.16B,1.406B,2012-03,669.00M,541.00M,-229.00M,-229.00M,27.71B,4.904B,18.08B,1.051B,1.699B,804.00M,259.00M,4.112B,11.27B,44.08B,6.00M,7.062B,5.888B,32.55B,37.02B,26.66B,355.00M,1.373B,1.581B
PPL,2011-12,-788.00M,1.218B,5.342B,578.00M,0,0.79,0.79,5.188B,36.48B,-1.124B,2011-12,654.00M,454.00M,-213.00M,-213.00M,27.27B,4.657B,17.99B,545.00M,1.709B,720.00M,262.00M,4.218B,10.83B,42.65B,6.00M,6.426B,5.255B,31.55B,36.23B,26.30B,-1.669B,1.422B,1.657B
PPL,2011-09,-500.00M,1.527B,1.141B,930.00M,0,0.76,0.76,5.27B,35.95B,1.979B,2011-09,633.00M,444.00M,-240.00M,-240.00M,26.92B,4.591B,17.68B,902.00M,1.73B,559.00M,110.00M,3.12B,10.85B,40.96B,6.00M,5.412B,4.54B,29.84B,35.54B,25.30B,1.077B,1.436B,1.539B
PPL,2011-06,-435.00M,1.269B,739.00M,933.00M,0,0.35,0.35,5.268B,35.43B,1.75B,2011-06,647.00M,196.00M,-264.00M,-264.00M,26.61B,4.521B,17.53B,715.00M,1.738B,297.00M,96.00M,2.489B,10.65B,40.54B,6.00M,5.364B,4.593B,29.62B,35.17B,25.02B,1.035B,1.563B,1.492B
PPL,2011-03,-424.00M,1.245B,1.128B,1.383B,0,0.82,0.82,2.755B,29.84B,1.782B,2011-03,621.00M,401.00M,-174.00M,-174.00M,21.18B,3.829B,12.25B,918.00M,1.479B,625.00M,223.00M,2.91B,8.53B,32.74B,5.00M,5.747B,4.902B,23.94B,26.99B,19.04B,864.00M,1.255B,1.395B
