Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
CSX,2021-03,-530.00M,2.957B,1.712B,41.00M,0.93,0.93,0,46.06B,1.101B,2021-03,298.00M,706.00M,-184.00M,-184.00M,32.87B,7.226B,16.76B,1.101B,1.515B,937.00M,231.00M,2.813B,0,13.15B,39.69B,757.00M,4.305B,1.80B,26.53B,35.39B,24.73B,0,1.515B,957.00M
CSX,2020-12,-598.00M,3.131B,1.61B,401.00M,0.9961,0.99,0,46.00B,1.215B,2020-12,302.00M,760.00M,-172.00M,-172.00M,32.92B,7.168B,16.76B,1.215B,1.364B,994.00M,234.00M,2.825B,0,13.10B,39.79B,763.00M,4.441B,2.019B,26.68B,35.35B,24.66B,0,1.364B,912.00M
CSX,2020-09,-618.00M,2.899B,1.507B,371.00M,0.96,0.96,0,45.91B,1.141B,2020-09,253.00M,736.00M,-187.00M,-187.00M,32.88B,7.087B,16.60B,1.141B,1.618B,968.00M,232.00M,2.648B,0,12.71B,39.44B,765.00M,4.228B,2.294B,26.72B,35.22B,24.42B,0,1.618B,980.00M
CSX,2020-06,-652.00M,2.594B,1.427B,378.00M,0.65,0.65,0,45.84B,828.00M,2020-06,246.00M,499.00M,-191.00M,-191.00M,32.77B,7.028B,16.61B,828.00M,1.692B,652.00M,153.00M,2.255B,0,12.15B,38.90B,765.00M,3.791B,2.347B,26.74B,35.11B,24.39B,0,1.692B,860.00M
CSX,2020-03,-672.00M,2.482B,1.677B,255.00M,1,1,0,45.59B,1.178B,2020-03,257.00M,770.00M,-187.00M,-187.00M,32.71B,6.991B,16.97B,1.178B,1.672B,1.013B,243.00M,2.855B,0,11.87B,38.83B,765.00M,3.821B,2.211B,26.95B,35.01B,24.74B,0,1.672B,1.008B
CSX,2019-12,-675.00M,1.954B,1.731B,245.00M,0.9974,0.99,0,45.63B,1.154B,2019-12,261.00M,771.00M,-141.00M,-141.00M,32.70B,6.961B,16.49B,1.154B,1.601B,981.00M,210.00M,2.885B,0,11.85B,38.26B,773.00M,3.278B,2.151B,26.39B,34.98B,24.24B,0,1.601B,986.00M
CSX,2019-09,-648.00M,2.558B,1.691B,804.00M,1.08,1.08,0,45.55B,1.287B,2019-09,235.00M,856.00M,-186.00M,-186.00M,32.62B,6.882B,16.49B,1.287B,1.742B,1.125B,269.00M,2.978B,0,11.86B,38.80B,782.00M,3.96B,2.805B,26.92B,34.84B,24.11B,0,1.742B,1.101B
CSX,2019-06,-655.00M,1.731B,1.756B,304.00M,1.08,1.08,0,45.31B,1.305B,2019-06,222.00M,870.00M,-184.00M,-184.00M,32.57B,6.791B,16.02B,1.305B,1.534B,1.146B,276.00M,3.061B,0,12.28B,37.92B,798.00M,3.186B,2.053B,25.63B,34.74B,23.58B,0,1.534B,1.111B
CSX,2019-03,-659.00M,2.01B,1.794B,71.00M,1.02,1.02,0,45.38B,1.219B,2019-03,241.00M,834.00M,-178.00M,-178.00M,32.54B,6.743B,16.25B,1.219B,1.618B,1.064B,230.00M,3.013B,0,12.43B,38.15B,809.00M,3.479B,1.926B,25.71B,34.68B,23.78B,0,1.618B,1.106B
CSX,2018-12,-661.00M,1.111B,1.815B,18.00M,1.031,1.01,0,44.80B,1.328B,2018-12,263.00M,843.00M,-139.00M,-139.00M,32.00B,6.69B,14.74B,1.328B,1.605B,1.098B,255.00M,3.143B,0,12.56B,36.73B,818.00M,2.565B,1.915B,24.15B,34.16B,22.23B,0,1.605B,1.01B
CSX,2018-09,-574.00M,1.278B,1.86B,18.00M,1.05,1.05,63.00M,44.48B,1.269B,2018-09,283.00M,894.00M,-162.00M,-162.00M,31.87B,6.584B,13.75B,1.269B,1.665B,1.15B,256.00M,3.129B,0,13.72B,36.86B,844.00M,2.784B,1.944B,23.13B,34.08B,21.18B,-29.00M,1.665B,1.09B
CSX,2018-06,-581.00M,1.403B,1.849B,19.00M,1.02,1.01,0,44.31B,1.253B,2018-06,326.00M,877.00M,-157.00M,-157.00M,31.85B,6.532B,13.77B,1.253B,1.461B,1.144B,267.00M,3.102B,0,14.01B,36.92B,859.00M,2.881B,1.732B,22.90B,34.04B,21.17B,-1.00M,1.461B,1.036B
CSX,2018-03,-585.00M,1.99B,1.857B,19.00M,0.78,0.78,0,44.10B,1.019B,2018-03,369.00M,695.00M,-149.00M,-149.00M,31.75B,6.485B,13.77B,1.019B,1.622B,912.00M,217.00M,2.876B,0,14.38B,37.44B,875.00M,3.542B,1.891B,23.05B,33.90B,21.16B,-122.00M,1.622B,1.045B
CSX,2017-12,-486.00M,419.00M,1.894B,19.00M,4.652,4.62,0,44.32B,969.00M,2017-12,372.00M,4.14B,-127.00M,-127.00M,31.76B,6.418B,11.79B,969.00M,1.606B,983.00M,-3.157B,2.863B,0,14.70B,35.74B,890.00M,1.915B,1.894B,21.02B,33.82B,19.12B,-173.00M,1.606B,970.00M
CSX,2017-09,-561.00M,704.00M,1.893B,19.00M,0.51,0.51,0,44.10B,850.00M,2017-09,392.00M,459.00M,-132.00M,-132.00M,31.58B,9.789B,11.79B,850.00M,1.828B,750.00M,291.00M,2.743B,0,10.89B,35.57B,894.00M,2.172B,2.075B,24.67B,33.40B,22.60B,-88.00M,1.828B,981.00M
CSX,2017-06,-569.00M,1.097B,1.877B,19.00M,0.55,0.55,0,43.75B,1.056B,2017-06,428.00M,510.00M,-137.00M,-137.00M,31.43B,9.737B,11.81B,1.056B,1.411B,827.00M,317.00M,2.933B,0,11.59B,35.86B,913.00M,2.63B,1.672B,24.26B,33.23B,22.59B,0,1.411B,1.015B
CSX,2017-03,-634.00M,1.217B,2.003B,331.00M,0.39,0.39,0,43.40B,866.00M,2017-03,415.00M,362.00M,-137.00M,-137.00M,31.26B,9.648B,10.96B,866.00M,1.645B,582.00M,220.00M,2.869B,0,11.66B,35.71B,923.00M,2.66B,2.277B,24.04B,33.05B,21.77B,0,1.645B,943.00M
CSX,2016-12,-640.00M,1.02B,2.059B,331.00M,0.4935,0.49,0,43.23B,978.00M,2016-12,407.00M,458.00M,-146.00M,-146.00M,31.15B,9.596B,10.96B,978.00M,1.48B,751.00M,293.00M,3.037B,0,11.68B,35.41B,928.00M,2.487B,2.04B,23.72B,32.93B,21.68B,0,1.48B,938.00M
